[2024-03-25 20:35:44] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10301, Y= 38, Z= 4028
[2024-03-26 11:25:39] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 10008, Y= 64, Z= -9935
[2024-03-26 13:04:13] [world] The Player <NezukoChan> has placed STONE at X= -548, Y= 62, Z= 295
[2024-03-26 13:29:00] [world] The Player <NezukoChan> has placed STONE at X= -548, Y= 62, Z= 294
[2024-03-26 13:29:01] [world] The Player <NezukoChan> has placed STONE at X= -547, Y= 62, Z= 294
[2024-03-26 13:29:17] [world] The Player <NezukoChan> has placed STONE at X= -547, Y= 61, Z= 294
[2024-03-26 13:29:17] [world] The Player <NezukoChan> has placed STONE at X= -548, Y= 61, Z= 294
[2024-03-26 13:29:18] [world] The Player <NezukoChan> has placed STONE at X= -546, Y= 62, Z= 294
[2024-03-26 13:33:23] [world] The Player <hexa> has placed TORCH at X= -473, Y= 12, Z= 256
[2024-03-26 13:33:36] [world] The Player <hexa> has placed TORCH at X= -473, Y= 12, Z= 269
[2024-03-26 13:33:54] [world] The Player <hexa> has placed TORCH at X= -473, Y= 12, Z= 283
[2024-03-26 13:34:33] [world] The Player <NezukoChan> has placed ENDER_CHEST at X= -550, Y= 65, Z= 315
[2024-03-26 13:34:33] [world] The Player <NezukoChan> has placed ENDER_CHEST at X= -551, Y= 65, Z= 315
[2024-03-26 13:35:14] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 322
[2024-03-26 13:35:29] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 337
[2024-03-26 13:36:08] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 348
[2024-03-26 13:36:23] [world] The Player <hexa> has placed TORCH at X= -466, Y= 11, Z= 359
[2024-03-26 13:36:28] [world] The Player <hexa> has placed TORCH at X= -466, Y= 11, Z= 360
[2024-03-26 13:36:28] [world] The Player <hexa> has placed TORCH at X= -466, Y= 11, Z= 359
[2024-03-26 13:36:33] [world] The Player <hexa> has placed TORCH at X= -466, Y= 11, Z= 361
[2024-03-26 13:36:39] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 362
[2024-03-26 13:36:48] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 364
[2024-03-26 13:37:04] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 379
[2024-03-26 13:37:26] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 389
[2024-03-26 13:38:57] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 400
[2024-03-26 13:39:08] [world] The Player <hexa> has placed TORCH at X= -466, Y= 9, Z= 413
[2024-03-26 13:39:53] [world] The Player <hexa> has placed TORCH at X= -466, Y= 12, Z= 428
[2024-03-26 13:45:06] [world] The Player <NezukoChan> has placed DIRT at X= -543, Y= 68, Z= 314
[2024-03-26 20:57:54] [world] The Player <GolemDaWanderer> has placed WORKBENCH at X= 9992, Y= 68, Z= -9950
[2024-03-26 21:00:34] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 259
[2024-03-26 21:00:35] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 257
[2024-03-26 21:00:36] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 255
[2024-03-26 21:00:37] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 253
[2024-03-26 21:00:38] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 251
[2024-03-26 21:00:39] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 249
[2024-03-26 21:00:41] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 247
[2024-03-26 21:00:42] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 245
[2024-03-26 21:00:54] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 88, Z= 243
[2024-03-26 21:01:01] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 259
[2024-03-26 21:01:03] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 257
[2024-03-26 21:01:06] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 255
[2024-03-26 21:01:08] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 253
[2024-03-26 21:01:09] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 251
[2024-03-26 21:01:11] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 249
[2024-03-26 21:01:13] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 247
[2024-03-26 21:01:15] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 245
[2024-03-26 21:01:17] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 88, Z= 243
[2024-03-26 21:01:27] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 89, Z= 259
[2024-03-26 21:01:28] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 89, Z= 257
[2024-03-26 21:01:30] [world] The Player <GolemDaWanderer> has placed CHEST at X= -581, Y= 89, Z= 255
[2024-03-26 21:01:32] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 255
[2024-03-26 21:01:34] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 257
[2024-03-26 21:01:35] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:01:51] [world] The Player <GolemDaWanderer> has placed WOOL at X= -582, Y= 88, Z= 242
[2024-03-26 21:01:54] [world] The Player <GolemDaWanderer> has placed WOOL at X= -581, Y= 88, Z= 242
[2024-03-26 21:02:47] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:03:44] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:04:43] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:05:17] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:07:42] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:10:30] [world] The Player <GolemDaWanderer> has placed WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:12:02] [world] The Player <GolemDaWanderer> has placed SPONGE at X= -572, Y= 88, Z= 252
[2024-03-26 21:14:14] [world] The Player <GolemDaWanderer> has placed ENDER_CHEST at X= -582, Y= 88, Z= 254
[2024-03-26 21:15:08] [world] The Player <GolemDaWanderer> has placed WORKBENCH at X= -575, Y= 88, Z= 254
[2024-03-26 22:18:42] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 63, Z= 4112
[2024-03-26 22:18:43] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 64, Z= 4112
[2024-03-26 22:18:43] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 65, Z= 4112
[2024-03-26 22:18:44] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 67, Z= 4111
[2024-03-26 22:18:44] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 66, Z= 4112
[2024-03-26 22:19:16] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10176, Y= 62, Z= 4118
[2024-03-26 22:19:18] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 63, Z= 4118
[2024-03-26 22:19:19] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 62, Z= 4117
[2024-03-26 22:19:20] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 62, Z= 4116
[2024-03-26 22:19:36] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10164, Y= 63, Z= 4125
[2024-03-26 22:19:45] [world] The Player <NezukoChan> has placed SPONGE at X= -590, Y= 56, Z= 329
[2024-03-26 22:19:49] [world] The Player <NezukoChan> has placed SPONGE at X= -590, Y= 56, Z= 333
[2024-03-26 22:20:01] [world] The Player <NezukoChan> has placed SPONGE at X= -579, Y= 56, Z= 333
[2024-03-26 22:20:32] [world] The Player <NezukoChan> has placed SPONGE at X= -567, Y= 56, Z= 333
[2024-03-26 22:20:35] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10193, Y= 63, Z= 4093
[2024-03-26 22:20:36] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10193, Y= 64, Z= 4093
