[2024-03-17 22:32:44] [world] The Player <TurtleDuck> has placed SAND at X= -533, Y= 70, Z= 269
[2024-03-17 23:57:56] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 72, Z= 283
[2024-03-17 23:57:56] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 72, Z= 282
[2024-03-17 23:57:57] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 72, Z= 280
[2024-03-17 23:57:57] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 73, Z= 279
[2024-03-17 23:58:00] [world] The Player <TurtleDuck> has placed WOOD at X= -580, Y= 72, Z= 280
[2024-03-17 23:58:01] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 72, Z= 281
[2024-03-17 23:58:02] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 284
[2024-03-17 23:58:03] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 284
[2024-03-17 23:58:04] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 283
[2024-03-17 23:58:04] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 283
[2024-03-17 23:58:04] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 282
[2024-03-17 23:58:05] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 281
[2024-03-17 23:58:05] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 73, Z= 281
[2024-03-17 23:58:05] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 280
[2024-03-17 23:58:05] [world] The Player <bagelz> has placed COBBLESTONE at X= 1031, Y= 99, Z= 2315
[2024-03-17 23:58:06] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 73, Z= 282
[2024-03-17 23:58:07] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 281
[2024-03-17 23:58:07] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 280
[2024-03-17 23:58:08] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 282
[2024-03-17 23:58:10] [world] The Player <bagelz> has placed COBBLESTONE at X= 1030, Y= 99, Z= 2315
[2024-03-17 23:58:11] [world] The Player <bagelz> has placed COBBLESTONE at X= 1030, Y= 99, Z= 2314
[2024-03-17 23:58:11] [world] The Player <bagelz> has placed COBBLESTONE at X= 1030, Y= 100, Z= 2314
[2024-03-17 23:58:11] [world] The Player <TurtleDuck> has placed WOOD at X= -576, Y= 73, Z= 278
[2024-03-17 23:58:12] [world] The Player <TurtleDuck> has placed WOOD at X= -576, Y= 74, Z= 278
[2024-03-17 23:58:20] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2314
[2024-03-17 23:58:21] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2313
[2024-03-17 23:58:24] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2312
[2024-03-17 23:58:25] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2311
[2024-03-17 23:58:26] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2310
[2024-03-17 23:58:27] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2309
[2024-03-17 23:58:28] [world] The Player <TurtleDuck> has placed LOG at X= -582, Y= 73, Z= 278
[2024-03-17 23:58:29] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 73, Z= 278
[2024-03-17 23:58:29] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 100, Z= 2308
[2024-03-17 23:58:30] [world] The Player <bagelz> has placed COBBLESTONE at X= 1029, Y= 101, Z= 2308
[2024-03-17 23:58:30] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 74, Z= 278
[2024-03-17 23:58:30] [world] The Player <TurtleDuck> has placed LOG at X= -582, Y= 74, Z= 278
[2024-03-17 23:58:32] [world] The Player <bagelz> has placed COBBLESTONE at X= 1030, Y= 101, Z= 2308
[2024-03-17 23:58:32] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 75, Z= 278
[2024-03-17 23:58:33] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 76, Z= 278
[2024-03-17 23:58:34] [world] The Player <bagelz> has placed COBBLESTONE at X= 1030, Y= 102, Z= 2308
[2024-03-17 23:58:36] [world] The Player <bagelz> has placed COBBLESTONE at X= 1030, Y= 102, Z= 2307
[2024-03-17 23:58:36] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 73, Z= 286
[2024-03-17 23:58:37] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 74, Z= 286
[2024-03-17 23:58:37] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 75, Z= 286
[2024-03-17 23:58:38] [world] The Player <bagelz> has placed COBBLESTONE at X= 1031, Y= 102, Z= 2307
[2024-03-17 23:58:40] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 103, Z= 2307
[2024-03-17 23:58:41] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 76, Z= 286
[2024-03-17 23:58:47] [world] The Player <TurtleDuck> has placed LOG at X= -584, Y= 76, Z= 286
[2024-03-17 23:58:53] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 76, Z= 287
[2024-03-17 23:58:59] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 105, Z= 2309
[2024-03-17 23:59:00] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 105, Z= 2308
[2024-03-17 23:59:02] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 107, Z= 2308
[2024-03-17 23:59:04] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 106, Z= 2308
[2024-03-17 23:59:12] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 106, Z= 2309
[2024-03-17 23:59:13] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 105, Z= 2308
[2024-03-17 23:59:13] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 106, Z= 2308
[2024-03-17 23:59:18] [world] The Player <TurtleDuck> has placed LOG at X= -584, Y= 76, Z= 278
[2024-03-17 23:59:27] [world] The Player <TurtleDuck> has placed LOG at X= -583, Y= 76, Z= 277
[2024-03-17 23:59:50] [world] The Player <TurtleDuck> has placed LOG at X= -582, Y= 76, Z= 278
[2024-03-17 23:59:52] [world] The Player <bagelz> has placed COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-17 23:59:53] [world] The Player <TurtleDuck> has placed LOG at X= -581, Y= 76, Z= 278
[2024-03-17 23:59:54] [world] The Player <TurtleDuck> has placed LOG at X= -580, Y= 76, Z= 278
[2024-03-17 23:59:54] [world] The Player <TurtleDuck> has placed LOG at X= -579, Y= 76, Z= 278
[2024-03-17 23:59:54] [world] The Player <TurtleDuck> has placed LOG at X= -578, Y= 76, Z= 278
[2024-03-17 23:59:55] [world] The Player <TurtleDuck> has placed LOG at X= -577, Y= 76, Z= 278
[2024-03-18 00:00:03] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 73, Z= 278
[2024-03-18 00:00:06] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 73, Z= 278
[2024-03-18 00:00:06] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 74, Z= 278
[2024-03-18 00:00:07] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 75, Z= 278
[2024-03-18 00:00:08] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 76, Z= 278
[2024-03-18 00:00:18] [world] The Player <TurtleDuck> has placed LOG at X= -576, Y= 76, Z= 278
[2024-03-18 00:00:19] [world] The Player <TurtleDuck> has placed LOG at X= -576, Y= 76, Z= 277
[2024-03-18 00:00:24] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 76, Z= 277
[2024-03-18 00:00:32] [world] The Player <TurtleDuck> has placed LOG at X= -574, Y= 73, Z= 286
[2024-03-18 00:00:42] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 73, Z= 286
[2024-03-18 00:00:43] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 74, Z= 286
[2024-03-18 00:00:46] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 75, Z= 286
[2024-03-18 00:00:50] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 76, Z= 286
[2024-03-18 00:00:50] [world] The Player <TurtleDuck> has placed LOG at X= -576, Y= 76, Z= 286
[2024-03-18 00:01:01] [world] The Player <TurtleDuck> has placed LOG at X= -575, Y= 76, Z= 287
[2024-03-18 00:01:12] [world_the_end] The Player <NezukoChan> has placed NETHERRACK at X= -167, Y= 104, Z= 40
[2024-03-18 00:01:13] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -168, Y= 104, Z= 40
[2024-03-18 00:06:22] [world] The Player <Koi> has placed GRASS at X= -570, Y= 67, Z= 287
[2024-03-18 00:06:23] [world] The Player <Koi> has placed GRASS at X= -571, Y= 67, Z= 287
[2024-03-18 00:06:23] [world] The Player <Koi> has placed GRASS at X= -571, Y= 67, Z= 288
[2024-03-18 00:06:24] [world] The Player <Koi> has placed GRASS at X= -572, Y= 67, Z= 288
[2024-03-18 00:06:25] [world] The Player <Koi> has placed GRASS at X= -570, Y= 67, Z= 289
[2024-03-18 00:06:27] [world] The Player <Koi> has placed GRASS at X= -571, Y= 67, Z= 289
[2024-03-18 00:06:28] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -575, Y= 67, Z= 280
[2024-03-18 00:06:28] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -575, Y= 67, Z= 279
[2024-03-18 00:06:28] [world] The Player <Koi> has placed GRASS at X= -572, Y= 66, Z= 289
[2024-03-18 00:06:29] [world] The Player <Koi> has placed GRASS at X= -572, Y= 67, Z= 289
[2024-03-18 00:06:31] [world] The Player <Koi> has placed GRASS at X= -569, Y= 66, Z= 290
[2024-03-18 00:06:31] [world] The Player <Koi> has placed GRASS at X= -570, Y= 65, Z= 290
[2024-03-18 00:06:31] [world] The Player <Koi> has placed GRASS at X= -570, Y= 66, Z= 290
[2024-03-18 00:06:32] [world] The Player <Koi> has placed GRASS at X= -571, Y= 66, Z= 290
[2024-03-18 00:06:34] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -579, Y= 66, Z= 280
[2024-03-18 00:06:34] [world] The Player <Koi> has placed GRASS at X= -568, Y= 67, Z= 288
[2024-03-18 00:06:34] [world] The Player <bagelz> has placed COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-18 00:06:34] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -579, Y= 66, Z= 279
[2024-03-18 00:06:34] [world] The Player <Koi> has placed GRASS at X= -569, Y= 67, Z= 288
[2024-03-18 00:06:35] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -580, Y= 66, Z= 279
[2024-03-18 00:06:35] [world] The Player <Koi> has placed GRASS at X= -570, Y= 67, Z= 288
[2024-03-18 00:06:38] [world] The Player <Koi> has placed GRASS at X= -563, Y= 66, Z= 288
[2024-03-18 00:06:38] [world] The Player <Koi> has placed GRASS at X= -564, Y= 66, Z= 288
[2024-03-18 00:06:39] [world] The Player <Koi> has placed GRASS at X= -561, Y= 66, Z= 288
[2024-03-18 00:06:40] [world] The Player <Koi> has placed GRASS at X= -562, Y= 66, Z= 288
[2024-03-18 00:06:56] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 67, Z= 275
[2024-03-18 00:07:17] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 65, Z= 276
[2024-03-18 00:07:17] [world_the_end] The Player <NezukoChan> has placed TORCH at X= -167, Y= 98, Z= 50
[2024-03-18 00:07:21] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 66, Z= 276
[2024-03-18 00:07:25] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 67, Z= 276
[2024-03-18 00:07:27] [world] The Player <Milk_Frog> has placed LEVER at X= -575, Y= 68, Z= 276
[2024-03-18 00:07:35] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 64, Z= 276
[2024-03-18 00:07:37] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 65, Z= 276
[2024-03-18 00:07:40] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 66, Z= 276
[2024-03-18 00:07:41] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 67, Z= 276
[2024-03-18 00:07:44] [world] The Player <Milk_Frog> has placed LEVER at X= -575, Y= 68, Z= 276
[2024-03-18 00:07:52] [world] The Player <Milk_Frog> has placed DIODE_BLOCK_OFF at X= -575, Y= 64, Z= 276
[2024-03-18 00:07:53] [world] The Player <Milk_Frog> has placed DIODE_BLOCK_OFF at X= -575, Y= 64, Z= 276
[2024-03-18 00:08:00] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 67, Z= 275
[2024-03-18 00:08:12] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 276
[2024-03-18 00:08:14] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -577, Y= 64, Z= 275
[2024-03-18 00:08:18] [world] The Player <Milk_Frog> has placed REDSTONE_TORCH_ON at X= -575, Y= 64, Z= 276
[2024-03-18 00:08:21] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 65, Z= 276
[2024-03-18 00:08:26] [world] The Player <Milk_Frog> has placed REDSTONE_TORCH_ON at X= -575, Y= 66, Z= 276
[2024-03-18 00:08:37] [world] The Player <Milk_Frog> has placed LEVER at X= -575, Y= 64, Z= 275
[2024-03-18 00:08:43] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 65, Z= 276
[2024-03-18 00:08:48] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 66, Z= 276
[2024-03-18 00:08:49] [world] The Player <Milk_Frog> has placed LEVER at X= -575, Y= 68, Z= 276
[2024-03-18 00:09:01] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 64, Z= 276
[2024-03-18 00:09:02] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 65, Z= 276
[2024-03-18 00:09:08] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 66, Z= 276
[2024-03-18 00:09:25] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 277
[2024-03-18 00:09:26] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 276
[2024-03-18 00:09:29] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 65, Z= 277
[2024-03-18 00:09:29] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 65, Z= 276
[2024-03-18 00:09:31] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 66, Z= 276
[2024-03-18 00:09:41] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 277
[2024-03-18 00:09:42] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 64, Z= 277
[2024-03-18 00:09:43] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 63, Z= 276
[2024-03-18 00:09:47] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 276
[2024-03-18 00:09:51] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 276
[2024-03-18 00:09:56] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -174, Y= 101, Z= 38
[2024-03-18 00:09:57] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 276
[2024-03-18 00:10:20] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 63, Z= 276
[2024-03-18 00:10:20] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 64, Z= 276
[2024-03-18 00:10:22] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -575, Y= 65, Z= 276
[2024-03-18 00:10:24] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 66, Z= 276
[2024-03-18 00:10:28] [world] The Player <Milk_Frog> has placed LEVER at X= -575, Y= 67, Z= 276
[2024-03-18 00:10:30] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 67, Z= 275
[2024-03-18 00:10:49] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 105, Z= 2309
[2024-03-18 00:10:50] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 106, Z= 2309
[2024-03-18 00:10:51] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 105, Z= 2308
[2024-03-18 00:10:51] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 106, Z= 2308
[2024-03-18 00:11:04] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -578, Y= 67, Z= 279
[2024-03-18 00:11:04] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -579, Y= 67, Z= 279
[2024-03-18 00:11:11] [world] The Player <Milk_Frog> has placed LEVER at X= -579, Y= 66, Z= 279
[2024-03-18 00:11:17] [world] The Player <Milk_Frog> has placed REDSTONE_TORCH_ON at X= -579, Y= 66, Z= 279
[2024-03-18 00:11:22] [world] The Player <Milk_Frog> has placed REDSTONE_TORCH_ON at X= -579, Y= 66, Z= 279
[2024-03-18 00:11:27] [world] The Player <bagelz> has placed COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-18 00:11:28] [world] The Player <Milk_Frog> has placed REDSTONE_WIRE at X= -579, Y= 66, Z= 279
[2024-03-18 00:11:31] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -579, Y= 67, Z= 279
[2024-03-18 00:11:34] [world] The Player <Milk_Frog> has placed LEVER at X= -579, Y= 68, Z= 279
[2024-03-18 00:11:41] [world] The Player <bagelz> has placed TORCH at X= 1024, Y= 80, Z= 2330
[2024-03-18 00:11:43] [world] The Player <bagelz> has placed TORCH at X= 1023, Y= 80, Z= 2317
[2024-03-18 00:11:46] [world] The Player <bagelz> has placed TORCH at X= 1032, Y= 79, Z= 2312
[2024-03-18 00:11:48] [world] The Player <bagelz> has placed TORCH at X= 1033, Y= 79, Z= 2303
[2024-03-18 00:11:50] [world] The Player <bagelz> has placed TORCH at X= 1043, Y= 79, Z= 2306
[2024-03-18 00:11:53] [world] The Player <bagelz> has placed TORCH at X= 1042, Y= 78, Z= 2317
[2024-03-18 00:11:55] [world] The Player <bagelz> has placed TORCH at X= 1048, Y= 75, Z= 2320
[2024-03-18 00:11:57] [world] The Player <bagelz> has placed TORCH at X= 1049, Y= 75, Z= 2329
[2024-03-18 00:11:58] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -172, Y= 101, Z= 42
[2024-03-18 00:11:58] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -172, Y= 102, Z= 42
[2024-03-18 00:11:58] [world] The Player <bagelz> has placed TORCH at X= 1045, Y= 76, Z= 2337
[2024-03-18 00:11:59] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -172, Y= 103, Z= 42
[2024-03-18 00:11:59] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -172, Y= 104, Z= 42
[2024-03-18 00:12:00] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -172, Y= 105, Z= 42
[2024-03-18 00:12:01] [world] The Player <bagelz> has placed TORCH at X= 1036, Y= 74, Z= 2341
[2024-03-18 00:12:03] [world] The Player <bagelz> has placed TORCH at X= 1036, Y= 76, Z= 2334
[2024-03-18 00:12:06] [world] The Player <bagelz> has placed TORCH at X= 1029, Y= 79, Z= 2340
[2024-03-18 00:12:11] [world] The Player <bagelz> has placed TORCH at X= 1016, Y= 80, Z= 2342
[2024-03-18 00:12:15] [world] The Player <bagelz> has placed TORCH at X= 1010, Y= 80, Z= 2331
[2024-03-18 00:12:19] [world] The Player <bagelz> has placed TORCH at X= 1020, Y= 82, Z= 2339
[2024-03-18 00:12:21] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -171, Y= 105, Z= 42
[2024-03-18 00:12:22] [world] The Player <bagelz> has placed TORCH at X= 1024, Y= 79, Z= 2346
[2024-03-18 00:12:29] [world] The Player <bagelz> has placed TORCH at X= 1014, Y= 80, Z= 2322
[2024-03-18 00:12:31] [world] The Player <bagelz> has placed TORCH at X= 1008, Y= 79, Z= 2317
[2024-03-18 00:12:33] [world] The Player <bagelz> has placed TORCH at X= 1015, Y= 79, Z= 2310
[2024-03-18 00:12:36] [world] The Player <bagelz> has placed TORCH at X= 1021, Y= 79, Z= 2303
[2024-03-18 00:12:37] [world] The Player <bagelz> has placed TORCH at X= 1024, Y= 79, Z= 2306
[2024-03-18 00:12:40] [world] The Player <bagelz> has placed TORCH at X= 1030, Y= 79, Z= 2308
[2024-03-18 00:12:41] [world] The Player <bagelz> has placed TORCH at X= 1029, Y= 79, Z= 2302
[2024-03-18 00:12:43] [world] The Player <bagelz> has placed TORCH at X= 1037, Y= 79, Z= 2302
[2024-03-18 00:13:03] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 99, Z= 36
[2024-03-18 00:13:03] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -579, Y= 67, Z= 279
[2024-03-18 00:13:03] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 100, Z= 36
[2024-03-18 00:13:03] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -579, Y= 67, Z= 280
[2024-03-18 00:13:04] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 101, Z= 36
[2024-03-18 00:13:04] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 102, Z= 36
[2024-03-18 00:13:16] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -576, Y= 67, Z= 279
[2024-03-18 00:13:17] [world] The Player <Milk_Frog> has placed NOTE_BLOCK at X= -576, Y= 67, Z= 280
[2024-03-18 00:13:51] [world] The Player <Milk_Frog> has placed DISPENSER at X= -616, Y= 68, Z= 287
[2024-03-18 00:13:53] [world] The Player <Milk_Frog> has placed STONE_BUTTON at X= -616, Y= 69, Z= 287
[2024-03-18 00:14:04] [world] The Player <Milk_Frog> has placed STONE_BUTTON at X= -615, Y= 68, Z= 287
[2024-03-18 00:14:12] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -174, Y= 102, Z= 38
[2024-03-18 00:14:15] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -174, Y= 103, Z= 38
[2024-03-18 00:14:42] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -172, Y= 104, Z= 38
[2024-03-18 00:14:45] [world] The Player <Milk_Frog> has placed GRASS at X= -575, Y= 67, Z= 276
[2024-03-18 00:14:45] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -169, Y= 103, Z= 38
[2024-03-18 00:14:46] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -169, Y= 104, Z= 38
[2024-03-18 00:14:52] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -168, Y= 103, Z= 39
[2024-03-18 00:14:54] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -168, Y= 104, Z= 39
[2024-03-18 00:15:29] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 103, Z= 39
[2024-03-18 00:15:32] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 103, Z= 38
[2024-03-18 00:15:34] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -167, Y= 104, Z= 38
[2024-03-18 00:16:06] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 104, Z= 37
[2024-03-18 00:16:09] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -167, Y= 103, Z= 37
[2024-03-18 00:16:13] [world_the_end] The Player <NezukoChan> has placed DIRT at X= -168, Y= 103, Z= 37
[2024-03-18 00:16:14] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -168, Y= 104, Z= 37
[2024-03-18 00:16:16] [world_the_end] The Player <NezukoChan> has placed GLASS at X= -167, Y= 105, Z= 38
[2024-03-18 00:16:43] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 79, Z= 2320
[2024-03-18 00:19:09] [world] The Player <TurtleDuck> has placed WOOD at X= -582, Y= 72, Z= 284
[2024-03-18 00:19:10] [world] The Player <TurtleDuck> has placed WOOD at X= -582, Y= 72, Z= 285
[2024-03-18 00:19:11] [world] The Player <TurtleDuck> has placed WOOD at X= -581, Y= 72, Z= 286
[2024-03-18 00:19:11] [world] The Player <TurtleDuck> has placed WOOD at X= -582, Y= 72, Z= 286
[2024-03-18 00:19:13] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 286
[2024-03-18 00:19:14] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 72, Z= 286
[2024-03-18 00:19:14] [world] The Player <TurtleDuck> has placed WOOD at X= -580, Y= 72, Z= 286
[2024-03-18 00:19:15] [world] The Player <TurtleDuck> has placed WOOD at X= -574, Y= 72, Z= 286
[2024-03-18 00:19:16] [world] The Player <TurtleDuck> has placed WOOD at X= -575, Y= 72, Z= 286
[2024-03-18 00:19:16] [world] The Player <TurtleDuck> has placed WOOD at X= -576, Y= 72, Z= 286
[2024-03-18 00:19:16] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 286
[2024-03-18 00:19:18] [world] The Player <TurtleDuck> has placed WOOD at X= -572, Y= 72, Z= 286
[2024-03-18 00:19:18] [world] The Player <TurtleDuck> has placed WOOD at X= -573, Y= 72, Z= 286
[2024-03-18 00:19:23] [world] The Player <TurtleDuck> has placed WOOD at X= -572, Y= 72, Z= 278
[2024-03-18 00:19:24] [world] The Player <TurtleDuck> has placed WOOD at X= -575, Y= 72, Z= 278
[2024-03-18 00:19:24] [world] The Player <TurtleDuck> has placed WOOD at X= -574, Y= 72, Z= 278
[2024-03-18 00:19:24] [world] The Player <TurtleDuck> has placed WOOD at X= -573, Y= 72, Z= 278
[2024-03-18 00:19:26] [world] The Player <TurtleDuck> has placed WOOD at X= -578, Y= 72, Z= 278
[2024-03-18 00:19:26] [world] The Player <TurtleDuck> has placed WOOD at X= -577, Y= 72, Z= 278
[2024-03-18 00:19:26] [world] The Player <TurtleDuck> has placed WOOD at X= -576, Y= 72, Z= 278
[2024-03-18 00:19:27] [world] The Player <TurtleDuck> has placed WOOD at X= -581, Y= 72, Z= 278
[2024-03-18 00:19:27] [world] The Player <TurtleDuck> has placed WOOD at X= -580, Y= 72, Z= 278
[2024-03-18 00:19:28] [world] The Player <TurtleDuck> has placed WOOD at X= -579, Y= 72, Z= 278
[2024-03-18 00:19:29] [world] The Player <TurtleDuck> has placed WOOD at X= -582, Y= 72, Z= 278
[2024-03-18 00:19:29] [world] The Player <TurtleDuck> has placed WOOD at X= -583, Y= 72, Z= 278
[2024-03-18 00:19:31] [world] The Player <TurtleDuck> has placed WOOD at X= -583, Y= 72, Z= 280
[2024-03-18 00:19:31] [world] The Player <TurtleDuck> has placed WOOD at X= -583, Y= 72, Z= 279
[2024-03-18 00:19:31] [world] The Player <TurtleDuck> has placed WOOD at X= -583, Y= 73, Z= 279
[2024-03-18 00:19:33] [world] The Player <TurtleDuck> has placed WOOD at X= -583, Y= 72, Z= 284
[2024-03-18 00:19:33] [world] The Player <TurtleDuck> has placed WOOD at X= -583, Y= 72, Z= 283
