[2024-03-28 00:58:44] [world] The Player <xcpc> has placed TORCH at X= -441, Y= 57, Z= 266
[2024-03-28 20:20:35] [world] The Player <Feathery> has placed ACACIA_DOOR at X= -604, Y= 68, Z= 354
[2024-03-28 20:20:35] [world] The Player <Feathery> has placed ACACIA_DOOR at X= -604, Y= 68, Z= 353
[2024-03-28 20:20:39] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 74, Z= 350
[2024-03-28 20:20:39] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 74, Z= 348
[2024-03-28 20:20:42] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 352
[2024-03-28 20:20:45] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 352
[2024-03-28 20:20:46] [world] The Player <Feathery> has placed DOUBLE_STEP at X= -601, Y= 74, Z= 352
[2024-03-28 20:20:46] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 351
[2024-03-28 20:20:47] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 352
[2024-03-28 20:20:54] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 75, Z= 352
[2024-03-28 20:20:54] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 75, Z= 351
[2024-03-28 20:20:56] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 350
[2024-03-28 20:20:57] [world] The Player <Feathery> has placed DOUBLE_STEP at X= -601, Y= 74, Z= 351
[2024-03-28 20:20:57] [world] The Player <Feathery> has placed DOUBLE_STEP at X= -601, Y= 74, Z= 350
[2024-03-28 20:20:59] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 351
[2024-03-28 20:21:00] [world] The Player <Feathery> has placed DOUBLE_STEP at X= -601, Y= 74, Z= 351
[2024-03-28 20:21:01] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 350
[2024-03-28 20:21:01] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 351
[2024-03-28 20:21:04] [world] The Player <Feathery> has placed STEP at X= -601, Y= 74, Z= 349
[2024-03-28 20:21:05] [world] The Player <Feathery> has placed STEP at X= -601, Y= 73, Z= 349
[2024-03-28 20:21:06] [world] The Player <Feathery> has placed STEP at X= -601, Y= 73, Z= 348
[2024-03-28 20:21:07] [world] The Player <Feathery> has placed STEP at X= -601, Y= 73, Z= 347
[2024-03-28 20:21:07] [world] The Player <Feathery> has placed STEP at X= -601, Y= 73, Z= 346
[2024-03-28 20:21:08] [world] The Player <Feathery> has placed STEP at X= -601, Y= 73, Z= 345
[2024-03-28 20:21:08] [world] The Player <Feathery> has placed STEP at X= -601, Y= 73, Z= 344
[2024-03-28 20:21:10] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 74, Z= 349
[2024-03-28 20:21:10] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 74, Z= 348
[2024-03-28 20:21:10] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 74, Z= 347
[2024-03-28 20:21:11] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 74, Z= 346
[2024-03-28 20:21:11] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 74, Z= 345
[2024-03-28 20:21:11] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 74, Z= 344
[2024-03-28 20:21:20] [world] The Player <Feathery> has placed DOUBLE_STEP at X= -601, Y= 74, Z= 350
[2024-03-28 20:21:22] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 75, Z= 350
[2024-03-28 20:21:24] [world] The Player <Feathery> has placed IRON_FENCE at X= -601, Y= 75, Z= 349
[2024-03-28 20:22:21] [world] The Player <Feathery> has placed STEP at X= -603, Y= 75, Z= 354
[2024-03-28 20:22:22] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 353
[2024-03-28 20:22:25] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 352
[2024-03-28 20:22:25] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 352
[2024-03-28 20:22:25] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 351
[2024-03-28 20:22:26] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 351
[2024-03-28 20:22:26] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 350
[2024-03-28 20:22:26] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 350
[2024-03-28 20:22:27] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 349
[2024-03-28 20:22:27] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 349
[2024-03-28 20:22:29] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 351
[2024-03-28 20:22:30] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 351
[2024-03-28 20:22:34] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 348
[2024-03-28 20:22:34] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 348
[2024-03-28 20:22:35] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 347
[2024-03-28 20:22:35] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 347
[2024-03-28 20:22:35] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 346
[2024-03-28 20:22:36] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 346
[2024-03-28 20:22:36] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 345
[2024-03-28 20:22:36] [world] The Player <Feathery> has placed STEP at X= -603, Y= 75, Z= 345
[2024-03-28 20:22:38] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 345
[2024-03-28 20:22:41] [world] The Player <Feathery> has placed STEP at X= -603, Y= 74, Z= 344
[2024-03-28 20:22:41] [world] The Player <Feathery> has placed STEP at X= -602, Y= 74, Z= 344
[2024-03-28 20:22:43] [world] The Player <Feathery> has placed IRON_FENCE at X= -603, Y= 75, Z= 344
[2024-03-28 20:22:43] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 344
[2024-03-28 20:22:43] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 345
[2024-03-28 20:22:43] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 346
[2024-03-28 20:22:44] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 348
[2024-03-28 20:22:44] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 349
[2024-03-28 20:22:44] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 350
[2024-03-28 20:22:44] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 351
[2024-03-28 20:22:45] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 352
[2024-03-28 20:22:45] [world] The Player <Tester> has placed WOOL at X= -596, Y= 67, Z= 326
[2024-03-28 20:22:45] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 353
[2024-03-28 20:22:46] [world] The Player <Feathery> has placed IRON_FENCE at X= -602, Y= 75, Z= 347
[2024-03-28 20:22:47] [world] The Player <Tester> has placed WOOL at X= -596, Y= 67, Z= 322
[2024-03-28 20:22:47] [world] The Player <Tester> has placed WOOL at X= -596, Y= 67, Z= 323
[2024-03-28 20:22:48] [world] The Player <Tester> has placed WOOL at X= -596, Y= 67, Z= 324
[2024-03-28 20:22:48] [world] The Player <Tester> has placed WOOL at X= -596, Y= 67, Z= 325
[2024-03-28 20:22:50] [world] The Player <Tester> has placed WOOL at X= -597, Y= 67, Z= 324
[2024-03-28 20:22:55] [world] The Player <Tester> has placed GRASS at X= -595, Y= 67, Z= 322
[2024-03-28 20:22:57] [world] The Player <Tester> has placed GRASS at X= -595, Y= 67, Z= 326
[2024-03-28 20:23:00] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 69, Z= 340
[2024-03-28 20:23:00] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 70, Z= 340
[2024-03-28 20:23:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 71, Z= 340
[2024-03-28 20:23:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 72, Z= 340
[2024-03-28 20:23:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 73, Z= 340
[2024-03-28 20:23:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 74, Z= 340
[2024-03-28 20:23:02] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 75, Z= 340
[2024-03-28 20:23:03] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 74, Z= 343
[2024-03-28 20:23:04] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 74, Z= 342
[2024-03-28 20:23:04] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 74, Z= 341
[2024-03-28 20:23:17] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 69, Z= 341
[2024-03-28 20:23:17] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 69, Z= 342
[2024-03-28 20:23:18] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 69, Z= 343
[2024-03-28 20:23:18] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 70, Z= 341
[2024-03-28 20:23:19] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 70, Z= 342
[2024-03-28 20:23:19] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 70, Z= 343
[2024-03-28 20:23:19] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 71, Z= 341
[2024-03-28 20:23:20] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 71, Z= 342
[2024-03-28 20:23:20] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 71, Z= 343
[2024-03-28 20:23:20] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 72, Z= 341
[2024-03-28 20:23:21] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 72, Z= 342
[2024-03-28 20:23:21] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 72, Z= 343
[2024-03-28 20:23:21] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 73, Z= 341
[2024-03-28 20:23:22] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 73, Z= 342
[2024-03-28 20:23:22] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 73, Z= 343
[2024-03-28 20:23:24] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 75, Z= 343
[2024-03-28 20:23:24] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 75, Z= 342
[2024-03-28 20:23:24] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 75, Z= 341
[2024-03-28 20:23:25] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 76, Z= 341
[2024-03-28 20:23:26] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 77, Z= 341
[2024-03-28 20:23:26] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 78, Z= 341
[2024-03-28 20:23:26] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 76, Z= 340
[2024-03-28 20:23:27] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 77, Z= 340
[2024-03-28 20:23:28] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 78, Z= 340
[2024-03-28 20:23:29] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 79, Z= 341
[2024-03-28 20:23:29] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 79, Z= 340
[2024-03-28 20:23:30] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 79, Z= 343
[2024-03-28 20:23:30] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 79, Z= 342
[2024-03-28 20:23:32] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 76, Z= 342
[2024-03-28 20:23:32] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 76, Z= 343
[2024-03-28 20:23:32] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 77, Z= 343
[2024-03-28 20:23:33] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 77, Z= 342
[2024-03-28 20:23:33] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 78, Z= 343
[2024-03-28 20:23:34] [world] The Player <Feathery> has placed STAINED_GLASS at X= -604, Y= 78, Z= 342
[2024-03-28 20:23:39] [world] The Player <BTC> has placed WORKBENCH at X= -228, Y= 71, Z= 152
[2024-03-28 20:23:55] [world] The Player <BTC> has placed FURNACE at X= -229, Y= 71, Z= 151
[2024-03-28 20:24:20] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 287
[2024-03-28 20:24:21] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 288
[2024-03-28 20:24:23] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 289
[2024-03-28 20:24:26] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 69, Z= 339
[2024-03-28 20:24:26] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -599, Y= 68, Z= 288
[2024-03-28 20:24:27] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 68, Z= 340
[2024-03-28 20:24:27] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 69, Z= 339
[2024-03-28 20:24:29] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 69, Z= 339
[2024-03-28 20:24:30] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 340
[2024-03-28 20:24:31] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -608, Y= 68, Z= 342
[2024-03-28 20:24:31] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -608, Y= 68, Z= 343
[2024-03-28 20:24:34] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 290
[2024-03-28 20:24:36] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 288
[2024-03-28 20:24:36] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 342
[2024-03-28 20:24:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 341
[2024-03-28 20:24:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 343
[2024-03-28 20:24:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 345
[2024-03-28 20:24:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 346
[2024-03-28 20:24:38] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 347
[2024-03-28 20:24:39] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 344
[2024-03-28 20:24:40] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 349
[2024-03-28 20:24:41] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 348
[2024-03-28 20:24:42] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -610, Y= 68, Z= 349
[2024-03-28 20:24:42] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -611, Y= 68, Z= 350
[2024-03-28 20:24:42] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -611, Y= 69, Z= 350
[2024-03-28 20:24:42] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -599, Y= 68, Z= 290
[2024-03-28 20:24:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -611, Y= 68, Z= 349
[2024-03-28 20:24:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -612, Y= 68, Z= 349
[2024-03-28 20:24:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -612, Y= 69, Z= 349
[2024-03-28 20:24:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 349
[2024-03-28 20:24:48] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -617, Y= 68, Z= 349
[2024-03-28 20:24:48] [world] The Player <Milk_Frog> has placed SPRUCE_WOOD_STAIRS at X= -599, Y= 68, Z= 288
[2024-03-28 20:24:49] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -619, Y= 68, Z= 349
[2024-03-28 20:24:51] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -620, Y= 68, Z= 349
[2024-03-28 20:24:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -621, Y= 68, Z= 349
[2024-03-28 20:24:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -622, Y= 68, Z= 349
[2024-03-28 20:24:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -623, Y= 68, Z= 349
[2024-03-28 20:24:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 344
[2024-03-28 20:24:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 345
[2024-03-28 20:24:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 346
[2024-03-28 20:24:54] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 347
[2024-03-28 20:24:54] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 69, Z= 347
[2024-03-28 20:24:54] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 348
[2024-03-28 20:25:05] [world] The Player <Milk_Frog> has placed SPRUCE_FENCE at X= -599, Y= 68, Z= 287
[2024-03-28 20:25:07] [world] The Player <Milk_Frog> has placed SPRUCE_FENCE at X= -599, Y= 68, Z= 291
[2024-03-28 20:25:07] [world] The Player <BTC> has placed WORKBENCH at X= -164, Y= 64, Z= 127
[2024-03-28 20:25:09] [world] The Player <Milk_Frog> has placed WOOD_PLATE at X= -599, Y= 69, Z= 287
[2024-03-28 20:25:10] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -627, Y= 68, Z= 343
[2024-03-28 20:25:10] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -626, Y= 68, Z= 343
[2024-03-28 20:25:11] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -628, Y= 68, Z= 343
[2024-03-28 20:25:11] [world] The Player <Milk_Frog> has placed WOOD_PLATE at X= -599, Y= 69, Z= 291
[2024-03-28 20:25:12] [world] The Player <Feathery> has placed GRASS at X= -627, Y= 67, Z= 342
[2024-03-28 20:25:13] [world] The Player <Milk_Frog> has placed SPRUCE_FENCE at X= -595, Y= 68, Z= 289
[2024-03-28 20:25:13] [world] The Player <Feathery> has placed IRON_DOOR_BLOCK at X= -627, Y= 68, Z= 343
[2024-03-28 20:25:18] [world] The Player <Milk_Frog> has placed WOOD_PLATE at X= -595, Y= 69, Z= 289
[2024-03-28 20:25:20] [world] The Player <Feathery> has placed IRON_DOOR_BLOCK at X= -624, Y= 68, Z= 346
[2024-03-28 20:25:26] [world] The Player <Feathery> has placed ACACIA_DOOR at X= -624, Y= 68, Z= 346
[2024-03-28 20:25:28] [world] The Player <Feathery> has placed ACACIA_DOOR at X= -624, Y= 68, Z= 346
[2024-03-28 20:25:36] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 355
[2024-03-28 20:25:36] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 356
[2024-03-28 20:25:36] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 357
[2024-03-28 20:25:36] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 358
[2024-03-28 20:25:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 359
[2024-03-28 20:25:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 360
[2024-03-28 20:25:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 361
[2024-03-28 20:25:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 69, Z= 361
[2024-03-28 20:25:37] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -609, Y= 68, Z= 362
[2024-03-28 20:25:40] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 68, Z= 355
[2024-03-28 20:25:40] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -606, Y= 68, Z= 355
[2024-03-28 20:25:40] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -607, Y= 68, Z= 355
[2024-03-28 20:25:40] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -608, Y= 68, Z= 354
[2024-03-28 20:25:41] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -608, Y= 68, Z= 355
[2024-03-28 20:25:42] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -604, Y= 68, Z= 359
[2024-03-28 20:25:42] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 68, Z= 359
[2024-03-28 20:25:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -606, Y= 68, Z= 359
[2024-03-28 20:25:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -607, Y= 68, Z= 359
[2024-03-28 20:25:43] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -608, Y= 68, Z= 359
[2024-03-28 20:25:44] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -606, Y= 68, Z= 359
[2024-03-28 20:25:44] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 68, Z= 358
[2024-03-28 20:25:45] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 68, Z= 357
[2024-03-28 20:25:45] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -605, Y= 68, Z= 356
[2024-03-28 20:25:51] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 355
[2024-03-28 20:25:51] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -614, Y= 68, Z= 355
[2024-03-28 20:25:51] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -615, Y= 68, Z= 355
[2024-03-28 20:25:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -616, Y= 68, Z= 355
[2024-03-28 20:25:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -617, Y= 68, Z= 355
[2024-03-28 20:25:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 355
[2024-03-28 20:25:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -619, Y= 68, Z= 355
[2024-03-28 20:25:52] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -620, Y= 68, Z= 355
[2024-03-28 20:25:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -621, Y= 68, Z= 355
[2024-03-28 20:25:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -622, Y= 68, Z= 355
[2024-03-28 20:25:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -622, Y= 69, Z= 355
[2024-03-28 20:25:53] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -623, Y= 68, Z= 355
[2024-03-28 20:25:56] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 356
[2024-03-28 20:25:56] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 357
[2024-03-28 20:25:57] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 358
[2024-03-28 20:25:57] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 359
[2024-03-28 20:25:57] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 360
[2024-03-28 20:25:57] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 361
[2024-03-28 20:25:57] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -613, Y= 68, Z= 362
[2024-03-28 20:26:00] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 362
[2024-03-28 20:26:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 363
[2024-03-28 20:26:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -623, Y= 68, Z= 363
[2024-03-28 20:26:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -622, Y= 68, Z= 363
[2024-03-28 20:26:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -621, Y= 68, Z= 363
[2024-03-28 20:26:01] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -620, Y= 68, Z= 363
[2024-03-28 20:26:04] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -624, Y= 68, Z= 361
[2024-03-28 20:26:15] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -617, Y= 68, Z= 356
[2024-03-28 20:26:16] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 356
[2024-03-28 20:26:19] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 357
[2024-03-28 20:26:19] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 358
[2024-03-28 20:26:19] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 359
[2024-03-28 20:26:20] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 360
[2024-03-28 20:26:20] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 361
[2024-03-28 20:26:20] [world] The Player <Feathery> has placed RED_SANDSTONE at X= -618, Y= 68, Z= 362
[2024-03-28 20:28:18] [world_the_end] The Player <Milk_Frog> has placed BED_BLOCK at X= 298, Y= 17, Z= -93
[2024-03-28 20:28:38] [world_the_end] The Player <Feathery> has placed STONE at X= 298, Y= 15, Z= -99
[2024-03-28 20:28:38] [world_the_end] The Player <Feathery> has placed STONE at X= 297, Y= 15, Z= -99
[2024-03-28 20:28:39] [world_the_end] The Player <Feathery> has placed STONE at X= 300, Y= 16, Z= -100
[2024-03-28 20:28:39] [world_the_end] The Player <Feathery> has placed STONE at X= 299, Y= 16, Z= -100
[2024-03-28 20:28:40] [world_the_end] The Player <Feathery> has placed STONE at X= 299, Y= 16, Z= -100
[2024-03-28 20:28:41] [world_the_end] The Player <Feathery> has placed STONE at X= 299, Y= 15, Z= -100
[2024-03-28 20:28:42] [world_the_end] The Player <Feathery> has placed STONE at X= 297, Y= 15, Z= -95
[2024-03-28 20:28:42] [world_the_end] The Player <Feathery> has placed STONE at X= 295, Y= 16, Z= -95
[2024-03-28 20:28:44] [world_the_end] The Player <Feathery> has placed STONE at X= 295, Y= 15, Z= -94
[2024-03-28 20:28:44] [world_the_end] The Player <Feathery> has placed STONE at X= 295, Y= 16, Z= -93
[2024-03-28 20:28:45] [world_the_end] The Player <Feathery> has placed STONE at X= 296, Y= 16, Z= -93
[2024-03-28 20:28:45] [world_the_end] The Player <Feathery> has placed STONE at X= 297, Y= 16, Z= -93
