[2024-03-24 21:52:56] [world] The Player <GolemDaWanderer> has placed HOPPER at X= -10299, Y= 34, Z= 4029
[2024-03-24 23:36:17] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10239, Y= 62, Z= 4013
[2024-03-24 23:36:17] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10240, Y= 63, Z= 4012
[2024-03-24 23:36:17] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10240, Y= 64, Z= 4012
[2024-03-24 23:36:20] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10255, Y= 62, Z= 3999
[2024-03-24 23:36:20] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10255, Y= 63, Z= 3999
[2024-03-24 23:36:20] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10256, Y= 62, Z= 3998
[2024-03-24 23:36:20] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10256, Y= 63, Z= 3998
[2024-03-24 23:36:21] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10259, Y= 62, Z= 3995
[2024-03-24 23:36:21] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10260, Y= 62, Z= 3994
[2024-03-24 23:37:01] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10308, Y= 63, Z= 4053
[2024-03-24 23:37:29] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10243, Y= 65, Z= 4136
[2024-03-24 23:37:29] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10243, Y= 66, Z= 4136
[2024-03-24 23:37:33] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10242, Y= 64, Z= 4135
[2024-03-24 23:37:34] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10242, Y= 64, Z= 4136
[2024-03-24 23:37:35] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10242, Y= 65, Z= 4135
[2024-03-24 23:37:36] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10242, Y= 65, Z= 4136
[2024-03-24 23:37:40] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10241, Y= 64, Z= 4135
[2024-03-24 23:37:55] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10241, Y= 64, Z= 4136
[2024-03-24 23:38:09] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10244, Y= 67, Z= 4136
[2024-03-24 23:38:09] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10244, Y= 68, Z= 4136
[2024-03-24 23:38:10] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10244, Y= 69, Z= 4136
[2024-03-24 23:38:44] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10237, Y= 65, Z= 4134
[2024-03-24 23:38:44] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10237, Y= 65, Z= 4133
[2024-03-24 23:41:28] [world] The Player <GolemDaWanderer> has placed FENCE at X= -10160, Y= 63, Z= 4118
[2024-03-24 23:41:29] [world] The Player <GolemDaWanderer> has placed FENCE at X= -10160, Y= 63, Z= 4120
[2024-03-24 23:41:29] [world] The Player <GolemDaWanderer> has placed FENCE at X= -10160, Y= 63, Z= 4119
[2024-03-24 23:44:43] [world_the_end] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -16, Y= 59, Z= -66
[2024-03-24 23:44:44] [world_the_end] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -16, Y= 60, Z= -66
[2024-03-24 23:49:51] [world_the_end] The Player <Heinrich_Himmler> has placed CHEST at X= -12, Y= 63, Z= -64
[2024-03-24 23:51:23] [world_the_end] The Player <Heinrich_Himmler> has placed MOB_SPAWNER at X= -12, Y= 90, Z= -66
[2024-03-25 00:09:43] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -138, Y= 67, Z= -98
[2024-03-25 00:09:44] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -138, Y= 67, Z= -97
[2024-03-25 00:09:45] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -138, Y= 65, Z= -98
[2024-03-25 00:09:46] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -138, Y= 65, Z= -97
[2024-03-25 00:09:47] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -138, Y= 65, Z= -96
[2024-03-25 00:09:51] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 62, Z= -96
[2024-03-25 00:09:53] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 63, Z= -96
[2024-03-25 00:09:54] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 64, Z= -96
[2024-03-25 00:09:54] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 65, Z= -96
[2024-03-25 00:09:57] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 66, Z= -96
[2024-03-25 00:09:57] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 67, Z= -96
[2024-03-25 00:09:58] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 68, Z= -96
[2024-03-25 00:09:58] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 69, Z= -96
[2024-03-25 00:09:59] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 70, Z= -96
[2024-03-25 00:09:59] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -141, Y= 71, Z= -96
[2024-03-25 00:12:36] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -270, Y= 62, Z= -138
[2024-03-25 00:12:38] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -270, Y= 62, Z= -136
[2024-03-25 00:12:40] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -269, Y= 62, Z= -136
[2024-03-25 00:12:41] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -269, Y= 63, Z= -136
[2024-03-25 00:12:42] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -269, Y= 63, Z= -137
[2024-03-25 00:12:43] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -269, Y= 62, Z= -137
[2024-03-25 00:15:45] [world] The Player <NezukoChan> has placed FENCE at X= -10159, Y= 64, Z= 4117
[2024-03-25 00:15:59] [world] The Player <NezukoChan> has placed FENCE at X= -10159, Y= 64, Z= 4118
[2024-03-25 00:15:59] [world] The Player <NezukoChan> has placed FENCE at X= -10159, Y= 64, Z= 4119
[2024-03-25 00:16:29] [world] The Player <NezukoChan> has placed CROPS at X= -10161, Y= 63, Z= 4110
[2024-03-25 00:16:31] [world] The Player <NezukoChan> has placed CROPS at X= -10161, Y= 63, Z= 4108
[2024-03-25 00:16:31] [world] The Player <NezukoChan> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-25 00:16:32] [world] The Player <NezukoChan> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-25 00:16:33] [world] The Player <NezukoChan> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-25 00:16:33] [world] The Player <NezukoChan> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-25 00:16:34] [world] The Player <NezukoChan> has placed CROPS at X= -10159, Y= 63, Z= 4108
[2024-03-25 00:16:34] [world] The Player <NezukoChan> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-25 00:16:34] [world] The Player <NezukoChan> has placed CROPS at X= -10160, Y= 63, Z= 4110
[2024-03-25 00:16:35] [world] The Player <NezukoChan> has placed CROPS at X= -10159, Y= 63, Z= 4110
[2024-03-25 00:16:35] [world] The Player <NezukoChan> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-25 00:16:36] [world] The Player <NezukoChan> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-25 00:16:36] [world] The Player <NezukoChan> has placed CROPS at X= -10157, Y= 63, Z= 4108
[2024-03-25 00:16:36] [world] The Player <NezukoChan> has placed CROPS at X= -10158, Y= 63, Z= 4107
[2024-03-25 00:16:37] [world] The Player <NezukoChan> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-25 00:16:37] [world] The Player <NezukoChan> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-25 00:16:37] [world] The Player <NezukoChan> has placed CROPS at X= -10156, Y= 63, Z= 4109
[2024-03-25 00:16:38] [world] The Player <NezukoChan> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-25 00:16:38] [world] The Player <NezukoChan> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-25 00:16:38] [world] The Player <NezukoChan> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-25 00:16:39] [world] The Player <NezukoChan> has placed CROPS at X= -10156, Y= 63, Z= 4106
[2024-03-25 00:16:39] [world] The Player <NezukoChan> has placed CROPS at X= -10156, Y= 63, Z= 4107
[2024-03-25 00:20:32] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10176, Y= 63, Z= 4096
[2024-03-25 00:20:32] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10176, Y= 63, Z= 4095
[2024-03-25 00:20:33] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10176, Y= 63, Z= 4094
[2024-03-25 00:20:33] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10176, Y= 63, Z= 4093
[2024-03-25 00:20:34] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10176, Y= 63, Z= 4092
[2024-03-25 00:20:36] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10175, Y= 63, Z= 4092
[2024-03-25 00:20:36] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10174, Y= 63, Z= 4092
[2024-03-25 00:20:36] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10174, Y= 64, Z= 4092
[2024-03-25 00:20:36] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10173, Y= 63, Z= 4092
[2024-03-25 00:20:50] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10172, Y= 63, Z= 4091
[2024-03-25 00:20:51] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10171, Y= 63, Z= 4092
[2024-03-25 00:20:51] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10170, Y= 63, Z= 4092
[2024-03-25 00:20:51] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10169, Y= 63, Z= 4092
[2024-03-25 00:20:52] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10168, Y= 63, Z= 4092
[2024-03-25 00:20:52] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10168, Y= 63, Z= 4093
[2024-03-25 00:20:52] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10168, Y= 63, Z= 4094
[2024-03-25 00:20:53] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10168, Y= 63, Z= 4095
[2024-03-25 00:20:53] [world] The Player <NezukoChan> has placed SUGAR_CANE_BLOCK at X= -10168, Y= 63, Z= 4096
[2024-03-25 00:21:20] [world] The Player <NezukoChan> has placed DIRT at X= -10175, Y= 67, Z= 4120
[2024-03-25 00:22:01] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -320, Y= 56, Z= -108
[2024-03-25 00:22:02] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -321, Y= 56, Z= -108
[2024-03-25 00:23:43] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -277, Y= 65, Z= -112
[2024-03-25 00:23:46] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -278, Y= 64, Z= -112
[2024-03-25 00:23:48] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -276, Y= 66, Z= -112
[2024-03-25 00:23:49] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -276, Y= 67, Z= -112
[2024-03-25 00:23:50] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -277, Y= 66, Z= -112
[2024-03-25 00:28:26] [world] The Player <Brycethelegend> has placed ANVIL at X= -1354, Y= 62, Z= -265
[2024-03-25 00:29:00] [world] The Player <NezukoChan> has placed LOG at X= -572, Y= 58, Z= 279
[2024-03-25 00:30:21] [world] The Player <Brycethelegend> has placed FURNACE at X= -1354, Y= 64, Z= -264
[2024-03-25 00:32:51] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 10, Z= -269
[2024-03-25 00:32:51] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 11, Z= -269
[2024-03-25 00:32:52] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 12, Z= -269
[2024-03-25 00:32:52] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 13, Z= -269
[2024-03-25 00:32:53] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 14, Z= -269
[2024-03-25 00:32:53] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 15, Z= -269
[2024-03-25 00:32:54] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 16, Z= -269
[2024-03-25 00:32:54] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 17, Z= -269
[2024-03-25 00:32:55] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 18, Z= -269
[2024-03-25 00:32:55] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 19, Z= -269
[2024-03-25 00:32:56] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 20, Z= -269
[2024-03-25 00:32:56] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 21, Z= -269
[2024-03-25 00:32:57] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 22, Z= -269
[2024-03-25 00:32:57] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 23, Z= -269
[2024-03-25 00:32:58] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 24, Z= -269
[2024-03-25 00:32:58] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 25, Z= -269
[2024-03-25 00:32:59] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 26, Z= -269
[2024-03-25 00:32:59] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 27, Z= -269
[2024-03-25 00:33:00] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 28, Z= -269
[2024-03-25 00:33:00] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 29, Z= -269
[2024-03-25 00:33:01] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 30, Z= -269
[2024-03-25 00:33:01] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 31, Z= -269
[2024-03-25 00:33:02] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 32, Z= -269
[2024-03-25 00:33:02] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 33, Z= -269
[2024-03-25 00:33:05] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 34, Z= -269
[2024-03-25 00:33:05] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 35, Z= -269
[2024-03-25 00:33:06] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 36, Z= -269
[2024-03-25 00:33:06] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 37, Z= -269
[2024-03-25 00:33:07] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 38, Z= -269
[2024-03-25 00:33:08] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 39, Z= -269
[2024-03-25 00:33:08] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 40, Z= -269
[2024-03-25 00:33:09] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 41, Z= -269
[2024-03-25 00:33:09] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 42, Z= -269
[2024-03-25 00:33:09] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 43, Z= -269
[2024-03-25 00:33:10] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 44, Z= -269
[2024-03-25 00:33:11] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 45, Z= -269
[2024-03-25 00:33:11] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 46, Z= -269
[2024-03-25 00:33:11] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 47, Z= -269
[2024-03-25 00:33:12] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 48, Z= -269
[2024-03-25 00:33:13] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 49, Z= -269
[2024-03-25 00:33:13] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 50, Z= -269
[2024-03-25 00:33:13] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 51, Z= -269
[2024-03-25 00:33:14] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 52, Z= -269
[2024-03-25 00:33:15] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 53, Z= -269
[2024-03-25 00:33:15] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 54, Z= -269
[2024-03-25 00:33:15] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 55, Z= -269
[2024-03-25 00:33:16] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 56, Z= -269
[2024-03-25 00:33:16] [world] The Player <Brycethelegend> has placed COBBLESTONE at X= -1353, Y= 57, Z= -269
[2024-03-25 00:35:23] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -287, Y= 56, Z= -66
[2024-03-25 00:35:25] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -287, Y= 57, Z= -66
[2024-03-25 00:35:25] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -287, Y= 58, Z= -66
[2024-03-25 00:35:26] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -287, Y= 59, Z= -66
[2024-03-25 00:35:49] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 59, Z= -67
[2024-03-25 00:35:49] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 60, Z= -67
[2024-03-25 00:35:49] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 61, Z= -67
[2024-03-25 00:35:50] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 62, Z= -67
[2024-03-25 00:35:50] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 63, Z= -67
[2024-03-25 00:35:51] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 64, Z= -67
[2024-03-25 00:35:51] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -286, Y= 65, Z= -67
[2024-03-25 00:35:54] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -285, Y= 65, Z= -64
[2024-03-25 00:35:55] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -285, Y= 65, Z= -65
[2024-03-25 00:35:56] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -285, Y= 65, Z= -66
[2024-03-25 00:36:14] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -284, Y= 71, Z= -57
[2024-03-25 00:36:15] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -284, Y= 72, Z= -57
[2024-03-25 00:36:42] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -284, Y= 72, Z= -54
[2024-03-25 00:36:56] [world_nether] The Player <Brycethelegend> has placed COBBLESTONE at X= -283, Y= 72, Z= -51
[2024-03-25 00:38:09] [world_nether] The Player <Brycethelegend> has placed NETHER_WARTS at X= -262, Y= 64, Z= -66
[2024-03-25 00:38:10] [world_nether] The Player <Brycethelegend> has placed NETHER_WARTS at X= -263, Y= 64, Z= -66
[2024-03-25 00:38:37] [world_nether] The Player <Brycethelegend> has placed WOOL at X= -264, Y= 74, Z= -67
[2024-03-25 00:46:53] [world] The Player <NezukoChan> has placed ENDER_CHEST at X= -10169, Y= 61, Z= 4109
[2024-03-25 00:47:42] [world] The Player <Brycethelegend> has placed BREWING_STAND at X= -1354, Y= 64, Z= -265
[2024-03-25 00:49:28] [world_the_end] The Player <NezukoChan> has placed POWERED_RAIL at X= -8, Y= 46, Z= -35
[2024-03-25 00:51:14] [world] The Player <Brycethelegend> has placed GLASS at X= -1354, Y= 61, Z= -266
[2024-03-25 00:51:30] [world] The Player <Brycethelegend> has placed GLASS at X= -1354, Y= 59, Z= -268
[2024-03-25 00:51:32] [world_the_end] The Player <NezukoChan> has placed ENDER_CHEST at X= 2, Y= 58, Z= 34
[2024-03-25 00:55:58] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 63, Z= -263
[2024-03-25 00:56:00] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 64, Z= -263
[2024-03-25 00:56:16] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 63, Z= -259
[2024-03-25 00:56:17] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 64, Z= -259
[2024-03-25 00:56:18] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 63, Z= -260
[2024-03-25 00:56:19] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 64, Z= -260
[2024-03-25 00:56:20] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 63, Z= -261
[2024-03-25 00:56:21] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 64, Z= -261
[2024-03-25 00:56:22] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 63, Z= -262
[2024-03-25 00:56:23] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 64, Z= -262
[2024-03-25 00:56:23] [world] The Player <Brycethelegend> has placed GLOWSTONE at X= -1356, Y= 63, Z= -263
[2024-03-25 01:04:30] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 28, Z= 14
[2024-03-25 01:04:30] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 29, Z= 14
[2024-03-25 01:04:31] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 30, Z= 14
[2024-03-25 01:04:31] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 31, Z= 14
[2024-03-25 01:04:32] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 32, Z= 14
[2024-03-25 01:04:41] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 33, Z= 14
[2024-03-25 01:04:41] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 34, Z= 14
[2024-03-25 01:04:42] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 35, Z= 14
[2024-03-25 01:04:42] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 36, Z= 14
[2024-03-25 01:04:43] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 37, Z= 14
[2024-03-25 01:04:51] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 38, Z= 14
[2024-03-25 01:04:51] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 39, Z= 14
[2024-03-25 01:04:52] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 40, Z= 14
[2024-03-25 01:04:52] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 41, Z= 14
[2024-03-25 01:04:53] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 42, Z= 14
[2024-03-25 01:05:00] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 43, Z= 14
[2024-03-25 01:05:01] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 44, Z= 14
[2024-03-25 01:05:01] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 45, Z= 14
[2024-03-25 01:05:02] [world_the_end] The Player <Brycethelegend> has placed ENDER_STONE at X= 54, Y= 46, Z= 14
[2024-03-25 01:08:15] [world] The Player <Brycethelegend> has placed WOOL at X= -1394, Y= 65, Z= -263
[2024-03-25 01:41:21] [world_the_end] The Player <Heinrich_Himmler> has placed OBSIDIAN at X= -25, Y= 59, Z= -8
[2024-03-25 01:42:05] [world] The Player <Heinrich_Himmler> has placed SAND at X= -583, Y= 66, Z= 295
[2024-03-25 01:42:16] [world] The Player <Heinrich_Himmler> has placed POWERED_RAIL at X= -578, Y= 67, Z= 290
[2024-03-25 01:43:47] [world] The Player <Heinrich_Himmler> has placed SAND at X= -565, Y= 64, Z= 292
[2024-03-25 01:43:47] [world] The Player <Heinrich_Himmler> has placed SAND at X= -565, Y= 65, Z= 292
[2024-03-25 01:44:01] [world] The Player <Heinrich_Himmler> has placed WOOL at X= -564, Y= 67, Z= 291
[2024-03-25 01:44:01] [world] The Player <Heinrich_Himmler> has placed WOOL at X= -564, Y= 67, Z= 290
[2024-03-25 01:44:10] [world] The Player <Heinrich_Himmler> has placed WOOL at X= -563, Y= 67, Z= 291
[2024-03-25 01:44:11] [world] The Player <Heinrich_Himmler> has placed WOOL at X= -563, Y= 67, Z= 290
[2024-03-25 01:45:02] [world] The Player <Heinrich_Himmler> has placed STONE at X= -563, Y= 60, Z= 290
[2024-03-25 01:47:11] [world] The Player <Heinrich_Himmler> has placed STONE at X= -564, Y= 3, Z= 290
[2024-03-25 01:47:12] [world] The Player <Heinrich_Himmler> has placed STONE at X= -565, Y= 3, Z= 290
[2024-03-25 01:47:12] [world] The Player <Heinrich_Himmler> has placed STONE at X= -565, Y= 3, Z= 291
[2024-03-25 01:47:13] [world] The Player <Heinrich_Himmler> has placed STONE at X= -564, Y= 3, Z= 291
[2024-03-25 01:47:15] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -565, Y= 4, Z= 291
[2024-03-25 01:47:15] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -565, Y= 4, Z= 290
[2024-03-25 01:47:16] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -564, Y= 4, Z= 290
[2024-03-25 01:47:18] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -564, Y= 4, Z= 291
[2024-03-25 01:47:42] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -564, Y= 4, Z= 290
[2024-03-25 01:48:36] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -563, Y= 5, Z= 291
[2024-03-25 01:48:36] [world] The Player <Heinrich_Himmler> has placed COBBLESTONE at X= -563, Y= 5, Z= 290
