[2024-03-19 11:18:46] [world_the_end] The Player <Rip_Dogwater> has placed STONE at X= 98, Y= 49, Z= -1
[2024-03-20 12:53:27] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 74, Z= -494
[2024-03-20 12:53:27] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 73, Z= -494
[2024-03-20 12:53:28] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 72, Z= -494
[2024-03-20 12:53:29] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 72, Z= -493
[2024-03-20 12:53:29] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 72, Z= -492
[2024-03-20 12:53:50] [world] The Player <digbick> has placed DIRT at X= -686, Y= 74, Z= 314
[2024-03-20 12:53:51] [world] The Player <digbick> has placed DIRT at X= -686, Y= 75, Z= 314
[2024-03-20 12:53:52] [world] The Player <digbick> has placed DIRT at X= -686, Y= 74, Z= 313
[2024-03-20 12:53:53] [world] The Player <Tester> has placed LAPIS_ORE at X= -10173, Y= 64, Z= 4109
[2024-03-20 12:53:53] [world] The Player <Tester> has placed LAPIS_ORE at X= -10172, Y= 64, Z= 4109
[2024-03-20 12:53:54] [world] The Player <Tester> has placed LAPIS_ORE at X= -10171, Y= 64, Z= 4109
[2024-03-20 12:53:54] [world] The Player <Tester> has placed LAPIS_ORE at X= -10170, Y= 64, Z= 4109
[2024-03-20 12:53:54] [world] The Player <Tester> has placed LAPIS_ORE at X= -10169, Y= 64, Z= 4109
[2024-03-20 12:53:55] [world] The Player <Tester> has placed LAPIS_ORE at X= -10168, Y= 64, Z= 4109
[2024-03-20 12:53:55] [world] The Player <Tester> has placed LAPIS_ORE at X= -10167, Y= 64, Z= 4109
[2024-03-20 12:53:55] [world] The Player <Tester> has placed LAPIS_ORE at X= -10166, Y= 64, Z= 4109
[2024-03-20 12:53:55] [world] The Player <Tester> has placed LAPIS_ORE at X= -10168, Y= 64, Z= 4108
[2024-03-20 12:53:56] [world] The Player <Tester> has placed LAPIS_ORE at X= -10165, Y= 64, Z= 4109
[2024-03-20 12:53:56] [world] The Player <Tester> has placed LAPIS_ORE at X= -10165, Y= 64, Z= 4108
[2024-03-20 12:53:56] [world] The Player <Tester> has placed LAPIS_ORE at X= -10165, Y= 64, Z= 4107
[2024-03-20 12:53:57] [world] The Player <Tester> has placed LAPIS_ORE at X= -10166, Y= 64, Z= 4108
[2024-03-20 12:53:57] [world] The Player <Tester> has placed LAPIS_ORE at X= -10166, Y= 64, Z= 4107
[2024-03-20 12:53:58] [world] The Player <Tester> has placed LAPIS_ORE at X= -10167, Y= 64, Z= 4108
[2024-03-20 12:53:58] [world] The Player <Tester> has placed LAPIS_ORE at X= -10167, Y= 64, Z= 4107
[2024-03-20 12:56:34] [world] The Player <Tester> has placed NETHER_WARTS at X= -10190, Y= 63, Z= 4108
[2024-03-20 12:56:34] [world] The Player <Tester> has placed NETHER_WARTS at X= -10189, Y= 63, Z= 4108
[2024-03-20 12:56:34] [world] The Player <Tester> has placed NETHER_WARTS at X= -10190, Y= 63, Z= 4107
[2024-03-20 12:56:34] [world] The Player <Tester> has placed NETHER_WARTS at X= -10190, Y= 63, Z= 4106
[2024-03-20 12:56:35] [world] The Player <Tester> has placed NETHER_WARTS at X= -10190, Y= 63, Z= 4105
[2024-03-20 12:56:35] [world] The Player <Tester> has placed NETHER_WARTS at X= -10189, Y= 63, Z= 4104
[2024-03-20 12:56:36] [world] The Player <Tester> has placed NETHER_WARTS at X= -10188, Y= 63, Z= 4104
[2024-03-20 12:56:43] [world] The Player <Tester> has placed NETHER_WARTS at X= -10188, Y= 63, Z= 4107
[2024-03-20 12:56:43] [world] The Player <Tester> has placed NETHER_WARTS at X= -10188, Y= 63, Z= 4105
[2024-03-20 12:56:44] [world] The Player <Tester> has placed NETHER_WARTS at X= -10188, Y= 63, Z= 4106
[2024-03-20 12:56:44] [world] The Player <Tester> has placed NETHER_WARTS at X= -10189, Y= 63, Z= 4106
[2024-03-20 12:56:44] [world] The Player <Tester> has placed NETHER_WARTS at X= -10189, Y= 63, Z= 4107
[2024-03-20 12:56:45] [world] The Player <Tester> has placed NETHER_WARTS at X= -10189, Y= 63, Z= 4105
[2024-03-20 12:56:47] [world] The Player <Tester> has placed NETHER_WARTS at X= -10184, Y= 63, Z= 4114
[2024-03-20 12:56:47] [world] The Player <Tester> has placed NETHER_WARTS at X= -10184, Y= 63, Z= 4116
[2024-03-20 12:56:48] [world] The Player <Tester> has placed NETHER_WARTS at X= -10185, Y= 63, Z= 4116
[2024-03-20 12:56:48] [world] The Player <Tester> has placed NETHER_WARTS at X= -10185, Y= 63, Z= 4115
[2024-03-20 12:56:49] [world] The Player <Tester> has placed NETHER_WARTS at X= -10184, Y= 63, Z= 4115
[2024-03-20 12:56:49] [world] The Player <Tester> has placed NETHER_WARTS at X= -10185, Y= 63, Z= 4114
[2024-03-20 13:36:52] [world] The Player <Tester> has placed COBBLESTONE at X= -10188, Y= 64, Z= 4100
[2024-03-20 13:39:25] [world] The Player <Tester> has placed COBBLESTONE at X= -10188, Y= 63, Z= 4100
[2024-03-20 13:39:26] [world] The Player <Tester> has placed COBBLESTONE at X= -10188, Y= 64, Z= 4100
[2024-03-20 13:44:03] [world] The Player <Tester> has placed COBBLESTONE at X= -10419, Y= 67, Z= 3673
[2024-03-20 13:44:09] [world] The Player <Tester> has placed COBBLESTONE at X= -10418, Y= 70, Z= 3667
[2024-03-20 13:44:14] [world] The Player <Tester> has placed COBBLESTONE at X= -10418, Y= 70, Z= 3666
[2024-03-20 13:44:28] [world] The Player <Tester> has placed TORCH at X= -10420, Y= 72, Z= 3654
[2024-03-20 13:44:29] [world] The Player <Tester> has placed TORCH at X= -10426, Y= 70, Z= 3651
[2024-03-20 13:44:57] [world] The Player <Tester> has placed TORCH at X= -10426, Y= 59, Z= 3654
[2024-03-20 13:45:08] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10426, Y= 41, Z= 3653
[2024-03-20 13:45:25] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10426, Y= 33, Z= 3653
[2024-03-20 13:45:39] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10425, Y= 23, Z= 3654
[2024-03-20 13:45:43] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10417, Y= 23, Z= 3652
[2024-03-20 13:45:43] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10418, Y= 23, Z= 3652
[2024-03-20 13:45:49] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10410, Y= 25, Z= 3656
[2024-03-20 13:45:50] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10411, Y= 25, Z= 3656
[2024-03-20 13:45:57] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10405, Y= 27, Z= 3653
[2024-03-20 13:45:58] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10406, Y= 27, Z= 3653
[2024-03-20 13:46:02] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10401, Y= 29, Z= 3646
[2024-03-20 13:46:07] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10396, Y= 28, Z= 3640
[2024-03-20 13:47:53] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10389, Y= 29, Z= 3637
[2024-03-20 13:47:57] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10380, Y= 28, Z= 3633
[2024-03-20 13:48:00] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10371, Y= 28, Z= 3635
[2024-03-20 13:48:04] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10366, Y= 29, Z= 3641
[2024-03-20 13:48:10] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10357, Y= 21, Z= 3644
[2024-03-20 13:48:23] [world] The Player <digbick> has placed TRAP_DOOR at X= -690, Y= 73, Z= 315
[2024-03-20 13:48:40] [world] The Player <digbick> has placed TRAP_DOOR at X= -690, Y= 73, Z= 314
[2024-03-20 13:49:10] [world] The Player <digbick> has placed WOOD at X= -690, Y= 72, Z= 314
[2024-03-20 13:49:13] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10326, Y= 14, Z= 3661
[2024-03-20 13:49:13] [world] The Player <digbick> has placed TRAP_DOOR at X= -689, Y= 72, Z= 314
[2024-03-20 13:49:36] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10319, Y= 14, Z= 3657
[2024-03-20 13:49:48] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10322, Y= 14, Z= 3654
[2024-03-20 13:50:07] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 76, Z= -492
[2024-03-20 13:50:08] [world] The Player <sharky> has placed OBSIDIAN at X= -489, Y= 76, Z= -493
[2024-03-20 13:50:11] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10314, Y= 13, Z= 3662
[2024-03-20 13:50:20] [world] The Player <qwerty> has placed SANDSTONE at X= -488, Y= 73, Z= -493
[2024-03-20 13:50:41] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10303, Y= 14, Z= 3668
[2024-03-20 13:50:43] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10298, Y= 17, Z= 3669
[2024-03-20 13:50:51] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10299, Y= 17, Z= 3662
[2024-03-20 13:50:51] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 72, Z= -497
[2024-03-20 13:50:52] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 73, Z= -497
[2024-03-20 13:50:53] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 74, Z= -497
[2024-03-20 13:50:53] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 75, Z= -497
[2024-03-20 13:50:54] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 76, Z= -497
[2024-03-20 13:50:54] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 77, Z= -497
[2024-03-20 13:50:55] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 78, Z= -497
[2024-03-20 13:50:55] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10304, Y= 16, Z= 3658
[2024-03-20 13:50:55] [world] The Player <MrBlob2U> has placed STONE at X= -493, Y= 79, Z= -497
[2024-03-20 13:50:58] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10300, Y= 19, Z= 3656
[2024-03-20 13:51:01] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10295, Y= 15, Z= 3655
[2024-03-20 13:51:10] [world] The Player <MrBlob2U> has placed SANDSTONE at X= -492, Y= 72, Z= -497
[2024-03-20 13:51:21] [world] The Player <Tester> has placed COBBLESTONE at X= -10304, Y= 10, Z= 3654
[2024-03-20 13:51:46] [world] The Player <MrBlob2U> has placed OBSIDIAN at X= -493, Y= 77, Z= -503
[2024-03-20 13:51:47] [world] The Player <MrBlob2U> has placed OBSIDIAN at X= -493, Y= 78, Z= -503
[2024-03-20 13:52:05] [world] The Player <digbick> has placed LOG at X= -687, Y= 68, Z= 314
[2024-03-20 13:52:09] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 314
[2024-03-20 13:52:18] [world] The Player <digbick> has placed TORCH at X= -688, Y= 69, Z= 314
[2024-03-20 13:52:26] [world] The Player <digbick> has placed LOG at X= -687, Y= 68, Z= 311
[2024-03-20 13:52:27] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 311
[2024-03-20 13:52:30] [world] The Player <digbick> has placed TORCH at X= -688, Y= 69, Z= 311
[2024-03-20 13:52:35] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10314, Y= 15, Z= 3657
[2024-03-20 13:52:37] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10312, Y= 15, Z= 3651
[2024-03-20 13:52:39] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 312
[2024-03-20 13:52:40] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 313
[2024-03-20 13:52:52] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 312
[2024-03-20 13:52:53] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 313
[2024-03-20 13:52:56] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10308, Y= 17, Z= 3645
[2024-03-20 13:52:59] [world] The Player <digbick> has placed LOG at X= -687, Y= 69, Z= 313
[2024-03-20 13:53:05] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10309, Y= 15, Z= 3637
[2024-03-20 13:53:10] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10311, Y= 16, Z= 3653
[2024-03-20 13:53:16] [world] The Player <digbick> has placed WOOD at X= -688, Y= 67, Z= 314
[2024-03-20 13:53:17] [world] The Player <digbick> has placed WOOD at X= -689, Y= 67, Z= 314
[2024-03-20 13:53:22] [world] The Player <Tester> has placed REDSTONE_ORE at X= -10295, Y= 15, Z= 3637
[2024-03-20 13:53:23] [world] The Player <digbick> has placed WOOD at X= -688, Y= 67, Z= 311
[2024-03-20 13:53:24] [world] The Player <digbick> has placed WOOD at X= -689, Y= 67, Z= 311
[2024-03-20 13:54:12] [world] The Player <MrBlob2U> has placed OBSIDIAN at X= -493, Y= 77, Z= -503
[2024-03-20 13:54:41] [world] The Player <qwerty> has placed SAND at X= -497, Y= 76, Z= -499
[2024-03-20 13:54:44] [world] The Player <qwerty> has placed SAND at X= -498, Y= 76, Z= -499
[2024-03-20 13:54:50] [world] The Player <Tester> has placed COBBLESTONE at X= -10304, Y= 18, Z= 3625
[2024-03-20 13:54:56] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -452
[2024-03-20 13:54:56] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -451
[2024-03-20 13:54:57] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -450
[2024-03-20 13:54:57] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -449
[2024-03-20 13:54:58] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 73, Z= -448
[2024-03-20 13:55:00] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -448
[2024-03-20 13:55:01] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -447
[2024-03-20 13:55:02] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -446
[2024-03-20 13:55:02] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -445
[2024-03-20 13:55:03] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -444
[2024-03-20 13:55:04] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -443
[2024-03-20 13:55:04] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 73, Z= -443
[2024-03-20 13:55:05] [world] The Player <sharky> has placed SANDSTONE at X= -435, Y= 73, Z= -443
[2024-03-20 13:55:05] [world] The Player <sharky> has placed SANDSTONE at X= -436, Y= 73, Z= -443
[2024-03-20 13:55:06] [world] The Player <sharky> has placed SANDSTONE at X= -437, Y= 73, Z= -443
[2024-03-20 13:55:06] [world] The Player <sharky> has placed SANDSTONE at X= -438, Y= 73, Z= -443
[2024-03-20 13:55:07] [world] The Player <sharky> has placed SANDSTONE at X= -439, Y= 73, Z= -443
[2024-03-20 13:55:08] [world] The Player <sharky> has placed SANDSTONE at X= -440, Y= 73, Z= -443
[2024-03-20 13:55:08] [world] The Player <sharky> has placed SANDSTONE at X= -441, Y= 73, Z= -443
[2024-03-20 13:55:09] [world] The Player <sharky> has placed SANDSTONE at X= -442, Y= 73, Z= -443
[2024-03-20 13:55:10] [world] The Player <sharky> has placed SANDSTONE at X= -443, Y= 73, Z= -443
[2024-03-20 13:55:10] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 73, Z= -443
[2024-03-20 13:55:27] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -453
[2024-03-20 13:55:28] [world] The Player <sharky> has placed SANDSTONE at X= -433, Y= 73, Z= -454
[2024-03-20 13:55:29] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 73, Z= -454
[2024-03-20 13:55:30] [world] The Player <sharky> has placed SANDSTONE at X= -435, Y= 73, Z= -454
[2024-03-20 13:55:31] [world] The Player <sharky> has placed SANDSTONE at X= -436, Y= 73, Z= -454
[2024-03-20 13:55:31] [world] The Player <sharky> has placed SANDSTONE at X= -437, Y= 73, Z= -454
[2024-03-20 13:55:32] [world] The Player <sharky> has placed SANDSTONE at X= -438, Y= 73, Z= -454
[2024-03-20 13:55:32] [world] The Player <sharky> has placed SANDSTONE at X= -439, Y= 73, Z= -454
[2024-03-20 13:55:33] [world] The Player <sharky> has placed SANDSTONE at X= -440, Y= 73, Z= -454
[2024-03-20 13:55:33] [world] The Player <sharky> has placed SANDSTONE at X= -441, Y= 73, Z= -454
[2024-03-20 13:55:34] [world] The Player <sharky> has placed SANDSTONE at X= -442, Y= 73, Z= -454
[2024-03-20 13:55:35] [world] The Player <sharky> has placed SANDSTONE at X= -443, Y= 73, Z= -454
[2024-03-20 13:55:37] [world] The Player <Mudkips_Rule> has placed CHEST at X= -1357, Y= 63, Z= -268
[2024-03-20 13:55:37] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 73, Z= -454
[2024-03-20 13:55:38] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -454
[2024-03-20 13:55:38] [world] The Player <Mudkips_Rule> has placed CHEST at X= -1359, Y= 62, Z= -266
[2024-03-20 13:55:40] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -453
[2024-03-20 13:55:40] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -452
[2024-03-20 13:55:41] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -451
[2024-03-20 13:55:41] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -450
[2024-03-20 13:55:42] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -449
[2024-03-20 13:55:42] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -448
[2024-03-20 13:55:43] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -447
[2024-03-20 13:55:43] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -446
[2024-03-20 13:55:44] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -445
[2024-03-20 13:55:45] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -444
[2024-03-20 13:55:45] [world] The Player <sharky> has placed SANDSTONE at X= -445, Y= 73, Z= -443
[2024-03-20 13:55:51] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 73, Z= -449
[2024-03-20 13:55:52] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -448
[2024-03-20 13:55:59] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -449
[2024-03-20 13:55:59] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -450
[2024-03-20 13:56:00] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -451
[2024-03-20 13:56:01] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -452
[2024-03-20 13:56:01] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -453
[2024-03-20 13:56:02] [world] The Player <sharky> has placed SANDSTONE at X= -435, Y= 74, Z= -453
[2024-03-20 13:56:03] [world] The Player <sharky> has placed SANDSTONE at X= -436, Y= 74, Z= -453
[2024-03-20 13:56:03] [world] The Player <sharky> has placed SANDSTONE at X= -437, Y= 74, Z= -453
[2024-03-20 13:56:04] [world] The Player <sharky> has placed SANDSTONE at X= -438, Y= 74, Z= -453
[2024-03-20 13:56:07] [world] The Player <sharky> has placed SANDSTONE at X= -439, Y= 74, Z= -453
[2024-03-20 13:56:08] [world] The Player <sharky> has placed SANDSTONE at X= -440, Y= 74, Z= -453
[2024-03-20 13:56:08] [world] The Player <sharky> has placed SANDSTONE at X= -441, Y= 74, Z= -453
[2024-03-20 13:56:09] [world] The Player <sharky> has placed SANDSTONE at X= -442, Y= 74, Z= -453
[2024-03-20 13:56:09] [world] The Player <sharky> has placed SANDSTONE at X= -443, Y= 74, Z= -453
[2024-03-20 13:56:11] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -453
[2024-03-20 13:56:12] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -452
[2024-03-20 13:56:12] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -451
[2024-03-20 13:56:12] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -450
[2024-03-20 13:56:13] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -449
[2024-03-20 13:56:14] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -448
[2024-03-20 13:56:14] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -447
[2024-03-20 13:56:15] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -446
[2024-03-20 13:56:15] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -445
[2024-03-20 13:56:16] [world] The Player <NezukoChan> has placed TRAP_DOOR at X= -10188, Y= 64, Z= 4099
[2024-03-20 13:56:17] [world] The Player <sharky> has placed SANDSTONE at X= -444, Y= 74, Z= -444
[2024-03-20 13:56:18] [world] The Player <sharky> has placed SANDSTONE at X= -443, Y= 74, Z= -444
[2024-03-20 13:56:18] [world] The Player <sharky> has placed SANDSTONE at X= -442, Y= 74, Z= -444
[2024-03-20 13:56:19] [world] The Player <sharky> has placed SANDSTONE at X= -441, Y= 74, Z= -444
[2024-03-20 13:56:19] [world] The Player <sharky> has placed SANDSTONE at X= -440, Y= 74, Z= -444
[2024-03-20 13:56:19] [world] The Player <sharky> has placed SANDSTONE at X= -439, Y= 74, Z= -444
[2024-03-20 13:56:20] [world] The Player <sharky> has placed SANDSTONE at X= -438, Y= 74, Z= -444
[2024-03-20 13:56:20] [world] The Player <sharky> has placed SANDSTONE at X= -437, Y= 74, Z= -444
[2024-03-20 13:56:20] [world] The Player <sharky> has placed SANDSTONE at X= -436, Y= 74, Z= -444
[2024-03-20 13:56:25] [world] The Player <sharky> has placed SANDSTONE at X= -435, Y= 74, Z= -444
[2024-03-20 13:56:27] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -444
[2024-03-20 13:56:27] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -445
[2024-03-20 13:56:28] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -446
[2024-03-20 13:56:30] [world] The Player <sharky> has placed SANDSTONE at X= -434, Y= 74, Z= -447
[2024-03-20 13:56:49] [world] The Player <Tester> has placed COBBLESTONE at X= -10306, Y= 20, Z= 3618
[2024-03-20 13:56:49] [world] The Player <Tester> has placed COBBLESTONE at X= -10303, Y= 20, Z= 3617
[2024-03-20 13:56:53] [world] The Player <Tester> has placed REDSTONE_WIRE at X= -10303, Y= 20, Z= 3616
[2024-03-20 13:57:01] [world] The Player <digbick> has placed SAPLING at X= -687, Y= 73, Z= 286
[2024-03-20 13:57:04] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -633, Y= 62, Z= 95
[2024-03-20 13:57:05] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -633, Y= 63, Z= 95
[2024-03-20 13:58:07] [world_nether] The Player <Pog4lifepeople> has placed DIRT at X= -101, Y= 31, Z= 445
[2024-03-20 13:58:15] [world] The Player <Tester> has placed TORCH at X= -10300, Y= 21, Z= 3617
[2024-03-20 13:58:18] [world] The Player <Tester> has placed TORCH at X= -10309, Y= 20, Z= 3617
[2024-03-20 13:58:19] [world] The Player <Tester> has placed TORCH at X= -10311, Y= 20, Z= 3623
[2024-03-20 13:58:22] [world] The Player <Tester> has placed TORCH at X= -10309, Y= 20, Z= 3618
[2024-03-20 13:58:29] [world_nether] The Player <Pog4lifepeople> has placed DIRT at X= -108, Y= 31, Z= 440
[2024-03-20 13:58:46] [world_nether] The Player <Sword4001> has placed SOUL_SAND at X= -88, Y= 77, Z= 2
[2024-03-20 13:58:46] [world_the_end] The Player <somebody139> has placed WOOD at X= 94, Y= 52, Z= 1
[2024-03-20 13:58:46] [world_nether] The Player <Sword4001> has placed SOUL_SAND at X= -88, Y= 78, Z= 2
[2024-03-20 13:58:47] [world_the_end] The Player <somebody139> has placed WOOD at X= 95, Y= 52, Z= 1
[2024-03-20 13:58:51] [world] The Player <MrBlob2U> has placed COBBLESTONE at X= -812, Y= 10, Z= 166
[2024-03-20 13:58:51] [world] The Player <MrBlob2U> has placed COBBLESTONE at X= -812, Y= 10, Z= 165
[2024-03-20 13:58:52] [world] The Player <NezukoChan> has placed EMERALD_ORE at X= -10311, Y= 20, Z= 3618
[2024-03-20 13:58:54] [world] The Player <NezukoChan> has placed EMERALD_ORE at X= -10311, Y= 21, Z= 3618
[2024-03-20 13:58:55] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 20, Z= 3620
[2024-03-20 13:58:55] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 20, Z= 3619
[2024-03-20 13:58:56] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 21, Z= 3620
[2024-03-20 13:58:57] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 21, Z= 3619
[2024-03-20 13:58:59] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10312, Y= 20, Z= 3622
[2024-03-20 13:58:59] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10312, Y= 21, Z= 3622
[2024-03-20 13:59:00] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10312, Y= 20, Z= 3621
[2024-03-20 13:59:01] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10312, Y= 21, Z= 3621
[2024-03-20 13:59:01] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 21, Z= 3621
[2024-03-20 13:59:02] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 20, Z= 3621
[2024-03-20 13:59:05] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 20, Z= 3622
[2024-03-20 13:59:07] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10311, Y= 21, Z= 3622
[2024-03-20 13:59:08] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10310, Y= 20, Z= 3622
[2024-03-20 13:59:09] [world] The Player <NezukoChan> has placed GOLD_ORE at X= -10310, Y= 21, Z= 3622
[2024-03-20 13:59:21] [world] The Player <digbick> has placed SAPLING at X= -695, Y= 73, Z= 289
[2024-03-20 13:59:43] [world] The Player <Tester> has placed COBBLESTONE at X= -10309, Y= 20, Z= 3617
[2024-03-20 13:59:43] [world] The Player <NezukoChan> has placed EMERALD_ORE at X= -10311, Y= 20, Z= 3618
[2024-03-20 13:59:44] [world] The Player <NezukoChan> has placed EMERALD_ORE at X= -10311, Y= 21, Z= 3618
[2024-03-20 13:59:46] [world] The Player <Tester> has placed TORCH at X= -10310, Y= 24, Z= 3613
[2024-03-20 13:59:55] [world] The Player <sharky> has placed SANDSTONE at X= -499, Y= 70, Z= -464
[2024-03-20 13:59:56] [world] The Player <sharky> has placed SANDSTONE at X= -499, Y= 71, Z= -464
[2024-03-20 14:00:02] [world] The Player <Tester> has placed TORCH at X= -10308, Y= 22, Z= 3624
[2024-03-20 14:00:04] [world] The Player <Tester> has placed TORCH at X= -10301, Y= 19, Z= 3624
