[2024-03-21 19:48:20] [world] The Player <character> has crafted 4 of WOOD at X= -371, Y= 88, Z= -61
[2024-03-22 15:48:12] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1539, Y= 66, Z= -127
[2024-03-22 15:48:21] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1538, Y= 68, Z= -129
[2024-03-22 15:52:27] [world] The Player <digbick> has crafted 1 of IRON BLOCK at X= -690, Y= 71, Z= 312
[2024-03-22 15:52:31] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:31] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:31] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:31] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:32] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:32] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:32] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:32] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:32] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:32] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:33] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:33] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:33] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:33] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1553, Y= 80, Z= -111
[2024-03-22 15:52:39] [world] The Player <digbick> has crafted 1 of ANVIL at X= -690, Y= 71, Z= 312
[2024-03-22 15:54:06] [world] The Player <digbick> has crafted 1 of DIAMOND PICKAXE at X= -690, Y= 71, Z= 312
[2024-03-22 15:56:08] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1327, Y= 67, Z= -282
[2024-03-22 15:56:08] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1327, Y= 67, Z= -282
[2024-03-22 15:56:08] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1327, Y= 67, Z= -282
[2024-03-22 15:56:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1327, Y= 67, Z= -282
[2024-03-22 15:56:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1327, Y= 67, Z= -282
[2024-03-22 15:56:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1327, Y= 67, Z= -282
[2024-03-22 16:00:17] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:17] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:17] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:17] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:18] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:19] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:19] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:19] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:19] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:19] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:19] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1545, Y= 65, Z= -117
[2024-03-22 16:00:53] [world] The Player <Pog4lifepeople> has crafted 1 of ENDER CHEST at X= 1000567, Y= 66, Z= 1000291
[2024-03-22 16:02:07] [world] The Player <Pog4lifepeople> has crafted 4 of WOOD at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:07] [world] The Player <Pog4lifepeople> has crafted 4 of WOOD at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:07] [world] The Player <Pog4lifepeople> has crafted 4 of WOOD at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:08] [world] The Player <Pog4lifepeople> has crafted 4 of WOOD at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:20] [world] The Player <Pog4lifepeople> has crafted 1 of CHEST at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:21] [world] The Player <Pog4lifepeople> has crafted 1 of CHEST at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:21] [world] The Player <Pog4lifepeople> has crafted 1 of CHEST at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:37] [world] The Player <Pog4lifepeople> has crafted 1 of CHEST at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:02:40] [world] The Player <Pog4lifepeople> has crafted 1 of CHEST at X= 1000569, Y= 66, Z= 1000290
[2024-03-22 16:03:55] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:55] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:55] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:55] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:56] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:56] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:56] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:56] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:57] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:57] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:57] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:57] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:57] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:57] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:58] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:58] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:58] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:58] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:03:58] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1553, Y= 77, Z= -117
[2024-03-22 16:04:16] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:17] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:17] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:17] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:17] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:18] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:18] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:18] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:18] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:18] [world] The Player <SPADE> has crafted 4 of WOOD at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:21] [world] The Player <SPADE> has crafted 1 of WORKBENCH at X= -641, Y= 64, Z= -795
[2024-03-22 16:04:36] [world] The Player <SPADE> has crafted 4 of STICK at X= -633, Y= 68, Z= -796
[2024-03-22 16:04:44] [world] The Player <Mudkips_Rule> has crafted 1 of SUGAR at X= -1153, Y= 65, Z= -440
[2024-03-22 16:04:44] [world] The Player <Mudkips_Rule> has crafted 1 of SUGAR at X= -1153, Y= 65, Z= -440
[2024-03-22 16:04:44] [world] The Player <Mudkips_Rule> has crafted 1 of SUGAR at X= -1153, Y= 65, Z= -440
[2024-03-22 16:04:44] [world] The Player <Mudkips_Rule> has crafted 1 of SUGAR at X= -1153, Y= 65, Z= -440
[2024-03-22 16:04:44] [world] The Player <Mudkips_Rule> has crafted 1 of SUGAR at X= -1153, Y= 65, Z= -440
[2024-03-22 16:04:45] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:46] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:46] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:46] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:46] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:46] [world] The Player <SPADE> has crafted 1 of WOOD PICKAXE at X= -633, Y= 68, Z= -796
[2024-03-22 16:04:46] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:47] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:47] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:47] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:47] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:47] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:48] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:48] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:48] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:48] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:48] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:48] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:04:49] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1559, Y= 77, Z= -114
[2024-03-22 16:05:33] [world] The Player <Pog4lifepeople> has crafted 1 of QUARTZ BLOCK at X= 1000568, Y= 66, Z= 1000291
[2024-03-22 16:05:36] [world] The Player <Pog4lifepeople> has crafted 1 of QUARTZ BLOCK at X= 1000568, Y= 66, Z= 1000291
[2024-03-22 16:05:52] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:52] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:52] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:53] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:53] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:53] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:53] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:53] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:54] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:54] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:54] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:54] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:05:54] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -668, Y= 97, Z= -785
[2024-03-22 16:06:01] [world] The Player <Pog4lifepeople> has crafted 2 of BLAZE POWDER at X= 1000566, Y= 66, Z= 1000290
[2024-03-22 16:06:03] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -668, Y= 97, Z= -785
[2024-03-22 16:06:03] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -668, Y= 97, Z= -785
[2024-03-22 16:06:04] [world] The Player <Pog4lifepeople> has crafted 1 of EYE OF ENDER at X= 1000566, Y= 66, Z= 1000290
[2024-03-22 16:06:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1554, Y= 78, Z= -125
[2024-03-22 16:06:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1554, Y= 78, Z= -125
[2024-03-22 16:06:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1554, Y= 78, Z= -125
[2024-03-22 16:06:09] [world] The Player <A_Random_Person> has crafted 4 of WOOD at X= -1554, Y= 78, Z= -125
[2024-03-22 16:06:12] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:13] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:13] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:13] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:13] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:14] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:14] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:14] [world] The Player <qwerty> has crafted 4 of WOOD at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:20] [world] The Player <qwerty> has crafted 1 of CHEST at X= -666, Y= 97, Z= -786
[2024-03-22 16:06:41] [world] The Player <qwerty> has crafted 1 of BOAT at X= -667, Y= 98, Z= -784
[2024-03-22 16:06:49] [world] The Player <qwerty> has crafted 1 of BOAT at X= -667, Y= 98, Z= -784
[2024-03-22 16:06:50] [world] The Player <qwerty> has crafted 1 of BOAT at X= -667, Y= 98, Z= -784
[2024-03-22 16:06:53] [world] The Player <qwerty> has crafted 1 of BOAT at X= -667, Y= 98, Z= -784
[2024-03-22 16:06:57] [world] The Player <qwerty> has crafted 1 of BOAT at X= -667, Y= 98, Z= -784
[2024-03-22 16:07:13] [world] The Player <SPADE> has crafted 4 of STICK at X= -631, Y= 69, Z= -796
[2024-03-22 16:07:17] [world] The Player <SPADE> has crafted 1 of WOOD SPADE at X= -631, Y= 69, Z= -796
[2024-03-22 16:07:57] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1559, Y= 77, Z= -123
[2024-03-22 16:10:47] [world] The Player <astronomy> has crafted 4 of TORCH at X= 1803, Y= 38, Z= 290
[2024-03-22 16:10:47] [world] The Player <astronomy> has crafted 4 of TORCH at X= 1803, Y= 38, Z= 290
[2024-03-22 16:10:48] [world] The Player <astronomy> has crafted 4 of TORCH at X= 1803, Y= 38, Z= 290
[2024-03-22 16:14:28] [world] The Player <Pog4lifepeople> has crafted 4 of TORCH at X= 1000567, Y= 66, Z= 1000290
[2024-03-22 16:15:11] [world] The Player <A_Random_Person> has crafted 6 of STEP at X= -1536, Y= 50, Z= -118
[2024-03-22 16:16:39] [world] The Player <astronomy> has crafted 1 of GOLDEN APPLE at X= 1802, Y= 38, Z= 289
[2024-03-22 16:16:39] [world] The Player <astronomy> has crafted 1 of GOLDEN APPLE at X= 1802, Y= 38, Z= 289
[2024-03-22 16:22:41] [world] The Player <SPADE> has crafted 1 of DIODE at X= -643, Y= 64, Z= -794
[2024-03-22 16:22:53] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -643, Y= 64, Z= -794
[2024-03-22 16:22:53] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -643, Y= 64, Z= -794
[2024-03-22 16:23:05] [world] The Player <SPADE> has crafted 1 of DIODE at X= -643, Y= 64, Z= -794
[2024-03-22 16:23:18] [world] The Player <SPADE> has crafted 4 of STICK at X= -643, Y= 64, Z= -794
[2024-03-22 16:23:24] [world] The Player <SPADE> has crafted 1 of LEVER at X= -643, Y= 64, Z= -794
[2024-03-22 16:27:38] [world] The Player <SPADE> has crafted 1 of WORKBENCH at X= -644, Y= 63, Z= -779
[2024-03-22 16:27:46] [world] The Player <SPADE> has crafted 4 of STICK at X= -644, Y= 63, Z= -779
[2024-03-22 16:27:56] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -779
[2024-03-22 16:27:56] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -779
[2024-03-22 16:27:56] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -779
[2024-03-22 16:27:56] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -779
[2024-03-22 16:28:38] [world] The Player <SPADE> has crafted 1 of STONE PICKAXE at X= -644, Y= 63, Z= -778
[2024-03-22 16:40:31] [world] The Player <SPADE> has crafted 1 of BUCKET at X= -667, Y= 96, Z= -784
[2024-03-22 16:41:14] [world] The Player <SPADE> has crafted 4 of STICK at X= -668, Y= 97, Z= -784
[2024-03-22 16:41:19] [world] The Player <SPADE> has crafted 1 of IRON PICKAXE at X= -668, Y= 97, Z= -784
[2024-03-22 16:41:28] [world] The Player <SPADE> has crafted 1 of IRON SWORD at X= -668, Y= 97, Z= -784
[2024-03-22 16:41:48] [world] The Player <digbick> has crafted 6 of STEP at X= -689, Y= 71, Z= 313
[2024-03-22 16:42:20] [world] The Player <SPADE> has crafted 1 of STONE BUTTON at X= -648, Y= 64, Z= -788
[2024-03-22 16:43:21] [world] The Player <SPADE> has crafted 1 of WORKBENCH at X= -646, Y= 50, Z= -780
[2024-03-22 16:43:32] [world] The Player <SPADE> has crafted 1 of CHEST at X= -646, Y= 50, Z= -780
[2024-03-22 16:43:32] [world] The Player <SPADE> has crafted 1 of CHEST at X= -646, Y= 50, Z= -780
[2024-03-22 16:43:32] [world] The Player <SPADE> has crafted 1 of CHEST at X= -646, Y= 50, Z= -780
[2024-03-22 16:43:32] [world] The Player <SPADE> has crafted 1 of WOOD BUTTON at X= -646, Y= 50, Z= -780
[2024-03-22 17:24:18] [world] The Player <stealthassasin32> has crafted 4 of WOOD at X= 1000850, Y= 64, Z= 1000375
[2024-03-22 17:24:18] [world] The Player <stealthassasin32> has crafted 4 of WOOD at X= 1000850, Y= 64, Z= 1000375
[2024-03-22 17:24:18] [world] The Player <stealthassasin32> has crafted 4 of WOOD at X= 1000850, Y= 64, Z= 1000375
[2024-03-22 17:24:24] [world] The Player <stealthassasin32> has crafted 1 of WORKBENCH at X= 1000850, Y= 64, Z= 1000375
[2024-03-22 17:25:04] [world] The Player <stealthassasin32> has crafted 1 of BOAT at X= 1000805, Y= 64, Z= 1000383
[2024-03-22 17:30:38] [world] The Player <VeerIsKKK> has crafted 1 of BREWING STAND ITEM at X= 510, Y= 104, Z= 2247
[2024-03-22 17:32:22] [world] The Player <VeerIsKKK> has crafted 1 of CHEST at X= 509, Y= 104, Z= 2247
[2024-03-22 17:32:23] [world] The Player <VeerIsKKK> has crafted 1 of CHEST at X= 509, Y= 104, Z= 2247
[2024-03-22 17:32:23] [world] The Player <VeerIsKKK> has crafted 1 of CHEST at X= 509, Y= 104, Z= 2247
[2024-03-22 17:32:23] [world] The Player <VeerIsKKK> has crafted 1 of CHEST at X= 509, Y= 104, Z= 2247
[2024-03-22 17:33:35] [world] The Player <VeerIsKKK> has crafted 4 of STICK at X= 509, Y= 104, Z= 2246
[2024-03-22 17:33:39] [world] The Player <VeerIsKKK> has crafted 1 of DIAMOND SWORD at X= 509, Y= 104, Z= 2246
[2024-03-22 17:37:32] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -779
[2024-03-22 17:38:01] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -648, Y= 62, Z= -789
[2024-03-22 17:38:01] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -648, Y= 62, Z= -789
[2024-03-22 17:38:01] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -648, Y= 62, Z= -789
[2024-03-22 17:38:01] [world] The Player <SPADE> has crafted 9 of REDSTONE at X= -648, Y= 62, Z= -789
[2024-03-22 17:39:24] [world] The Player <Pog4lifepeople> has crafted 1 of FISHING ROD at X= 1000569, Y= 66, Z= 1000292
[2024-03-22 17:41:41] [world] The Player <I_am_amazing> has crafted 4 of WOOD at X= -770, Y= 70, Z= 278
[2024-03-22 17:41:43] [world] The Player <I_am_amazing> has crafted 1 of WORKBENCH at X= -770, Y= 70, Z= 278
[2024-03-22 17:41:48] [world] The Player <I_am_amazing> has crafted 1 of BUCKET at X= -770, Y= 70, Z= 278
[2024-03-22 17:42:31] [world] The Player <SPADE> has crafted 4 of STICK at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:32] [world] The Player <SPADE> has crafted 4 of STICK at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:32] [world] The Player <SPADE> has crafted 4 of STICK at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:44] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:44] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:44] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:44] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:45] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:45] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:45] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:45] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:45] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:45] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:46] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:42:46] [world] The Player <SPADE> has crafted 1 of REDSTONE TORCH ON at X= -644, Y= 63, Z= -777
[2024-03-22 17:49:06] [world] The Player <SPADE> has crafted 1 of LEVER at X= -648, Y= 50, Z= -786
[2024-03-22 17:49:18] [world] The Player <I_am_amazing> has crafted 4 of TORCH at X= -6, Y= 21, Z= -35
[2024-03-22 17:49:54] [world] The Player <SPADE> has crafted 1 of DIODE at X= -644, Y= 63, Z= -778
[2024-03-22 17:49:54] [world] The Player <SPADE> has crafted 1 of DIODE at X= -644, Y= 63, Z= -778
[2024-03-22 17:49:54] [world] The Player <SPADE> has crafted 1 of DIODE at X= -644, Y= 63, Z= -778
[2024-03-22 17:49:54] [world] The Player <SPADE> has crafted 1 of DIODE at X= -644, Y= 63, Z= -778
[2024-03-22 17:49:54] [world] The Player <SPADE> has crafted 1 of DIODE at X= -644, Y= 63, Z= -778
[2024-03-22 17:49:55] [world] The Player <SPADE> has crafted 1 of DIODE at X= -644, Y= 63, Z= -778
[2024-03-22 17:54:59] [world] The Player <I_am_amazing> has crafted 1 of FURNACE at X= -40, Y= 7, Z= -81
[2024-03-22 17:58:43] [world] The Player <I_am_amazing> has crafted 1 of COAL BLOCK at X= -40, Y= 7, Z= -83
[2024-03-22 18:00:48] [world] The Player <I_am_amazing> has crafted 1 of IRON BLOCK at X= -40, Y= 7, Z= -83
[2024-03-22 18:00:55] [world] The Player <I_am_amazing> has crafted 1 of IRON BLOCK at X= -40, Y= 7, Z= -83
[2024-03-22 18:01:27] [world] The Player <I_am_amazing> has crafted 1 of IRON BLOCK at X= -40, Y= 7, Z= -83
[2024-03-22 18:01:29] [world] The Player <SPADE> has crafted 1 of WOOD PLATE at X= -647, Y= 50, Z= -784
[2024-03-22 18:02:33] [world] The Player <I_am_amazing> has crafted 1 of GOLD BLOCK at X= -40, Y= 7, Z= -83
[2024-03-22 18:02:36] [world] The Player <I_am_amazing> has crafted 1 of IRON BLOCK at X= -40, Y= 7, Z= -83
[2024-03-22 18:03:54] [world] The Player <A_Random_Person> has crafted 16 of THIN GLASS at X= -550, Y= 89, Z= 245
