[2024-03-31 13:21:16] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Creeper at X= -580, Y= 70, Z= -233
[2024-03-31 20:21:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:21:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:21:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:21:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:21:55] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:21:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:21:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:21:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:21:57] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:21:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:21:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:21:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 20:22:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 20:22:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 20:27:14] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:14] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:14] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 20:27:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 20:27:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:27:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:27:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 20:27:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 20:27:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:27:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:28:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 20:28:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 21:05:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:37] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:37] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:38] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:38] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:39] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:40] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:42] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:42] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:42] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:05:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:47] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:54] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:55] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:57] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:05:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:01] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:01] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:02] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:04] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:05] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:08] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:09] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:09] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:10] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:32] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:33] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:33] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:33] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 21:06:33] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:33] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 21:06:34] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:34] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:34] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:34] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:34] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:35] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:35] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:35] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:35] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:37] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:37] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:37] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:38] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:38] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:38] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:39] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:39] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-31 21:06:40] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:40] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 21:06:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 21:06:42] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-31 21:06:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:47] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-31 21:06:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:57] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:57] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-31 21:06:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
