[2024-03-28 01:06:32] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 11, Y= 57, Z= 67
[2024-03-28 23:05:48] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 282
[2024-03-28 23:05:50] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 284
[2024-03-28 23:06:21] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 285
[2024-03-28 23:06:30] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 285
[2024-03-28 23:06:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 283
[2024-03-28 23:06:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 282
[2024-03-28 23:06:41] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Skeleton at X= -925, Y= 29, Z= 486
[2024-03-28 23:07:03] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Zombie at X= -936, Y= 23, Z= 480
[2024-03-28 23:07:16] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 282
[2024-03-28 23:08:43] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Guardian at X= -260, Y= 60, Z= 286
[2024-03-28 23:15:36] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Creeper at X= -894, Y= 70, Z= 761
[2024-03-28 23:15:57] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -901, Y= 67, Z= 799
[2024-03-28 23:18:45] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Witch at X= -830, Y= 64, Z= 874
[2024-03-28 23:18:48] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Witch at X= -832, Y= 63, Z= 881
[2024-03-28 23:21:14] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -1111, Y= 69, Z= 1237
[2024-03-28 23:21:20] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Skeleton at X= -1090, Y= 69, Z= 1230
[2024-03-28 23:21:54] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Creeper at X= -1129, Y= 64, Z= 1348
[2024-03-28 23:22:14] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1153, Y= 67, Z= 1398
[2024-03-28 23:22:15] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1152, Y= 67, Z= 1398
[2024-03-28 23:22:16] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1152, Y= 67, Z= 1397
[2024-03-28 23:22:18] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1153, Y= 67, Z= 1394
[2024-03-28 23:22:21] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1151, Y= 66, Z= 1400
[2024-03-28 23:22:24] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1146, Y= 64, Z= 1399
[2024-03-28 23:22:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 64, Z= 273
[2024-03-28 23:22:36] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 64, Z= 279
[2024-03-28 23:22:39] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -314, Y= 64, Z= 278
[2024-03-28 23:22:40] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -314, Y= 64, Z= 274
[2024-03-28 23:22:57] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Zombie at X= -1082, Y= 62, Z= 1416
[2024-03-28 23:22:57] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Zombie at X= -1085, Y= 64, Z= 1416
[2024-03-28 23:23:06] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Skeleton at X= -1081, Y= 68, Z= 1392
[2024-03-28 23:23:19] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -1056, Y= 63, Z= 1395
[2024-03-28 23:23:21] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -1059, Y= 63, Z= 1397
[2024-03-28 23:23:48] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Pig at X= -1056, Y= 63, Z= 1372
[2024-03-28 23:23:59] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1066, Y= 65, Z= 1348
[2024-03-28 23:24:15] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1064, Y= 63, Z= 1340
[2024-03-28 23:24:40] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Pig at X= -1075, Y= 64, Z= 1304
[2024-03-28 23:24:41] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Pig at X= -1078, Y= 63, Z= 1298
[2024-03-28 23:24:50] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Pig at X= -1079, Y= 64, Z= 1302
[2024-03-28 23:27:54] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -1029, Y= 69, Z= 741
[2024-03-28 23:28:03] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -1037, Y= 66, Z= 770
[2024-03-28 23:28:12] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -1054, Y= 69, Z= 754
[2024-03-28 23:28:18] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -1046, Y= 70, Z= 745
[2024-03-29 00:20:28] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Skeleton at X= -1231, Y= 73, Z= 557
[2024-03-29 00:21:09] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1380, Y= 63, Z= 529
[2024-03-29 00:21:10] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1381, Y= 64, Z= 531
[2024-03-29 00:21:11] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1381, Y= 64, Z= 532
[2024-03-29 00:21:15] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -1390, Y= 64, Z= 533
[2024-03-29 00:21:20] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -1386, Y= 63, Z= 529
[2024-03-29 00:21:23] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -1387, Y= 63, Z= 520
[2024-03-29 00:21:31] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -1384, Y= 63, Z= 526
[2024-03-29 00:22:13] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Zombie at X= -1465, Y= 67, Z= 545
[2024-03-29 00:22:21] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -1472, Y= 69, Z= 561
[2024-03-29 00:22:30] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Creeper at X= -1479, Y= 70, Z= 577
[2024-03-29 00:22:45] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Witch at X= -1507, Y= 72, Z= 557
[2024-03-29 00:22:58] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -1515, Y= 72, Z= 558
[2024-03-29 00:35:47] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -3107, Y= 66, Z= 571
[2024-03-29 00:54:27] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10259, Y= 52, Z= 4080
[2024-03-29 00:57:21] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Skeleton at X= -3580, Y= 14, Z= 270
[2024-03-29 00:57:22] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Skeleton at X= -3580, Y= 14, Z= 270
[2024-03-29 01:08:27] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Creeper at X= -3444, Y= 13, Z= 193
[2024-03-29 01:08:35] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Creeper at X= -3443, Y= 13, Z= 169
[2024-03-29 01:10:24] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -3481, Y= 12, Z= 200
[2024-03-29 01:10:28] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Spider at X= -3484, Y= 14, Z= 193
[2024-03-29 01:26:30] [world_the_end] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= 100, Y= 49, Z= -1
[2024-03-29 01:26:31] [world_the_end] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= 100, Y= 49, Z= 0
[2024-03-29 01:27:06] [world_the_end] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Enderman at X= 58, Y= 62, Z= 3
[2024-03-29 01:28:42] [world_the_end] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Enderman at X= -9, Y= 59, Z= -5
[2024-03-29 01:36:05] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -558, Y= 67, Z= 322
[2024-03-29 01:36:08] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -553, Y= 68, Z= 324
[2024-03-29 01:36:11] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -547, Y= 68, Z= 330
[2024-03-29 01:36:24] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -588, Y= 68, Z= 328
[2024-03-29 01:36:29] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -594, Y= 68, Z= 342
[2024-03-29 01:36:35] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -603, Y= 68, Z= 366
[2024-03-29 01:36:50] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -647, Y= 71, Z= 363
[2024-03-29 01:36:54] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -645, Y= 70, Z= 349
[2024-03-29 01:37:14] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -652, Y= 68, Z= 326
[2024-03-29 03:15:26] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Enderman at X= -10148, Y= 67, Z= 4032
[2024-03-29 03:35:58] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Chicken at X= -659, Y= 71, Z= 333
[2024-03-29 03:36:38] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -670, Y= 69, Z= 377
[2024-03-29 03:42:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain BTC at X= -3573, Y= 9, Z= 155
[2024-03-29 03:44:42] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain GolemDaWanderer at X= -3573, Y= 9, Z= 152
[2024-03-29 03:50:14] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Zombie at X= -3561, Y= 36, Z= 179
[2024-03-29 03:50:20] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Zombie at X= -3561, Y= 36, Z= 177
[2024-03-29 03:51:11] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cave Spider at X= -3551, Y= 36, Z= 176
[2024-03-29 03:51:15] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cave Spider at X= -3551, Y= 36, Z= 176
[2024-03-29 03:51:24] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cave Spider at X= -3551, Y= 36, Z= 173
[2024-03-29 03:56:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Creeper at X= -512, Y= 63, Z= 319
[2024-03-29 03:59:21] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3354, Y= 66, Z= 466
[2024-03-29 03:59:27] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3347, Y= 67, Z= 475
[2024-03-29 03:59:33] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3335, Y= 67, Z= 469
[2024-03-29 03:59:43] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3350, Y= 66, Z= 475
[2024-03-29 03:59:47] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Rabbit at X= -3350, Y= 66, Z= 470
[2024-03-29 03:59:52] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3346, Y= 69, Z= 487
[2024-03-29 04:01:25] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3315, Y= 66, Z= 486
[2024-03-29 04:01:26] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3321, Y= 66, Z= 495
[2024-03-29 04:01:35] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3308, Y= 66, Z= 486
[2024-03-29 04:02:45] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3239, Y= 65, Z= 615
[2024-03-29 04:02:48] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3242, Y= 66, Z= 622
[2024-03-29 04:02:52] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3233, Y= 65, Z= 612
[2024-03-29 04:03:01] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3251, Y= 64, Z= 609
[2024-03-29 04:05:04] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3221, Y= 77, Z= 664
[2024-03-29 04:05:10] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Cow at X= -3209, Y= 79, Z= 671
[2024-03-29 04:05:28] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Wolf at X= -3202, Y= 72, Z= 709
[2024-03-29 04:05:31] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Wolf at X= -3201, Y= 72, Z= 714
[2024-03-29 04:07:11] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3269, Y= 66, Z= 1035
[2024-03-29 04:07:14] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3266, Y= 66, Z= 1036
[2024-03-29 04:07:17] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3273, Y= 66, Z= 1030
[2024-03-29 04:07:19] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3279, Y= 68, Z= 1027
[2024-03-29 04:07:29] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3277, Y= 64, Z= 1016
[2024-03-29 04:07:53] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3300, Y= 63, Z= 1020
[2024-03-29 04:07:59] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3312, Y= 64, Z= 1018
[2024-03-29 04:08:02] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Sheep at X= -3313, Y= 64, Z= 1016
[2024-03-29 04:08:08] [world] [0a5b6dd8-f370-39c9-b3a0-78aee983ac06] The Player <BTC> has slain Pig at X= -3318, Y= 71, Z= 1004
[2024-03-29 13:25:30] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Horse at X= -10235, Y= 70, Z= 4241
[2024-03-29 13:26:23] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Horse at X= -10222, Y= 70, Z= 4230
[2024-03-29 13:27:26] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Horse at X= -10246, Y= 71, Z= 4247
[2024-03-29 13:28:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Horse at X= -10267, Y= 72, Z= 4252
[2024-03-29 15:04:17] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -10170, Y= 63, Z= 4114
[2024-03-29 16:07:26] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -10251, Y= 65, Z= 4088
[2024-03-29 16:08:28] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Sheep at X= -10156, Y= 62, Z= 4165
[2024-03-29 16:08:54] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -10132, Y= 68, Z= 4131
[2024-03-29 16:09:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -10113, Y= 66, Z= 4124
[2024-03-29 16:09:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Sheep at X= -10114, Y= 65, Z= 4129
[2024-03-29 16:09:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -10116, Y= 66, Z= 4120
[2024-03-29 16:09:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -10112, Y= 64, Z= 4115
[2024-03-29 16:09:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10030, Y= 66, Z= 4114
[2024-03-29 16:09:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Rabbit at X= -10026, Y= 67, Z= 4117
[2024-03-29 16:09:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Zombie at X= -10034, Y= 63, Z= 4137
[2024-03-29 16:10:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -10043, Y= 67, Z= 4130
[2024-03-29 16:10:05] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Spider at X= -10045, Y= 67, Z= 4127
[2024-03-29 16:11:10] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -9878, Y= 71, Z= 4228
[2024-03-29 16:11:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -9875, Y= 69, Z= 4226
[2024-03-29 16:11:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -9877, Y= 71, Z= 4230
[2024-03-29 16:12:04] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -9947, Y= 67, Z= 4156
[2024-03-29 16:12:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Spider at X= -10077, Y= 64, Z= 4148
[2024-03-29 16:12:54] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Spider at X= -10072, Y= 64, Z= 4155
[2024-03-29 16:12:55] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10072, Y= 64, Z= 4156
[2024-03-29 16:12:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Spider at X= -10070, Y= 64, Z= 4156
[2024-03-29 16:12:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Zombie at X= -10078, Y= 66, Z= 4167
[2024-03-29 16:13:05] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Zombie at X= -10077, Y= 67, Z= 4185
[2024-03-29 16:15:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -10071, Y= 64, Z= 4428
[2024-03-29 16:15:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -10072, Y= 64, Z= 4427
[2024-03-29 16:15:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -10078, Y= 64, Z= 4425
[2024-03-29 16:15:30] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Cow at X= -10076, Y= 64, Z= 4426
[2024-03-29 16:22:32] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -298, Y= 70, Z= 278
[2024-03-29 16:22:38] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -295, Y= 70, Z= 290
[2024-03-29 16:56:44] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 279
[2024-03-29 16:56:45] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 280
[2024-03-29 16:56:46] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 277
[2024-03-29 16:56:46] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 278
[2024-03-29 16:56:49] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 279
[2024-03-29 16:56:50] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 280
[2024-03-29 16:56:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 279
[2024-03-29 16:56:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 279
[2024-03-29 16:56:54] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 274
[2024-03-29 16:56:55] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 274
[2024-03-29 16:56:55] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 274
[2024-03-29 16:56:57] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 274
[2024-03-29 16:56:59] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 274
[2024-03-29 16:57:01] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 273
[2024-03-29 16:57:04] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -314, Y= 70, Z= 276
[2024-03-29 16:57:18] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -313, Y= 70, Z= 273
[2024-03-29 16:57:19] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -313, Y= 70, Z= 273
[2024-03-29 16:57:22] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -314, Y= 63, Z= 273
[2024-03-29 17:09:36] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Skeleton at X= -262, Y= 29, Z= 211
[2024-03-29 17:18:59] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 285
[2024-03-29 17:19:00] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 285
[2024-03-29 17:19:03] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 285
