[2024-03-18 11:11:01] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -560, Y= 68, Z= 259
[2024-03-18 14:38:45] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:45] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:46] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:46] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:48] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:48] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Zombie at X= -798, Y= 67, Z= 291
[2024-03-18 14:38:48] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:57] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:57] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:58] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Spider at X= -600, Y= 64, Z= 383
[2024-03-18 14:39:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain WienerDogFace at X= -424, Y= 6, Z= 1405
[2024-03-18 14:39:50] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:39:50] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:39:50] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:39:52] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:39:52] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:40:14] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -612, Y= 45, Z= 180
[2024-03-18 14:40:17] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Spider at X= -762, Y= 76, Z= -83
[2024-03-18 14:40:40] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:40:43] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:40:51] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:40:51] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:40:51] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Zombie at X= -687, Y= 62, Z= -49
[2024-03-18 14:41:31] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= -447, Y= 11, Z= 1409
[2024-03-18 14:41:42] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:41:42] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:41:42] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:41:43] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:41:46] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Skeleton at X= -1379, Y= 70, Z= -207
[2024-03-18 14:42:23] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= -167, Y= 98, Z= 53
[2024-03-18 14:42:27] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Enderman at X= -427, Y= 11, Z= 1380
[2024-03-18 14:43:42] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Iron Golem at X= -10188, Y= 63, Z= 4108
[2024-03-18 14:43:54] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain qweqazz at X= -604, Y= 68, Z= 328
[2024-03-18 14:43:57] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Villager at X= -615, Y= 64, Z= 328
[2024-03-18 14:43:57] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Villager at X= -615, Y= 64, Z= 332
[2024-03-18 14:43:58] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Villager at X= -614, Y= 64, Z= 329
[2024-03-18 14:43:59] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Villager at X= -616, Y= 64, Z= 329
[2024-03-18 14:43:59] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Villager at X= -614, Y= 64, Z= 332
[2024-03-18 14:43:59] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Villager at X= -616, Y= 64, Z= 331
[2024-03-18 14:44:29] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:44:30] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:44:30] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:44:30] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:44:30] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:44:31] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:44:31] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:58:56] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -572, Y= 65, Z= 395
[2024-03-18 15:01:21] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Zombie at X= -613, Y= 64, Z= 335
[2024-03-18 15:04:26] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie at X= -10225, Y= 65, Z= 4070
[2024-03-18 15:04:28] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie at X= -10226, Y= 65, Z= 4071
[2024-03-18 15:04:46] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -10305, Y= 64, Z= 4041
[2024-03-18 15:04:52] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -10302, Y= 64, Z= 4030
[2024-03-18 15:05:10] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -10346, Y= 63, Z= 4013
[2024-03-18 15:05:13] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -10348, Y= 63, Z= 4013
[2024-03-18 15:05:13] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -10350, Y= 63, Z= 4015
[2024-03-18 15:05:26] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -10378, Y= 67, Z= 3998
[2024-03-18 15:05:57] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Skeleton at X= -10399, Y= 65, Z= 3965
[2024-03-18 15:10:11] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 70, Z= -93
[2024-03-18 15:10:30] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -144, Y= 70, Z= -90
[2024-03-18 15:10:44] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -138, Y= 55, Z= -95
[2024-03-18 15:11:19] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie at X= -10250, Y= 64, Z= 4097
[2024-03-18 15:11:22] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Skeleton at X= -10244, Y= 64, Z= 4094
[2024-03-18 15:11:33] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie at X= -10246, Y= 64, Z= 4094
[2024-03-18 15:13:21] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 75
[2024-03-18 15:13:23] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 74
[2024-03-18 15:13:23] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 75
[2024-03-18 15:13:25] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 74
[2024-03-18 15:13:31] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 75
[2024-03-18 15:13:34] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 74
[2024-03-18 15:13:36] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -42, Y= 39, Z= 75
[2024-03-18 15:13:37] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 75
[2024-03-18 15:13:38] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -43, Y= 39, Z= 75
[2024-03-18 15:14:11] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -36, Y= 33, Z= 127
[2024-03-18 15:16:53] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -607, Y= 68, Z= 380
[2024-03-18 15:20:52] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Rabbit at X= -578, Y= 69, Z= 217
[2024-03-18 15:21:01] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -591, Y= 68, Z= 236
[2024-03-18 15:21:06] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= -595, Y= 67, Z= 231
[2024-03-18 15:23:48] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Horse at X= -69, Y= 47, Z= 42
[2024-03-18 15:32:54] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Tester's Dog at X= -10175, Y= 64, Z= 4121
[2024-03-18 15:33:51] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:33:51] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:33:52] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:33:57] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Chicken at X= -584, Y= 68, Z= 265
[2024-03-18 15:34:53] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -614, Y= 47, Z= 203
[2024-03-18 15:35:56] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:35:56] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:35:57] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:40:09] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -614, Y= 24, Z= 183
[2024-03-18 15:40:14] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -612, Y= 24, Z= 183
[2024-03-18 15:40:16] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -612, Y= 24, Z= 182
[2024-03-18 15:40:19] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 24, Z= 182
[2024-03-18 15:40:21] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 24, Z= 182
[2024-03-18 15:40:25] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 182
[2024-03-18 15:40:28] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 24, Z= 182
[2024-03-18 15:40:35] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -614, Y= 24, Z= 182
[2024-03-18 15:40:36] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -614, Y= 24, Z= 182
[2024-03-18 15:40:53] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 24, Z= 184
[2024-03-18 15:40:54] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:40:55] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:40:56] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -614, Y= 25, Z= 181
[2024-03-18 15:43:23] [world] [fef546b3-f79d-3e59-9306-1dc9501f5351] The Player <Uwupapa> has slain Rabbit at X= -601, Y= 68, Z= 305
[2024-03-18 15:43:39] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:39] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:39] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:40] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:40] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:40] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:40] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:41] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:42] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:42] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:43] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:43:46] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -612, Y= 24, Z= 184
[2024-03-18 15:43:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 15:44:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -9442, Y= 76, Z= 3889
[2024-03-18 15:45:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -9430, Y= 72, Z= 3901
[2024-03-18 15:45:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -9420, Y= 70, Z= 3903
[2024-03-18 15:45:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -9423, Y= 70, Z= 3908
[2024-03-18 15:45:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -9426, Y= 71, Z= 3902
[2024-03-18 15:46:58] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= -997, Y= 63, Z= 1179
[2024-03-18 15:47:02] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= -1001, Y= 63, Z= 1185
[2024-03-18 15:48:34] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Creeper at X= -977, Y= 11, Z= 1156
[2024-03-18 15:51:32] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= -761, Y= 70, Z= 319
[2024-03-18 15:54:07] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -643, Y= 69, Z= 389
[2024-03-18 15:56:30] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Spider at X= -1159, Y= 67, Z= 229
[2024-03-18 15:57:04] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain hexa at X= -706, Y= 65, Z= 250
[2024-03-18 15:57:53] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -740, Y= 67, Z= 216
[2024-03-18 15:58:13] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cow at X= -778, Y= 70, Z= 285
[2024-03-18 15:58:36] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Horse at X= -785, Y= 69, Z= 244
[2024-03-18 15:58:44] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -819, Y= 69, Z= 251
[2024-03-18 15:58:49] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Rabbit at X= -824, Y= 69, Z= 241
[2024-03-18 15:58:53] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -815, Y= 70, Z= 247
[2024-03-18 15:59:01] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -853, Y= 70, Z= 242
[2024-03-18 15:59:04] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -850, Y= 71, Z= 252
[2024-03-18 15:59:07] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -853, Y= 71, Z= 255
[2024-03-18 15:59:12] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -834, Y= 71, Z= 260
[2024-03-18 15:59:21] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -862, Y= 69, Z= 264
[2024-03-18 16:06:31] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -645, Y= 68, Z= 278
[2024-03-18 16:06:32] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -644, Y= 68, Z= 280
[2024-03-18 16:10:54] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Rip_WillOfTheD at X= -587, Y= 68, Z= 312
[2024-03-18 16:11:24] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Zombie at X= -1354, Y= 67, Z= -241
[2024-03-18 16:11:27] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Zombie at X= -1354, Y= 67, Z= -243
[2024-03-18 19:21:25] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Cow at X= -620, Y= 68, Z= 242
[2024-03-18 19:23:17] [world_nether] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Zombie Pigman at X= -72, Y= 52, Z= 37
[2024-03-18 19:23:34] [world_nether] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Horse at X= -55, Y= 52, Z= 55
[2024-03-18 19:27:00] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Creeper at X= -610, Y= 68, Z= 276
[2024-03-18 19:27:12] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Creeper at X= -612, Y= 68, Z= 272
[2024-03-18 19:27:24] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Creeper at X= -614, Y= 68, Z= 271
[2024-03-18 19:27:26] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Creeper at X= -615, Y= 68, Z= 271
[2024-03-18 19:27:46] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Creeper at X= -623, Y= 68, Z= 264
[2024-03-18 19:49:15] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Creeper at X= -602, Y= 68, Z= 276
[2024-03-18 19:49:39] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Chicken at X= -643, Y= 68, Z= 276
[2024-03-18 19:51:20] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Pig at X= -622, Y= 68, Z= 262
[2024-03-18 19:58:38] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Iron Golem at X= -608, Y= 65, Z= 327
[2024-03-18 20:25:22] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Sheep at X= -528, Y= 65, Z= 299
[2024-03-18 20:27:57] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Cow at X= -733, Y= 67, Z= 190
[2024-03-18 20:28:01] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Cow at X= -729, Y= 67, Z= 187
[2024-03-18 20:28:06] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Cow at X= -730, Y= 67, Z= 188
[2024-03-18 20:28:12] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Cow at X= -720, Y= 66, Z= 183
[2024-03-18 20:30:03] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -708, Y= 64, Z= 179
[2024-03-18 20:30:21] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= -703, Y= 64, Z= 193
[2024-03-18 20:30:25] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Cow at X= -717, Y= 66, Z= 192
[2024-03-18 20:33:37] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Sheep at X= -575, Y= 68, Z= 252
[2024-03-18 20:33:42] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Sheep at X= -568, Y= 68, Z= 246
[2024-03-18 20:36:55] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Zombie at X= 4005, Y= 66, Z= -1852
[2024-03-18 20:39:47] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 322
[2024-03-18 20:39:48] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 321
[2024-03-18 20:39:50] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 321
[2024-03-18 20:39:50] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 321
