[2024-03-20 19:09:59] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Sheep at X= -10240, Y= 64, Z= 4090
[2024-03-21 10:23:09] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:26:01] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:26:02] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:26:32] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:26:38] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Tester Slime at X= -10172, Y= 63, Z= 4107
[2024-03-21 10:26:52] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:27:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 10:27:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:27:13] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:27:15] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:27:38] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:27:59] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 10:28:05] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 11:07:42] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= -1168, Y= 70, Z= -436
[2024-03-21 11:10:20] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -1296, Y= 73, Z= -196
[2024-03-21 11:18:24] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -87
[2024-03-21 11:18:43] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-21 11:20:48] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-21 11:20:50] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 70, Z= -93
[2024-03-21 11:20:54] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 70, Z= -90
[2024-03-21 11:20:57] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 70, Z= -93
[2024-03-21 11:20:57] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Dave_TheCoolGuy at X= -703, Y= 65, Z= 264
[2024-03-21 11:21:02] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Spider at X= -704, Y= 66, Z= 265
[2024-03-21 11:21:07] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 70, Z= -97
[2024-03-21 11:21:21] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-21 11:21:34] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Spider at X= -782, Y= 70, Z= 284
[2024-03-21 11:22:13] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Chicken at X= -768, Y= 71, Z= 262
[2024-03-21 11:22:19] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Pig at X= -565, Y= 68, Z= 275
[2024-03-21 11:22:24] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Rabbit at X= -786, Y= 68, Z= 240
[2024-03-21 11:23:47] [world] [8f6381ba-a9a0-300b-80de-3dac3455f273] The Player <Clownpierce> has slain Sheep at X= -706, Y= 67, Z= 349
[2024-03-21 11:23:51] [world] [8f6381ba-a9a0-300b-80de-3dac3455f273] The Player <Clownpierce> has slain Sheep at X= -705, Y= 68, Z= 358
[2024-03-21 11:25:11] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -1169, Y= 70, Z= -434
[2024-03-21 11:26:07] [world_the_end] [e416c25a-8966-337a-ba3c-1d7f36d1519c] The Player <BigDickRandy> has slain Enderman at X= 51, Y= 62, Z= 11
[2024-03-21 11:26:11] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= 1, Y= 61, Z= -30
[2024-03-21 11:26:14] [world_the_end] [e416c25a-8966-337a-ba3c-1d7f36d1519c] The Player <BigDickRandy> has slain Enderman at X= 49, Y= 62, Z= -3
[2024-03-21 11:26:19] [world_the_end] [e416c25a-8966-337a-ba3c-1d7f36d1519c] The Player <BigDickRandy> has slain Enderman at X= 63, Y= 62, Z= 0
[2024-03-21 11:27:07] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= -37, Y= 58, Z= -19
[2024-03-21 11:27:26] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Chicken at X= -546, Y= 64, Z= 309
[2024-03-21 11:27:56] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= 24, Y= 57, Z= 49
[2024-03-21 11:28:06] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= 47, Y= 61, Z= 42
[2024-03-21 11:28:25] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= 45, Y= 62, Z= 11
[2024-03-21 11:30:52] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= -10, Y= 59, Z= 14
[2024-03-21 11:33:49] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -150, Y= 68, Z= -97
[2024-03-21 11:34:12] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 70, Z= -84
[2024-03-21 11:34:13] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -134, Y= 70, Z= -87
[2024-03-21 11:34:17] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -87
[2024-03-21 11:34:30] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 70, Z= -87
[2024-03-21 11:34:47] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 68, Z= -97
[2024-03-21 11:34:48] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -146, Y= 69, Z= -97
[2024-03-21 11:35:07] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -86
[2024-03-21 11:35:15] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 70, Z= -87
[2024-03-21 11:35:51] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 70, Z= -93
[2024-03-21 11:36:02] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-21 11:36:09] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 68, Z= -98
[2024-03-21 11:36:28] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 70, Z= -87
[2024-03-21 11:36:30] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -133, Y= 70, Z= -87
[2024-03-21 11:36:34] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -87
[2024-03-21 11:36:38] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-21 11:36:58] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -136, Y= 71, Z= -83
[2024-03-21 11:37:21] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -135, Y= 70, Z= -87
[2024-03-21 11:37:22] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -146, Y= 70, Z= -88
[2024-03-21 11:37:26] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 70, Z= -93
[2024-03-21 11:37:30] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -135, Y= 70, Z= -84
[2024-03-21 11:37:31] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-21 11:37:46] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -131, Y= 70, Z= -87
[2024-03-21 11:38:22] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -129, Y= 71, Z= -83
[2024-03-21 11:38:53] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-21 11:39:10] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-21 11:39:14] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 70, Z= -91
[2024-03-21 11:39:18] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -135, Y= 68, Z= -86
[2024-03-21 11:39:19] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 70, Z= -92
[2024-03-21 11:39:46] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-21 11:40:00] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -90
[2024-03-21 11:40:01] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -134, Y= 67, Z= -87
[2024-03-21 11:40:14] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -132, Y= 67, Z= -85
[2024-03-21 11:40:17] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -135, Y= 67, Z= -87
[2024-03-21 11:40:20] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -132, Y= 67, Z= -84
[2024-03-21 11:40:30] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -84
[2024-03-21 11:40:31] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -87
[2024-03-21 11:40:48] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -88
[2024-03-21 11:41:25] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 68, Z= -90
[2024-03-21 11:41:44] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 70, Z= -90
[2024-03-21 11:41:44] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 70, Z= -91
[2024-03-21 11:41:51] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 68, Z= -97
[2024-03-21 11:41:56] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 67, Z= -93
[2024-03-21 11:42:01] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -133, Y= 67, Z= -84
[2024-03-21 11:42:03] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -84
[2024-03-21 11:42:20] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -132, Y= 67, Z= -84
[2024-03-21 11:42:21] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -131, Y= 68, Z= -83
[2024-03-21 11:42:34] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-21 11:42:35] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -146, Y= 70, Z= -93
[2024-03-21 11:42:45] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -135, Y= 67, Z= -84
[2024-03-21 11:42:47] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -84
[2024-03-21 11:42:50] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -90
[2024-03-21 11:42:57] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -144, Y= 70, Z= -90
[2024-03-21 11:43:17] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -88
[2024-03-21 11:43:18] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -87
[2024-03-21 11:43:21] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -144, Y= 69, Z= -91
[2024-03-21 11:43:28] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -132, Y= 71, Z= -83
[2024-03-21 11:43:41] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -85
[2024-03-21 11:43:53] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 67, Z= -93
[2024-03-21 11:44:17] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 68, Z= -93
[2024-03-21 11:44:38] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -142, Y= 65, Z= -95
[2024-03-21 11:44:49] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -88
[2024-03-21 11:44:55] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 71, Z= -85
[2024-03-21 11:44:56] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 68, Z= -96
[2024-03-21 11:45:16] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -84
[2024-03-21 11:45:18] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -87
[2024-03-21 11:45:25] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -84
[2024-03-21 11:45:48] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -135, Y= 67, Z= -88
[2024-03-21 11:46:03] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 68, Z= -90
[2024-03-21 11:46:05] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -144, Y= 68, Z= -90
[2024-03-21 11:46:08] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 67, Z= -98
[2024-03-21 11:46:13] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -149, Y= 67, Z= -90
[2024-03-21 11:46:26] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -84
[2024-03-21 11:54:34] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -88
[2024-03-21 11:54:40] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -88
[2024-03-21 11:54:47] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -85
[2024-03-21 11:55:01] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Spider at X= -829, Y= 71, Z= 780
[2024-03-21 11:55:42] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain ACE at X= -815, Y= 69, Z= 258
[2024-03-21 11:57:18] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Zombie at X= -780, Y= 68, Z= 582
[2024-03-21 11:57:47] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain somebody139 at X= -766, Y= 65, Z= 235
[2024-03-21 11:59:31] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Chicken at X= -775, Y= 65, Z= 235
[2024-03-21 12:02:24] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Pig at X= -714, Y= 65, Z= 269
[2024-03-21 12:03:37] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Cow at X= -709, Y= 68, Z= 311
[2024-03-21 12:03:54] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Creeper at X= -714, Y= 67, Z= 313
[2024-03-21 12:04:03] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Creeper at X= -726, Y= 68, Z= 313
[2024-03-21 12:04:24] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Skeleton at X= -747, Y= 71, Z= 271
[2024-03-21 12:05:14] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain Zombie at X= -771, Y= 65, Z= 226
[2024-03-21 12:05:19] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= -34, Y= 58, Z= 50
[2024-03-21 12:05:25] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= -27, Y= 58, Z= 64
[2024-03-21 12:05:31] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain ACE at X= -769, Y= 65, Z= 227
[2024-03-21 12:05:59] [world] [d9d5d639-2d74-3256-ac1f-f0af25637cf9] The Player <ACE> has slain dick_slap at X= -773, Y= 64, Z= 225
[2024-03-21 12:06:38] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= -612, Y= 64, Z= 342
[2024-03-21 12:06:42] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Skeleton at X= -608, Y= 64, Z= 349
[2024-03-21 12:06:45] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= -610, Y= 64, Z= 348
[2024-03-21 12:10:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:10:16] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:10:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:10:19] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:10:49] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:10:50] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:10:58] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:11:08] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Squid at X= -767, Y= 62, Z= 252
[2024-03-21 12:11:13] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:11:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:11:20] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:11:22] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:11:24] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:11:25] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:11:32] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Rabbit at X= -749, Y= 69, Z= 262
[2024-03-21 12:12:01] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:12:03] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:12:29] [world] [2165da38-13ef-35f0-a4f6-ef4b961793c3] The Player <PenguinBoi> has slain Chicken at X= -363, Y= 79, Z= -72
[2024-03-21 12:12:31] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:12:42] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:12:43] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:12:44] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -578, Y= 56, Z= 270
[2024-03-21 12:12:45] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain VeerIsKKK at X= -576, Y= 56, Z= 269
[2024-03-21 12:13:00] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain VeerIsKKK at X= -575, Y= 68, Z= 352
[2024-03-21 12:13:55] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= 94, Y= 54, Z= 3
[2024-03-21 12:13:56] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain VeerIsKKK at X= 97, Y= 49, Z= 2
[2024-03-21 12:14:15] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain VeerIsKKK at X= 98, Y= 22, Z= 3
[2024-03-21 12:16:03] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain VeerIsKKK at X= 102, Y= -95, Z= 0
[2024-03-21 12:16:09] [world] [674bcc92-665b-300e-b263-9f05b33c98c6] The Player <Bobuz> has slain Chicken at X= -338, Y= 62, Z= -82
[2024-03-21 12:16:16] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain VeerIsKKK at X= 100, Y= 21, Z= -3
[2024-03-21 12:16:18] [world] [674bcc92-665b-300e-b263-9f05b33c98c6] The Player <Bobuz> has slain Chicken at X= -353, Y= 64, Z= -90
[2024-03-21 12:16:27] [world] [674bcc92-665b-300e-b263-9f05b33c98c6] The Player <Bobuz> has slain Chicken at X= -364, Y= 63, Z= -76
[2024-03-21 12:17:30] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Skeleton at X= -341, Y= 68, Z= 2007
