[2024-03-19 11:18:15] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -572, Y= 68, Z= 275
[2024-03-19 15:09:52] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain WienerDogFace at X= -573, Y= 68, Z= 316
[2024-03-19 15:10:36] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Pig at X= 9982, Y= 70, Z= 1110
[2024-03-19 19:07:51] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -167, Y= 57, Z= 39
[2024-03-19 19:12:26] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -168, Y= 100, Z= 35
[2024-03-19 19:12:33] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -160, Y= 101, Z= 31
[2024-03-19 19:12:42] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -168, Y= 101, Z= 28
[2024-03-19 19:12:48] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -162, Y= 101, Z= 33
[2024-03-19 19:12:56] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -164, Y= 101, Z= 41
[2024-03-19 19:13:03] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -174, Y= 101, Z= 43
[2024-03-19 19:13:09] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -163, Y= 101, Z= 43
[2024-03-19 19:16:08] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 48, Y= 61, Z= -10
[2024-03-19 19:16:22] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 30, Y= 58, Z= -21
[2024-03-19 19:16:39] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 15, Y= 59, Z= -12
[2024-03-19 19:16:41] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 17, Y= 59, Z= -12
[2024-03-19 19:16:47] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 18, Y= 59, Z= -24
[2024-03-19 19:17:26] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 20, Y= 61, Z= 8
[2024-03-19 19:18:31] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -23, Y= 58, Z= 35
[2024-03-19 19:18:46] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Enderman at X= -16, Y= 57, Z= -44
[2024-03-19 19:20:58] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -107, Y= 77, Z= 5
[2024-03-19 19:21:00] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -105, Y= 77, Z= 5
[2024-03-19 19:21:03] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -103, Y= 77, Z= 3
[2024-03-19 19:21:06] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -101, Y= 77, Z= -1
[2024-03-19 19:21:08] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -103, Y= 77, Z= 2
[2024-03-19 19:21:38] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -111, Y= 77, Z= 11
[2024-03-19 19:21:39] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -110, Y= 77, Z= 10
[2024-03-19 19:22:07] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -101, Y= 77, Z= 3
[2024-03-19 19:22:14] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -102, Y= 77, Z= 2
[2024-03-19 19:23:59] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -93, Y= 77, Z= 21
[2024-03-19 19:24:30] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -51, Y= 79, Z= -33
[2024-03-19 19:24:43] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -42, Y= 80, Z= -37
[2024-03-19 19:25:02] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -82, Y= 75, Z= 4
[2024-03-19 19:25:28] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -49, Y= 77, Z= -22
[2024-03-19 19:25:31] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -49, Y= 77, Z= -22
[2024-03-19 19:25:34] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -48, Y= 77, Z= -23
[2024-03-19 19:40:34] [world] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Skeleton at X= 100005, Y= 68, Z= 160
[2024-03-19 19:41:54] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Enderman at X= 82, Y= 22, Z= 42
[2024-03-19 19:42:02] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Enderman at X= 78, Y= 36, Z= 32
[2024-03-19 19:42:37] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Endermite at X= 58, Y= 62, Z= 21
[2024-03-19 19:45:38] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Enderman at X= 66, Y= 61, Z= 15
[2024-03-19 20:01:38] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -149, Y= 69, Z= -95
[2024-03-19 20:05:03] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 35, Y= 63, Z= 9
[2024-03-19 20:05:18] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 16, Y= 59, Z= 12
[2024-03-19 20:05:28] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 33, Y= 63, Z= 2
[2024-03-19 20:05:32] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 40, Y= 63, Z= 9
[2024-03-19 20:05:41] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 37, Y= 62, Z= 38
[2024-03-19 20:05:46] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 41, Y= 62, Z= 31
[2024-03-19 20:06:03] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= -24, Y= 58, Z= -5
[2024-03-19 20:13:39] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Koi at X= -630, Y= 68, Z= 351
[2024-03-19 20:15:24] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Koi at X= -634, Y= 68, Z= 351
[2024-03-19 20:18:55] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -582, Y= 54, Z= 271
[2024-03-19 20:19:18] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -580, Y= 69, Z= 306
[2024-03-19 20:19:56] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -570, Y= 69, Z= 309
[2024-03-19 20:20:36] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Rabbit at X= 100, Y= 21, Z= -4
[2024-03-19 20:25:09] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -555, Y= 68, Z= 268
[2024-03-19 20:25:24] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -585, Y= 54, Z= 269
[2024-03-19 20:25:47] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Zombie at X= -1361, Y= 65, Z= -214
[2024-03-19 20:30:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Wolf at X= -555, Y= 59, Z= 292
[2024-03-19 20:30:53] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -562, Y= 59, Z= 296
[2024-03-19 20:33:07] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Skeleton at X= -1353, Y= 66, Z= -265
[2024-03-19 20:33:11] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Spider at X= -1349, Y= 67, Z= -249
[2024-03-19 20:33:18] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Spider at X= -1343, Y= 66, Z= -242
[2024-03-19 20:35:26] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Horse at X= -570, Y= 68, Z= 270
[2024-03-19 20:37:10] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -563, Y= 69, Z= 280
[2024-03-19 20:39:09] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie Pigman at X= -45, Y= 63, Z= 4
[2024-03-19 20:39:13] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie Pigman at X= -44, Y= 62, Z= 10
[2024-03-19 20:43:09] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -583, Y= 54, Z= 275
[2024-03-19 20:46:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -550, Y= 88, Z= 248
[2024-03-19 20:49:33] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -511, Y= 23, Z= 270
[2024-03-19 20:49:36] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -514, Y= 23, Z= 270
[2024-03-19 20:49:37] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -517, Y= 23, Z= 270
[2024-03-19 20:53:34] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Zombie at X= -550, Y= 88, Z= 248
[2024-03-19 22:33:52] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Slime at X= -10176, Y= 65, Z= 4122
[2024-03-19 22:33:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Slime at X= -10176, Y= 65, Z= 4116
[2024-03-19 22:33:59] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Slime at X= -10173, Y= 63, Z= 4113
[2024-03-19 22:34:02] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Slime at X= -10177, Y= 63, Z= 4114
[2024-03-19 22:41:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -10288, Y= 64, Z= 4092
[2024-03-19 22:45:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -10412, Y= 71, Z= 4422
[2024-03-19 22:48:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -10953, Y= 68, Z= 4847
[2024-03-19 22:48:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -10959, Y= 69, Z= 4852
[2024-03-19 22:48:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -10950, Y= 68, Z= 4851
[2024-03-19 22:52:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11400, Y= 64, Z= 5124
[2024-03-19 22:52:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11409, Y= 70, Z= 5125
[2024-03-19 22:52:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11412, Y= 70, Z= 5127
[2024-03-19 22:52:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11419, Y= 70, Z= 5120
[2024-03-19 22:52:58] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11485, Y= 68, Z= 5167
[2024-03-19 22:53:00] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11491, Y= 69, Z= 5172
[2024-03-19 22:53:01] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11490, Y= 69, Z= 5171
[2024-03-19 22:53:03] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -11495, Y= 70, Z= 5165
[2024-03-20 00:08:49] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= 9987, Y= 67, Z= -10004
[2024-03-20 00:22:21] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Chicken at X= -437, Y= 74, Z= 269
[2024-03-20 00:23:56] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= -381, Y= 66, Z= 245
[2024-03-20 00:25:46] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Rabbit at X= -194, Y= 62, Z= 131
[2024-03-20 00:42:43] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -539, Y= 64, Z= 293
[2024-03-20 00:42:46] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -542, Y= 64, Z= 288
[2024-03-20 00:42:51] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -546, Y= 64, Z= 272
[2024-03-20 00:42:55] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -555, Y= 64, Z= 259
[2024-03-20 00:42:58] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -555, Y= 65, Z= 253
[2024-03-20 00:43:11] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -556, Y= 62, Z= 292
[2024-03-20 00:43:14] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -551, Y= 64, Z= 295
[2024-03-20 00:43:22] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -563, Y= 68, Z= 308
[2024-03-20 00:43:25] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Donkey at X= -562, Y= 66, Z= 319
[2024-03-20 00:43:34] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -555, Y= 66, Z= 296
[2024-03-20 00:43:40] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -545, Y= 67, Z= 290
[2024-03-20 00:43:49] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -544, Y= 68, Z= 297
[2024-03-20 00:44:15] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -533, Y= 70, Z= 277
[2024-03-20 00:44:45] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Pig at X= -222, Y= 70, Z= 129
[2024-03-20 00:45:05] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -226, Y= 70, Z= 141
[2024-03-20 00:48:05] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -614, Y= 68, Z= 269
[2024-03-20 00:48:09] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Spider at X= -615, Y= 68, Z= 270
[2024-03-20 00:48:09] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Spider at X= -607, Y= 68, Z= 272
[2024-03-20 00:48:13] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -554, Y= 68, Z= 270
[2024-03-20 00:48:33] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -548, Y= 64, Z= 295
[2024-03-20 00:48:43] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -543, Y= 65, Z= 275
[2024-03-20 00:49:00] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Witch at X= -558, Y= 63, Z= 288
[2024-03-20 00:50:16] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -574, Y= 65, Z= 265
[2024-03-20 00:50:18] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -579, Y= 65, Z= 258
[2024-03-20 00:50:24] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -575, Y= 65, Z= 250
[2024-03-20 00:50:26] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -579, Y= 65, Z= 247
[2024-03-20 00:50:28] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -580, Y= 65, Z= 246
[2024-03-20 00:50:36] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -573, Y= 65, Z= 261
[2024-03-20 00:50:44] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -555, Y= 65, Z= 242
[2024-03-20 00:50:48] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Horse at X= -551, Y= 67, Z= 240
[2024-03-20 00:51:30] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= 758, Y= 65, Z= 182
[2024-03-20 00:51:33] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= 759, Y= 65, Z= 180
[2024-03-20 00:51:36] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= 763, Y= 64, Z= 183
[2024-03-20 00:51:54] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 762, Y= 65, Z= 186
[2024-03-20 00:51:57] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 755, Y= 65, Z= 186
[2024-03-20 00:52:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -568, Y= 68, Z= 267
[2024-03-20 00:52:53] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Cow at X= 893, Y= 65, Z= 148
[2024-03-20 00:52:53] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Cow at X= 894, Y= 64, Z= 149
[2024-03-20 00:52:59] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Cow at X= 894, Y= 65, Z= 148
[2024-03-20 00:53:05] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Cow at X= 896, Y= 67, Z= 140
[2024-03-20 00:53:43] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Squid at X= 932, Y= 62, Z= 139
[2024-03-20 01:08:16] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain NezukoChan at X= 1800, Y= 62, Z= 291
[2024-03-20 01:08:37] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= 1800, Y= 62, Z= 293
[2024-03-20 01:14:08] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain NezukoChan at X= -605, Y= 68, Z= 389
[2024-03-20 01:14:44] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -651, Y= 70, Z= 406
[2024-03-20 01:17:33] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Chicken at X= -689, Y= 66, Z= 462
[2024-03-20 01:17:43] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= -690, Y= 67, Z= 463
[2024-03-20 01:22:03] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain NezukoChan at X= 1803, Y= 37, Z= 288
[2024-03-20 01:27:26] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain NezukoChan at X= 1801, Y= 39, Z= 289
[2024-03-20 01:27:31] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= 1803, Y= 38, Z= 288
[2024-03-20 01:38:18] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 73, Y= 58, Z= -3
[2024-03-20 01:39:07] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 53, Y= 62, Z= 20
[2024-03-20 01:39:11] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 63, Y= 62, Z= 23
[2024-03-20 01:39:18] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 65, Y= 60, Z= 34
[2024-03-20 01:39:19] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 64, Y= 61, Z= 27
[2024-03-20 01:39:19] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 65, Y= 61, Z= 28
[2024-03-20 01:39:24] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 62, Y= 57, Z= 47
[2024-03-20 01:39:36] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 60, Y= 60, Z= 43
[2024-03-20 01:40:59] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= 1795, Y= 62, Z= 286
[2024-03-20 01:41:14] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 72, Y= 61, Z= 12
[2024-03-20 01:41:27] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 47, Y= 63, Z= 21
[2024-03-20 01:42:32] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 65, Y= 60, Z= -5
[2024-03-20 01:42:54] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 61, Y= 61, Z= 33
[2024-03-20 01:43:03] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 54, Y= 62, Z= 31
[2024-03-20 01:44:17] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 47, Y= 62, Z= 26
[2024-03-20 01:44:44] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 55, Y= 62, Z= 30
[2024-03-20 01:45:39] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 11, Y= 59, Z= -3
[2024-03-20 11:23:26] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Creeper at X= -408, Y= 69, Z= -483
[2024-03-20 11:48:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2581, Y= 64, Z= 602
[2024-03-20 11:48:18] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2580, Y= 64, Z= 604
[2024-03-20 11:48:20] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2578, Y= 64, Z= 606
[2024-03-20 11:52:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2548, Y= 63, Z= 599
[2024-03-20 11:52:10] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -2550, Y= 62, Z= 601
[2024-03-20 11:54:11] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2829, Y= 81, Z= 647
