[2024-03-21 19:46:43] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain astronomy at X= -1551, Y= 69, Z= -122
[2024-03-24 02:03:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 27, Z= 4102
[2024-03-24 02:04:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 29, Z= 4101
[2024-03-24 02:04:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 29, Z= 4101
[2024-03-24 02:04:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 29, Z= 4102
[2024-03-24 02:05:02] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 29, Z= 4101
[2024-03-24 02:05:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4102
[2024-03-24 02:07:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4101
[2024-03-24 02:07:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4100
[2024-03-24 02:07:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 28, Z= 4101
[2024-03-24 02:08:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 28, Z= 4100
[2024-03-24 02:08:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-24 02:08:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:08:57] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4101
[2024-03-24 02:08:59] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4100
[2024-03-24 02:09:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9961, Y= 28, Z= 4102
[2024-03-24 02:10:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4100
[2024-03-24 02:11:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4101
[2024-03-24 02:11:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9961, Y= 28, Z= 4102
[2024-03-24 02:11:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4102
[2024-03-24 02:11:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4102
[2024-03-24 02:11:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:11:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 02:11:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4101
[2024-03-24 02:11:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500003, Y= 22, Z= 48390
[2024-03-24 02:11:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500003, Y= 22, Z= 48387
[2024-03-24 02:12:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500002, Y= 22, Z= 48389
[2024-03-24 02:12:09] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500002, Y= 22, Z= 48385
[2024-03-24 02:12:09] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500002, Y= 22, Z= 48383
[2024-03-24 02:12:42] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500003, Y= 22, Z= 48389
[2024-03-24 02:12:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500003, Y= 22, Z= 48385
[2024-03-24 02:12:53] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500003, Y= 22, Z= 48390
[2024-03-24 02:15:08] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9961, Y= 28, Z= 4101
[2024-03-24 02:15:09] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4101
[2024-03-24 02:15:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-24 02:15:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4102
[2024-03-24 02:15:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:15:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 30, Z= 4101
[2024-03-24 02:15:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 30, Z= 4102
[2024-03-24 02:15:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4101
[2024-03-24 02:15:57] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:16:05] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 28, Z= 4102
[2024-03-24 02:16:05] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:16:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9963, Y= 28, Z= 4100
[2024-03-24 02:16:51] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 02:16:52] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 28, Z= 4101
[2024-03-24 02:17:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4103
[2024-03-24 02:17:08] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4102
[2024-03-24 02:18:02] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4102
[2024-03-24 02:18:03] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:18:04] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 28, Z= 4102
[2024-03-24 02:18:05] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4100
[2024-03-24 02:22:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -10190, Y= 64, Z= 4149
[2024-03-24 02:32:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:33:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-24 02:33:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4100
[2024-03-24 02:33:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4101
[2024-03-24 02:33:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4100
[2024-03-24 02:33:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4102
[2024-03-24 02:33:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4100
[2024-03-24 02:34:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 02:34:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4100
[2024-03-24 02:34:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4102
[2024-03-24 02:35:11] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:35:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:35:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:35:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:36:10] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:36:10] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:36:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 02:36:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 02:55:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -10193, Y= 64, Z= 4136
[2024-03-24 03:02:58] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-24 03:02:59] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4100
[2024-03-24 03:03:02] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4102
[2024-03-24 03:03:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4101
[2024-03-24 03:03:29] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4100
[2024-03-24 03:03:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 30, Z= 4101
[2024-03-24 03:03:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 30, Z= 4101
[2024-03-24 03:03:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4101
[2024-03-24 03:10:00] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9961, Y= 28, Z= 4099
[2024-03-24 03:10:00] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9961, Y= 28, Z= 4100
[2024-03-24 03:10:02] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9962, Y= 28, Z= 4101
[2024-03-24 03:10:03] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4102
[2024-03-24 03:10:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4101
[2024-03-24 03:10:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-24 03:10:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9960, Y= 28, Z= 4102
[2024-03-24 03:10:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 03:10:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 30, Z= 4102
[2024-03-24 03:11:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:11:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:11:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:11:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:11:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:11:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:11:51] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:12:01] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1537, Y= 50, Z= -118
[2024-03-24 03:13:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:48] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:13:48] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:13:49] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:49] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:52] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:52] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:53] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:13:54] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:13:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:14:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1535, Y= 50, Z= -118
[2024-03-24 03:14:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:14:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:14:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:14:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:14:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:14:48] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 03:14:49] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:15:08] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 03:15:11] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 11:48:32] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Squid at X= -602, Y= 61, Z= 209
[2024-03-24 11:48:42] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Squid at X= -594, Y= 62, Z= 193
[2024-03-24 11:48:59] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cow at X= -574, Y= 69, Z= 213
[2024-03-24 11:49:06] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -567, Y= 68, Z= 211
[2024-03-24 11:51:01] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9956, Y= 28, Z= 4101
[2024-03-24 11:51:20] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9962, Y= 28, Z= 4101
[2024-03-24 11:51:55] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 11:52:04] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 28, Z= 4102
[2024-03-24 11:52:29] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9961, Y= 28, Z= 4100
[2024-03-24 11:52:41] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 11:54:25] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-24 11:54:26] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4102
[2024-03-24 11:54:27] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 11:54:33] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9961, Y= 28, Z= 4101
[2024-03-24 11:54:38] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9956, Y= 28, Z= 4100
[2024-03-24 11:55:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-24 11:55:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 11:55:48] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4102
[2024-03-24 11:56:10] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4102
[2024-03-24 11:56:12] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-24 11:56:20] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 11:56:49] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-24 11:57:05] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 30, Z= 4100
[2024-03-24 11:57:07] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 28, Z= 4102
[2024-03-24 11:57:32] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9960, Y= 28, Z= 4100
[2024-03-24 11:57:33] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-24 11:57:34] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 28, Z= 4100
[2024-03-24 11:57:54] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-24 11:57:55] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 28, Z= 4100
[2024-03-24 11:59:07] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9962, Y= 28, Z= 4100
[2024-03-24 11:59:15] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9956, Y= 28, Z= 4101
[2024-03-24 11:59:15] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4100
[2024-03-24 11:59:16] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-24 11:59:17] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cave Spider at X= -9959, Y= 28, Z= 4100
[2024-03-24 11:59:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 11:59:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 12:00:00] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 12:00:01] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 12:00:15] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1535, Y= 50, Z= -118
[2024-03-24 12:00:17] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 12:00:18] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 12:00:40] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-24 12:00:41] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-24 12:00:48] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -1534, Y= 51, Z= -117
