[2024-03-27 13:43:10] [world] The Player <Milk_Frog> has picked 1 of RED_ROSE at X= -606, Y= 68, Z= 250 that had [] enchantment(s) |  
[2024-03-27 23:43:38] [world] The Player <GolemDaWanderer> has picked 1 of SAND at X= -499, Y= 55, Z= 386 that had [] enchantment(s) |  
[2024-03-27 23:45:42] [world_the_end] The Player <Feathery> has picked 1 of GOLDEN_APPLE at X= -11, Y= 59, Z= 12 that had [] enchantment(s) |  
[2024-03-27 23:45:42] [world_nether] The Player <Heinrich_Himmler> has picked 1 of IRON_BARDING at X= -52, Y= 76, Z= -9 that had [] enchantment(s) | §eMP7§e ▪ «30»
[2024-03-27 23:46:05] [world_the_end] The Player <NezukoChan> has picked 1 of GOLDEN_APPLE at X= -12, Y= 59, Z= 24 that had [] enchantment(s) |  
[2024-03-27 23:46:52] [world] The Player <xcpc> has picked 1 of SAND at X= -456, Y= 71, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:46:58] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -455, Y= 71, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:46:59] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 72, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:47:00] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 71, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:48:05] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 72, Z= 256 that had [] enchantment(s) |  
[2024-03-27 23:48:05] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 71, Z= 256 that had [] enchantment(s) |  
[2024-03-27 23:48:15] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -453, Y= 71, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:48:17] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 72, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:48:18] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 71, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:48:19] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 72, Z= 256 that had [] enchantment(s) |  
[2024-03-27 23:48:19] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 71, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:48:25] [world] The Player <xcpc> has picked 6 of SANDSTONE at X= -453, Y= 71, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:48:51] [world_the_end] The Player <Feathery> has picked 1 of MONSTER_EGG at X= -165, Y= 99, Z= 41 that had [] enchantment(s) |  
[2024-03-27 23:49:26] [world] The Player <xcpc> has picked 1 of SAND at X= -456, Y= 71, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:49:30] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -456, Y= 73, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:50:00] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 71, Z= 255 that had [] enchantment(s) |  
[2024-03-27 23:50:01] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 71, Z= 256 that had [] enchantment(s) |  
[2024-03-27 23:50:04] [world] The Player <xcpc> has picked 3 of SANDSTONE at X= -453, Y= 72, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:50:05] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 72, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:50:05] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 72, Z= 256 that had [] enchantment(s) |  
[2024-03-27 23:50:10] [world] The Player <xcpc> has picked 5 of SANDSTONE at X= -451, Y= 71, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:50:11] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 71, Z= 256 that had [] enchantment(s) |  
[2024-03-27 23:50:19] [world] The Player <xcpc> has picked 3 of SANDSTONE at X= -451, Y= 71, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:50:25] [world] The Player <xcpc> has picked 6 of SANDSTONE at X= -452, Y= 71, Z= 253 that had [] enchantment(s) |  
[2024-03-27 23:50:49] [world] The Player <xcpc> has picked 1 of TORCH at X= -454, Y= 71, Z= 254 that had [] enchantment(s) |  
[2024-03-27 23:52:46] [world] The Player <Heinrich_Himmler> has picked 1 of PORK at X= -689, Y= 73, Z= 276 that had [] enchantment(s) |  
[2024-03-27 23:53:09] [world] The Player <Heinrich_Himmler> has picked 1 of RAW_CHICKEN at X= -737, Y= 66, Z= 238 that had [] enchantment(s) |  
[2024-03-27 23:53:10] [world] The Player <xcpc> has picked 1 of SAND at X= -456, Y= 71, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:53:20] [world] The Player <Heinrich_Himmler> has picked 1 of RABBIT_HIDE at X= -745, Y= 66, Z= 216 that had [] enchantment(s) |  
[2024-03-27 23:53:24] [world] The Player <Heinrich_Himmler> has picked 1 of FEATHER at X= -743, Y= 67, Z= 208 that had [] enchantment(s) |  
[2024-03-27 23:53:25] [world] The Player <Heinrich_Himmler> has picked 1 of RAW_CHICKEN at X= -743, Y= 67, Z= 207 that had [] enchantment(s) |  
[2024-03-27 23:54:20] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -713, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:20] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -713, Y= 65, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:21] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -714, Y= 64, Z= 210 that had [] enchantment(s) |  
[2024-03-27 23:54:22] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -714, Y= 65, Z= 208 that had [] enchantment(s) |  
[2024-03-27 23:54:22] [world] The Player <Heinrich_Himmler> has picked 1 of REDSTONE_BLOCK at X= -715, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:24] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -716, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:26] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -717, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:26] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -718, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:26] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -455, Y= 72, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:27] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -456, Y= 71, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:27] [world] The Player <Heinrich_Himmler> has picked 4 of POWERED_RAIL at X= -718, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:28] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -455, Y= 70, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:28] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -719, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:29] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 71, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:30] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 70, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:30] [world] The Player <Heinrich_Himmler> has picked 2 of DIRT at X= -720, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:30] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 69, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:31] [world] The Player <Heinrich_Himmler> has picked 2 of POWERED_RAIL at X= -721, Y= 65, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:31] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 70, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:32] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 69, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:32] [world] The Player <Heinrich_Himmler> has picked 2 of DIRT at X= -721, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:33] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -722, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:34] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 68, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:34] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -722, Y= 65, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:34] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -722, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:35] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -452, Y= 69, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:36] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -723, Y= 66, Z= 210 that had [] enchantment(s) |  
[2024-03-27 23:54:36] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 68, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:37] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -452, Y= 67, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:37] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -723, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:37] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -724, Y= 66, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:38] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -724, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:38] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 68, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:38] [world] The Player <Heinrich_Himmler> has picked 1 of REDSTONE_BLOCK at X= -723, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:38] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -725, Y= 66, Z= 208 that had [] enchantment(s) |  
[2024-03-27 23:54:39] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 67, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:39] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 66, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:39] [world] The Player <Heinrich_Himmler> has picked 1 of RAILS at X= -725, Y= 66, Z= 208 that had [] enchantment(s) |  
[2024-03-27 23:54:39] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -724, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:40] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 67, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:40] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -725, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:41] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 66, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:42] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -726, Y= 65, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:54:42] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 65, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:43] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 65, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:44] [world] The Player <Heinrich_Himmler> has picked 1 of SEEDS at X= -727, Y= 66, Z= 210 that had [] enchantment(s) |  
[2024-03-27 23:54:44] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -449, Y= 65, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:45] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -449, Y= 64, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:49] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 65, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:49] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 64, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:50] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 63, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:52] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 63, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:52] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 63, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:53] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 62, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:54:55] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 63, Z= 243 that had [] enchantment(s) |  
[2024-03-27 23:54:57] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 62, Z= 243 that had [] enchantment(s) |  
[2024-03-27 23:54:59] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 63, Z= 243 that had [] enchantment(s) |  
[2024-03-27 23:55:00] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 63, Z= 244 that had [] enchantment(s) |  
[2024-03-27 23:55:04] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -714, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:04] [world] The Player <xcpc> has picked 4 of SANDSTONE at X= -448, Y= 62, Z= 242 that had [] enchantment(s) |  
[2024-03-27 23:55:05] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -715, Y= 63, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:06] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 61, Z= 242 that had [] enchantment(s) |  
[2024-03-27 23:55:06] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 61, Z= 242 that had [] enchantment(s) |  
[2024-03-27 23:55:08] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -446, Y= 62, Z= 242 that had [] enchantment(s) |  
[2024-03-27 23:55:10] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -446, Y= 61, Z= 242 that had [] enchantment(s) |  
[2024-03-27 23:55:11] [world] The Player <GolemDaWanderer> has picked 2 of ROTTEN_FLESH at X= -553, Y= 65, Z= 294 that had [] enchantment(s) |  
[2024-03-27 23:55:12] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 62, Z= 241 that had [] enchantment(s) |  
[2024-03-27 23:55:19] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -724, Y= 66, Z= 208 that had [] enchantment(s) |  
[2024-03-27 23:55:19] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -725, Y= 65, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:20] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -725, Y= 64, Z= 208 that had [] enchantment(s) |  
[2024-03-27 23:55:23] [world] The Player <GolemDaWanderer> has picked 2 of ROTTEN_FLESH at X= -553, Y= 63, Z= 287 that had [] enchantment(s) |  
[2024-03-27 23:55:30] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -726, Y= 66, Z= 207 that had [] enchantment(s) |  
[2024-03-27 23:55:30] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -725, Y= 66, Z= 206 that had [] enchantment(s) |  
[2024-03-27 23:55:43] [world] The Player <Heinrich_Himmler> has picked 1 of RAILS at X= -725, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:44] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -725, Y= 63, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:50] [world] The Player <Heinrich_Himmler> has picked 1 of RAILS at X= -724, Y= 64, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:52] [world] The Player <Heinrich_Himmler> has picked 1 of REDSTONE_BLOCK at X= -725, Y= 63, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:53] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -725, Y= 63, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:55:53] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -724, Y= 63, Z= 209 that had [] enchantment(s) |  
[2024-03-27 23:56:55] [world_the_end] The Player <Feathery> has picked 1 of ROTTEN_FLESH at X= 26, Y= 58, Z= 71 that had [] enchantment(s) |  
[2024-03-27 23:56:55] [world_the_end] The Player <Feathery> has picked 1 of GOLD_NUGGET at X= 25, Y= 58, Z= 69 that had [] enchantment(s) |  
[2024-03-28 00:00:02] [world] The Player <Tester> has picked 1 of IRON_BARDING at X= -573, Y= 69, Z= 319 that had [] enchantment(s) | §eMP7§e ▪ «30»
[2024-03-28 00:00:25] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_BARDING at X= -572, Y= 69, Z= 318 that had [] enchantment(s) | §eMP7§e ▪ «30»
[2024-03-28 00:00:38] [world] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= -579, Y= 69, Z= 316 that had [] enchantment(s) |  
[2024-03-28 00:02:24] [world_the_end] The Player <NezukoChan> has picked 1 of IRON_BARDING at X= 99, Y= 49, Z= -1 that had [] enchantment(s) | §eMP7§e ▪ «30»
[2024-03-28 00:02:51] [world_the_end] The Player <Tester> has picked 1 of IRON_BARDING at X= 99, Y= 49, Z= 2 that had [] enchantment(s) | §eMP7§e ▪ «30»
[2024-03-28 00:08:36] [world] The Player <NezukoChan> has picked 1 of ENDER_CHEST at X= -550, Y= 64, Z= 322 that had [] enchantment(s) |  
[2024-03-28 00:13:14] [world] The Player <NezukoChan> has picked 2 of ARROW at X= -516, Y= 67, Z= 348 that had [] enchantment(s) |  
[2024-03-28 00:15:14] [world_nether] The Player <Heinrich_Himmler> has picked 3 of CACTUS at X= -5, Y= 58, Z= -1 that had [] enchantment(s) |  
[2024-03-28 00:18:06] [world] The Player <NezukoChan> has picked 1 of ARROW at X= -703, Y= 67, Z= 325 that had [] enchantment(s) |  
[2024-03-28 00:18:06] [world] The Player <NezukoChan> has picked 5 of BONE at X= -704, Y= 67, Z= 325 that had [] enchantment(s) |  
[2024-03-28 00:18:15] [world_nether] The Player <Heinrich_Himmler> has picked 2 of ROTTEN_FLESH at X= 27, Y= 36, Z= 74 that had [] enchantment(s) |  
[2024-03-28 00:18:29] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 83, Y= 47, Z= 81 that had [] enchantment(s) |  
[2024-03-28 00:18:30] [world_nether] The Player <Heinrich_Himmler> has picked 6 of NETHERRACK at X= 86, Y= 47, Z= 81 that had [] enchantment(s) |  
[2024-03-28 00:18:31] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 88, Y= 48, Z= 81 that had [] enchantment(s) |  
[2024-03-28 00:18:37] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 87, Y= 50, Z= 77 that had [] enchantment(s) |  
[2024-03-28 00:18:49] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 88, Y= 51, Z= 66 that had [] enchantment(s) |  
[2024-03-28 00:18:50] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 93, Y= 51, Z= 61 that had [] enchantment(s) |  
[2024-03-28 00:18:51] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 92, Y= 51, Z= 60 that had [] enchantment(s) |  
[2024-03-28 00:19:21] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 203, Y= 53, Z= 64 that had [] enchantment(s) |  
[2024-03-28 00:19:21] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 202, Y= 53, Z= 65 that had [] enchantment(s) |  
[2024-03-28 00:19:26] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 207, Y= 55, Z= 72 that had [] enchantment(s) |  
[2024-03-28 00:19:34] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 207, Y= 55, Z= 76 that had [] enchantment(s) |  
[2024-03-28 00:20:36] [world] The Player <NezukoChan> has picked 2 of FENCE at X= -615, Y= 68, Z= 315 that had [] enchantment(s) |  
[2024-03-28 00:23:58] [world] The Player <NezukoChan> has picked 1 of BLAZE_ROD at X= -728, Y= 61, Z= 315 that had [] enchantment(s) |  
[2024-03-28 00:24:41] [world] The Player <Tester> has picked 1 of POTION at X= -524, Y= 68, Z= 285 that had [] enchantment(s) |  
[2024-03-28 00:25:00] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -702, Y= 66, Z= 326 that had [] enchantment(s) |  
[2024-03-28 00:25:50] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -448, Y= 61, Z= 241 that had [] enchantment(s) |  
[2024-03-28 00:25:52] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 62, Z= 240 that had [] enchantment(s) |  
[2024-03-28 00:25:53] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -448, Y= 61, Z= 240 that had [] enchantment(s) |  
[2024-03-28 00:25:55] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -448, Y= 61, Z= 240 that had [] enchantment(s) |  
[2024-03-28 00:25:56] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -448, Y= 61, Z= 240 that had [] enchantment(s) |  
[2024-03-28 00:25:59] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -445, Y= 62, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:26:00] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 61, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:26:01] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 60, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:26:06] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 61, Z= 243 that had [] enchantment(s) |  
[2024-03-28 00:26:08] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 60, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:26:08] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 61, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:26:09] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 60, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:26:10] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -444, Y= 61, Z= 243 that had [] enchantment(s) |  
[2024-03-28 00:26:10] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 60, Z= 243 that had [] enchantment(s) |  
[2024-03-28 00:26:23] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 61, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:26:23] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:26:24] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -444, Y= 61, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:26:25] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:27:05] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 61, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:27:06] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:27:07] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:27:08] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:27:09] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:27:09] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 60, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:27:14] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -444, Y= 59, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:27:16] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -444, Y= 59, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:28:08] [world] The Player <NezukoChan> has picked 1 of DIAMOND_SWORD at X= -521, Y= 57, Z= 282 that had [Sharpness 5, Unbreaking 3, Knockback 2, Fire Aspect 2, Looting 3] enchantment(s) | Abyssal Fury
[2024-03-28 00:28:41] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -443, Y= 60, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:28:43] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -442, Y= 59, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:28:44] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 60, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:28:45] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 59, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:28:47] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -443, Y= 59, Z= 246 that had [] enchantment(s) |  
[2024-03-28 00:28:47] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 59, Z= 246 that had [] enchantment(s) |  
[2024-03-28 00:28:48] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 58, Z= 246 that had [] enchantment(s) |  
[2024-03-28 00:28:49] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 58, Z= 246 that had [] enchantment(s) |  
[2024-03-28 00:28:50] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 58, Z= 246 that had [] enchantment(s) |  
[2024-03-28 00:28:51] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 58, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:28:51] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 58, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:28:52] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 58, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:28:53] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 58, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:28:54] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 58, Z= 245 that had [] enchantment(s) |  
[2024-03-28 00:29:00] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 58, Z= 244 that had [] enchantment(s) |  
