[2024-03-20 19:10:05] [world] The Player <NezukoChan> has picked 1 of WOOL at X= -10241, Y= 64, Z= 4090 that had [] enchantment(s) |  
[2024-03-21 11:15:20] [world] The Player <ACE> has picked 1 of SAND at X= -597, Y= 74, Z= 464 that had [] enchantment(s) |  
[2024-03-21 11:15:22] [world] The Player <ACE> has picked 1 of SAND at X= -597, Y= 73, Z= 464 that had [] enchantment(s) |  
[2024-03-21 11:15:25] [world] The Player <ACE> has picked 2 of SAND at X= -597, Y= 73, Z= 465 that had [] enchantment(s) |  
[2024-03-21 11:15:39] [world] The Player <ACE> has picked 1 of SAND at X= -597, Y= 74, Z= 463 that had [] enchantment(s) |  
[2024-03-21 11:15:52] [world] The Player <qwerty> has picked 2 of DIRT at X= -634, Y= 63, Z= -807 that had [] enchantment(s) |  
[2024-03-21 11:15:59] [world] The Player <qwerty> has picked 4 of DIRT at X= -636, Y= 63, Z= -807 that had [] enchantment(s) |  
[2024-03-21 11:16:00] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10075, Y= 22, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:01] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10075, Y= 21, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:01] [world] The Player <qwerty> has picked 4 of DIRT at X= -638, Y= 63, Z= -807 that had [] enchantment(s) |  
[2024-03-21 11:16:02] [world] The Player <Clownpierce> has picked 1 of COAL at X= -10075, Y= 19, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:12] [world] The Player <Clownpierce> has picked 1 of IRON_ORE at X= -10084, Y= 17, Z= 4081 that had [] enchantment(s) |  
[2024-03-21 11:16:12] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10083, Y= 17, Z= 4081 that had [] enchantment(s) |  
[2024-03-21 11:16:14] [world] The Player <Clownpierce> has picked 1 of IRON_ORE at X= -10083, Y= 17, Z= 4081 that had [] enchantment(s) |  
[2024-03-21 11:16:23] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10096, Y= 19, Z= 4085 that had [] enchantment(s) |  
[2024-03-21 11:16:24] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10096, Y= 18, Z= 4085 that had [] enchantment(s) |  
[2024-03-21 11:16:26] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10096, Y= 19, Z= 4086 that had [] enchantment(s) |  
[2024-03-21 11:16:27] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10096, Y= 18, Z= 4086 that had [] enchantment(s) |  
[2024-03-21 11:16:28] [world] The Player <Clownpierce> has picked 1 of GRAVEL at X= -10096, Y= 18, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:30] [world] The Player <Clownpierce> has picked 1 of GRAVEL at X= -10096, Y= 19, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:31] [world] The Player <Clownpierce> has picked 1 of GRAVEL at X= -10096, Y= 19, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:32] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10096, Y= 18, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:33] [world] The Player <Clownpierce> has picked 1 of GRAVEL at X= -10096, Y= 19, Z= 4086 that had [] enchantment(s) |  
[2024-03-21 11:16:35] [world] The Player <Clownpierce> has picked 1 of GRAVEL at X= -10096, Y= 19, Z= 4087 that had [] enchantment(s) |  
[2024-03-21 11:16:47] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10067, Y= 17, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:48] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10067, Y= 16, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:49] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10067, Y= 15, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:50] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10067, Y= 14, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:51] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10067, Y= 13, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:52] [world] The Player <Clownpierce> has picked 1 of COAL at X= -10067, Y= 12, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:54] [world] The Player <Clownpierce> has picked 1 of COAL at X= -10067, Y= 11, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:54] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10067, Y= 10, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:16:58] [world] The Player <Clownpierce> has picked 1 of COAL at X= -10067, Y= 11, Z= 4088 that had [] enchantment(s) |  
[2024-03-21 11:17:00] [world] The Player <Clownpierce> has picked 1 of COAL at X= -10068, Y= 11, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:17:02] [world] The Player <Clownpierce> has picked 1 of COAL at X= -10067, Y= 11, Z= 4088 that had [] enchantment(s) |  
[2024-03-21 11:17:11] [world] The Player <Clownpierce> has picked 2 of COBBLESTONE at X= -10069, Y= 10, Z= 4088 that had [] enchantment(s) |  
[2024-03-21 11:17:11] [world] The Player <Clownpierce> has picked 3 of COAL at X= -10069, Y= 11, Z= 4088 that had [] enchantment(s) |  
[2024-03-21 11:17:12] [world] The Player <Clownpierce> has picked 1 of STONE at X= -10066, Y= 11, Z= 4089 that had [] enchantment(s) |  
[2024-03-21 11:17:16] [world] The Player <Clownpierce> has picked 1 of COBBLESTONE at X= -10068, Y= 10, Z= 4088 that had [] enchantment(s) |  
[2024-03-21 11:17:57] [world] The Player <Clownpierce> has picked 1 of DOUBLE_PLANT at X= -10181, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-21 11:18:03] [world_nether] The Player <qwerty> has picked 11 of BLAZE_ROD at X= -146, Y= 69, Z= -98 that had [] enchantment(s) |  
[2024-03-21 11:18:26] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -132, Y= 70, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:18:38] [world] The Player <Dave_TheCoolGuy> has picked 3 of COBBLESTONE at X= -715, Y= 67, Z= 296 that had [] enchantment(s) |  
[2024-03-21 11:18:47] [world] The Player <Clownpierce> has picked 1 of STONE_PICKAXE at X= -10232, Y= 63, Z= 4016 that had [] enchantment(s) |  
[2024-03-21 11:18:59] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -129, Y= 71, Z= -83 that had [] enchantment(s) |  
[2024-03-21 11:19:00] [world] The Player <Clownpierce> has picked 1 of SEEDS at X= -10272, Y= 64, Z= 3996 that had [] enchantment(s) |  
[2024-03-21 11:19:23] [world] The Player <ACE> has picked 4 of SAND at X= -663, Y= 69, Z= 370 that had [] enchantment(s) |  
[2024-03-21 11:19:33] [world_nether] The Player <qwerty> has picked 6 of NETHERRACK at X= -152, Y= 70, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:19:34] [world_nether] The Player <qwerty> has picked 1 of NETHERRACK at X= -152, Y= 72, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:19:38] [world] The Player <Mudkips_Rule> has picked 1 of POTION at X= -1153, Y= 64, Z= -434 that had [] enchantment(s) |  
[2024-03-21 11:19:47] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_BOOTS at X= -687, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-21 11:19:50] [world_nether] The Player <qwerty> has picked 1 of NETHERRACK at X= -152, Y= 68, Z= -99 that had [] enchantment(s) |  
[2024-03-21 11:19:56] [world] The Player <Clownpierce> has picked 1 of IRON_BOOTS at X= -688, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-21 11:19:56] [world] The Player <Clownpierce> has picked 1 of IRON_HELMET at X= -687, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-21 11:19:56] [world] The Player <Clownpierce> has picked 1 of IRON_LEGGINGS at X= -687, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-21 11:19:56] [world] The Player <Clownpierce> has picked 1 of IRON_CHESTPLATE at X= -687, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-21 11:19:59] [world_nether] The Player <qwerty> has picked 8 of NETHERRACK at X= -172, Y= 67, Z= -102 that had [] enchantment(s) |  
[2024-03-21 11:20:01] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -175, Y= 66, Z= -102 that had [] enchantment(s) |  
[2024-03-21 11:20:01] [world_nether] The Player <qwerty> has picked 6 of NETHERRACK at X= -175, Y= 66, Z= -102 that had [] enchantment(s) |  
[2024-03-21 11:20:09] [world_nether] The Player <qwerty> has picked 1 of QUARTZ at X= -182, Y= 65, Z= -102 that had [] enchantment(s) |  
[2024-03-21 11:20:10] [world_nether] The Player <qwerty> has picked 2 of QUARTZ at X= -182, Y= 65, Z= -102 that had [] enchantment(s) |  
[2024-03-21 11:20:11] [world_nether] The Player <qwerty> has picked 3 of QUARTZ at X= -182, Y= 67, Z= -103 that had [] enchantment(s) |  
[2024-03-21 11:20:12] [world_nether] The Player <qwerty> has picked 1 of QUARTZ at X= -183, Y= 67, Z= -103 that had [] enchantment(s) |  
[2024-03-21 11:20:14] [world_nether] The Player <qwerty> has picked 6 of NETHERRACK at X= -182, Y= 65, Z= -102 that had [] enchantment(s) |  
[2024-03-21 11:20:15] [world_nether] The Player <qwerty> has picked 2 of QUARTZ at X= -183, Y= 67, Z= -103 that had [] enchantment(s) |  
[2024-03-21 11:20:19] [world_nether] The Player <qwerty> has picked 7 of QUARTZ at X= -182, Y= 66, Z= -104 that had [] enchantment(s) |  
[2024-03-21 11:20:20] [world_nether] The Player <qwerty> has picked 10 of NETHERRACK at X= -182, Y= 66, Z= -105 that had [] enchantment(s) |  
[2024-03-21 11:20:20] [world_nether] The Player <qwerty> has picked 1 of QUARTZ at X= -182, Y= 66, Z= -104 that had [] enchantment(s) |  
[2024-03-21 11:20:49] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -145, Y= 69, Z= -95 that had [] enchantment(s) |  
[2024-03-21 11:20:51] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -147, Y= 70, Z= -92 that had [] enchantment(s) |  
[2024-03-21 11:20:54] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -148, Y= 70, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:21:04] [world] The Player <ACE> has picked 1 of STRING at X= -705, Y= 66, Z= 266 that had [] enchantment(s) |  
[2024-03-21 11:21:37] [world] The Player <ACE> has picked 1 of SPIDER_EYE at X= -782, Y= 70, Z= 283 that had [] enchantment(s) |  
[2024-03-21 11:21:38] [world] The Player <ACE> has picked 1 of STRING at X= -782, Y= 70, Z= 283 that had [] enchantment(s) |  
[2024-03-21 11:22:14] [world] The Player <ACE> has picked 1 of COOKED_CHICKEN at X= -768, Y= 71, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:22:20] [world] The Player <Sword4001> has picked 2 of PORK at X= -566, Y= 68, Z= 274 that had [] enchantment(s) |  
[2024-03-21 11:22:26] [world] The Player <ACE> has picked 1 of COOKED_RABBIT at X= -787, Y= 68, Z= 240 that had [] enchantment(s) |  
[2024-03-21 11:22:38] [world] The Player <Dave_TheCoolGuy> has picked 1 of ENCHANTED_BOOK at X= -689, Y= 75, Z= 305 that had [] enchantment(s) |  
[2024-03-21 11:22:40] [world] The Player <ACE> has picked 3 of SAND at X= -770, Y= 64, Z= 234 that had [] enchantment(s) |  
[2024-03-21 11:22:42] [world] The Player <Clownpierce> has picked 1 of ENCHANTED_BOOK at X= -688, Y= 75, Z= 306 that had [] enchantment(s) |  
[2024-03-21 11:22:43] [world] The Player <ACE> has picked 2 of SAND at X= -769, Y= 64, Z= 237 that had [] enchantment(s) |  
[2024-03-21 11:22:48] [world] The Player <ACE> has picked 8 of SAND at X= -770, Y= 64, Z= 233 that had [] enchantment(s) |  
[2024-03-21 11:22:48] [world] The Player <ACE> has picked 1 of DIRT at X= -772, Y= 64, Z= 232 that had [] enchantment(s) |  
[2024-03-21 11:22:49] [world] The Player <ACE> has picked 1 of DIRT at X= -771, Y= 64, Z= 232 that had [] enchantment(s) |  
[2024-03-21 11:22:50] [world] The Player <ACE> has picked 1 of SAND at X= -769, Y= 64, Z= 231 that had [] enchantment(s) |  
[2024-03-21 11:22:57] [world] The Player <ACE> has picked 18 of SAND at X= -769, Y= 64, Z= 227 that had [] enchantment(s) |  
[2024-03-21 11:23:02] [world] The Player <ACE> has picked 2 of DIRT at X= -771, Y= 64, Z= 225 that had [] enchantment(s) |  
[2024-03-21 11:23:02] [world] The Player <Mudkips_Rule> has picked 2 of MELON at X= -1358, Y= 63, Z= -265 that had [] enchantment(s) |  
[2024-03-21 11:23:04] [world] The Player <ACE> has picked 2 of SAND at X= -767, Y= 64, Z= 226 that had [] enchantment(s) |  
[2024-03-21 11:23:41] [world] The Player <Clownpierce> has picked 1 of RED_ROSE at X= -695, Y= 68, Z= 336 that had [] enchantment(s) |  
[2024-03-21 11:23:47] [world] The Player <Clownpierce> has picked 1 of WOOL at X= -706, Y= 67, Z= 348 that had [] enchantment(s) |  
[2024-03-21 11:23:47] [world] The Player <Clownpierce> has picked 2 of MUTTON at X= -705, Y= 67, Z= 347 that had [] enchantment(s) |  
[2024-03-21 11:23:50] [world] The Player <Clownpierce> has picked 1 of SEEDS at X= -707, Y= 68, Z= 358 that had [] enchantment(s) |  
[2024-03-21 11:23:52] [world] The Player <Clownpierce> has picked 1 of WOOL at X= -704, Y= 68, Z= 357 that had [] enchantment(s) |  
[2024-03-21 11:23:52] [world] The Player <Clownpierce> has picked 2 of MUTTON at X= -704, Y= 68, Z= 358 that had [] enchantment(s) |  
[2024-03-21 11:23:58] [world] The Player <Clownpierce> has picked 1 of SEEDS at X= -712, Y= 67, Z= 370 that had [] enchantment(s) |  
[2024-03-21 11:24:04] [world] The Player <Clownpierce> has picked 2 of RED_ROSE at X= -732, Y= 67, Z= 363 that had [] enchantment(s) |  
[2024-03-21 11:24:04] [world] The Player <Clownpierce> has picked 1 of RED_ROSE at X= -735, Y= 67, Z= 361 that had [] enchantment(s) |  
[2024-03-21 11:24:05] [world] The Player <Clownpierce> has picked 2 of SEEDS at X= -737, Y= 67, Z= 361 that had [] enchantment(s) |  
[2024-03-21 11:24:08] [world] The Player <Clownpierce> has picked 1 of SEEDS at X= -746, Y= 66, Z= 358 that had [] enchantment(s) |  
[2024-03-21 11:24:24] [world] The Player <ACE> has picked 1 of DIRT at X= -770, Y= 63, Z= 253 that had [] enchantment(s) |  
[2024-03-21 11:24:25] [world] The Player <ACE> has picked 2 of DIRT at X= -771, Y= 63, Z= 253 that had [] enchantment(s) |  
[2024-03-21 11:24:32] [world] The Player <ACE> has picked 6 of DIRT at X= -773, Y= 62, Z= 242 that had [] enchantment(s) |  
[2024-03-21 11:24:36] [world] The Player <BigDickRandy> has picked 1 of SHEARS at X= -182, Y= 87, Z= 4283 that had [] enchantment(s) |  
[2024-03-21 11:24:45] [world] The Player <Helper> has picked 1 of IRON_HELMET at X= -1166, Y= 71, Z= -443 that had [Protection 3, Unbreaking 3, Respiration 3] enchantment(s) |  
[2024-03-21 11:24:53] [world] The Player <ACE> has picked 20 of DIRT at X= -771, Y= 63, Z= 254 that had [] enchantment(s) |  
[2024-03-21 11:24:59] [world] The Player <ACE> has picked 3 of DIRT at X= -770, Y= 65, Z= 257 that had [] enchantment(s) |  
[2024-03-21 11:25:09] [world] The Player <ACE> has picked 7 of DIRT at X= -770, Y= 65, Z= 257 that had [] enchantment(s) |  
[2024-03-21 11:25:27] [world] The Player <Helper> has picked 3 of RAW_BEEF at X= -1167, Y= 71, Z= -434 that had [] enchantment(s) |  
[2024-03-21 11:25:45] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -768, Y= 63, Z= 260 that had [] enchantment(s) |  
[2024-03-21 11:25:45] [world] The Player <ACE> has picked 4 of STONE at X= -770, Y= 63, Z= 260 that had [] enchantment(s) |  
[2024-03-21 11:25:45] [world] The Player <ACE> has picked 42 of COBBLESTONE at X= -771, Y= 63, Z= 259 that had [] enchantment(s) |  
[2024-03-21 11:25:46] [world] The Player <ACE> has picked 1 of DIRT at X= -771, Y= 63, Z= 258 that had [] enchantment(s) |  
[2024-03-21 11:25:55] [world] The Player <ACE> has picked 4 of COBBLESTONE at X= -766, Y= 63, Z= 259 that had [] enchantment(s) |  
[2024-03-21 11:25:56] [world] The Player <ACE> has picked 3 of COBBLESTONE at X= -766, Y= 63, Z= 259 that had [] enchantment(s) |  
[2024-03-21 11:25:58] [world] The Player <ACE> has picked 3 of COBBLESTONE at X= -766, Y= 63, Z= 259 that had [] enchantment(s) |  
[2024-03-21 11:25:59] [world] The Player <ACE> has picked 2 of COBBLESTONE at X= -766, Y= 63, Z= 258 that had [] enchantment(s) |  
[2024-03-21 11:26:00] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -766, Y= 63, Z= 258 that had [] enchantment(s) |  
[2024-03-21 11:26:00] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -765, Y= 63, Z= 258 that had [] enchantment(s) |  
[2024-03-21 11:26:01] [world] The Player <ACE> has picked 2 of COBBLESTONE at X= -765, Y= 63, Z= 256 that had [] enchantment(s) |  
[2024-03-21 11:26:02] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -765, Y= 63, Z= 257 that had [] enchantment(s) |  
[2024-03-21 11:26:03] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -766, Y= 63, Z= 256 that had [] enchantment(s) |  
[2024-03-21 11:26:04] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -765, Y= 64, Z= 256 that had [] enchantment(s) |  
[2024-03-21 11:26:06] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -764, Y= 63, Z= 257 that had [] enchantment(s) |  
[2024-03-21 11:26:06] [world] The Player <ACE> has picked 3 of COBBLESTONE at X= -764, Y= 63, Z= 258 that had [] enchantment(s) |  
[2024-03-21 11:26:12] [world_the_end] The Player <hi_> has picked 3 of ENDER_PEARL at X= 2, Y= 61, Z= -29 that had [] enchantment(s) |  
[2024-03-21 11:26:13] [world] The Player <ACE> has picked 3 of COBBLESTONE at X= -763, Y= 63, Z= 257 that had [] enchantment(s) |  
[2024-03-21 11:26:15] [world_the_end] The Player <BigDickRandy> has picked 1 of ENDER_PEARL at X= 49, Y= 62, Z= -2 that had [] enchantment(s) |  
[2024-03-21 11:26:20] [world] The Player <ACE> has picked 6 of COBBLESTONE at X= -766, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:21] [world] The Player <ACE> has picked 1 of STONE at X= -765, Y= 64, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:21] [world] The Player <ACE> has picked 1 of STONE at X= -765, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:22] [world] The Player <ACE> has picked 1 of STONE at X= -765, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:22] [world] The Player <ACE> has picked 10 of STONE at X= -764, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:23] [world] The Player <ACE> has picked 1 of STONE at X= -764, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:24] [world] The Player <ACE> has picked 1 of STONE at X= -764, Y= 63, Z= 261 that had [] enchantment(s) |  
[2024-03-21 11:26:24] [world] The Player <ACE> has picked 1 of STONE at X= -764, Y= 63, Z= 259 that had [] enchantment(s) |  
[2024-03-21 11:26:26] [world] The Player <ACE> has picked 1 of STONE at X= -763, Y= 63, Z= 260 that had [] enchantment(s) |  
[2024-03-21 11:26:27] [world] The Player <ACE> has picked 1 of STONE at X= -763, Y= 63, Z= 260 that had [] enchantment(s) |  
[2024-03-21 11:26:28] [world] The Player <ACE> has picked 2 of STONE at X= -763, Y= 63, Z= 260 that had [] enchantment(s) |  
[2024-03-21 11:26:28] [world] The Player <ACE> has picked 1 of STONE at X= -764, Y= 63, Z= 261 that had [] enchantment(s) |  
[2024-03-21 11:26:29] [world] The Player <ACE> has picked 1 of STONE at X= -763, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-21 11:26:30] [world] The Player <ACE> has picked 1 of STONE at X= -765, Y= 63, Z= 261 that had [] enchantment(s) |  
[2024-03-21 11:26:32] [world] The Player <ACE> has picked 1 of STONE at X= -764, Y= 63, Z= 261 that had [] enchantment(s) |  
[2024-03-21 11:26:33] [world] The Player <ACE> has picked 2 of COBBLESTONE at X= -766, Y= 63, Z= 261 that had [] enchantment(s) |  
[2024-03-21 11:27:07] [world_the_end] The Player <hi_> has picked 4 of ENDER_PEARL at X= -36, Y= 58, Z= -20 that had [] enchantment(s) |  
[2024-03-21 11:27:17] [world] The Player <Dave_TheCoolGuy> has picked 1 of BED at X= -696, Y= 77, Z= 314 that had [] enchantment(s) |  
[2024-03-21 11:27:27] [world] The Player <Sword4001> has picked 2 of FEATHER at X= -545, Y= 64, Z= 308 that had [] enchantment(s) |  
[2024-03-21 11:27:27] [world] The Player <Sword4001> has picked 1 of RAW_CHICKEN at X= -546, Y= 64, Z= 309 that had [] enchantment(s) |  
[2024-03-21 11:27:57] [world_the_end] The Player <hi_> has picked 2 of ENDER_PEARL at X= 23, Y= 57, Z= 49 that had [] enchantment(s) |  
[2024-03-21 11:28:09] [world_the_end] The Player <hi_> has picked 2 of ENDER_PEARL at X= 46, Y= 61, Z= 42 that had [] enchantment(s) |  
[2024-03-21 11:28:26] [world_the_end] The Player <hi_> has picked 1 of ENDER_PEARL at X= 45, Y= 62, Z= 11 that had [] enchantment(s) |  
[2024-03-21 11:28:56] [world] The Player <ACE> has picked 1 of DIRT at X= -770, Y= 61, Z= 251 that had [] enchantment(s) |  
[2024-03-21 11:29:10] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 2, Y= 59, Z= 1 that had [] enchantment(s) |  
[2024-03-21 11:29:11] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 2, Y= 59, Z= 2 that had [] enchantment(s) |  
[2024-03-21 11:29:12] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 4, Y= 59, Z= 0 that had [] enchantment(s) |  
[2024-03-21 11:29:15] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 3, Y= 60, Z= 2 that had [] enchantment(s) |  
[2024-03-21 11:29:18] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 2, Y= 59, Z= 7 that had [] enchantment(s) |  
[2024-03-21 11:29:19] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 1, Y= 59, Z= 7 that had [] enchantment(s) |  
[2024-03-21 11:29:20] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 0, Y= 59, Z= 8 that had [] enchantment(s) |  
[2024-03-21 11:29:21] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 0, Y= 60, Z= 8 that had [] enchantment(s) |  
[2024-03-21 11:29:25] [world_the_end] The Player <hi_> has picked 3 of COBBLESTONE at X= -6, Y= 59, Z= 7 that had [] enchantment(s) |  
[2024-03-21 11:29:25] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= -5, Y= 60, Z= 7 that had [] enchantment(s) |  
[2024-03-21 11:29:31] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= -11, Y= 59, Z= -4 that had [] enchantment(s) |  
[2024-03-21 11:29:36] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= -12, Y= 59, Z= -2 that had [] enchantment(s) |  
[2024-03-21 11:29:43] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -768, Y= 63, Z= 248 that had [] enchantment(s) |  
[2024-03-21 11:29:45] [world] The Player <ACE> has picked 1 of COBBLESTONE at X= -770, Y= 63, Z= 244 that had [] enchantment(s) |  
[2024-03-21 11:29:53] [world] The Player <Dave_TheCoolGuy> has picked 1 of EGG at X= -639, Y= 68, Z= 282 that had [] enchantment(s) |  
[2024-03-21 11:29:59] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= -12, Y= 62, Z= -4 that had [] enchantment(s) |  
[2024-03-21 11:30:07] [world] The Player <ACE> has picked 4 of SAND at X= -771, Y= 63, Z= 240 that had [] enchantment(s) |  
[2024-03-21 11:30:08] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= -12, Y= 60, Z= -5 that had [] enchantment(s) |  
[2024-03-21 11:30:09] [world] The Player <ACE> has picked 1 of SAND at X= -770, Y= 63, Z= 238 that had [] enchantment(s) |  
[2024-03-21 11:30:09] [world] The Player <ACE> has picked 2 of SAND at X= -770, Y= 63, Z= 239 that had [] enchantment(s) |  
[2024-03-21 11:30:14] [world] The Player <ACE> has picked 1 of SAND at X= -769, Y= 62, Z= 239 that had [] enchantment(s) |  
[2024-03-21 11:30:14] [world] The Player <ACE> has picked 1 of SAND at X= -769, Y= 62, Z= 238 that had [] enchantment(s) |  
[2024-03-21 11:30:14] [world] The Player <ACE> has picked 1 of SAND at X= -770, Y= 62, Z= 238 that had [] enchantment(s) |  
[2024-03-21 11:30:15] [world] The Player <ACE> has picked 3 of SAND at X= -771, Y= 62, Z= 239 that had [] enchantment(s) |  
[2024-03-21 11:30:16] [world] The Player <ACE> has picked 3 of SAND at X= -770, Y= 62, Z= 240 that had [] enchantment(s) |  
[2024-03-21 11:30:17] [world] The Player <ACE> has picked 2 of SAND at X= -770, Y= 62, Z= 242 that had [] enchantment(s) |  
[2024-03-21 11:30:18] [world_the_end] The Player <hi_> has picked 2 of COBBLESTONE at X= -2, Y= 59, Z= -9 that had [] enchantment(s) |  
[2024-03-21 11:30:18] [world] The Player <ACE> has picked 1 of SAND at X= -771, Y= 62, Z= 242 that had [] enchantment(s) |  
[2024-03-21 11:30:19] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= -3, Y= 60, Z= -9 that had [] enchantment(s) |  
[2024-03-21 11:30:21] [world_the_end] The Player <hi_> has picked 1 of COBBLESTONE at X= 0, Y= 60, Z= -6 that had [] enchantment(s) |  
[2024-03-21 11:30:35] [world] The Player <ACE> has picked 1 of LOG at X= -771, Y= 63, Z= 238 that had [] enchantment(s) |  
[2024-03-21 11:30:54] [world_the_end] The Player <hi_> has picked 4 of ENDER_PEARL at X= -10, Y= 59, Z= 14 that had [] enchantment(s) |  
[2024-03-21 11:31:00] [world] The Player <Dave_TheCoolGuy> has picked 2 of LOG at X= -675, Y= 72, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:02] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -675, Y= 73, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:03] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -675, Y= 73, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:04] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -675, Y= 74, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:05] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -675, Y= 74, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:06] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -675, Y= 73, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:15] [world] The Player <ACE> has picked 1 of LOG at X= -772, Y= 63, Z= 252 that had [] enchantment(s) |  
