[2024-03-17 22:33:36] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -601, Y= 67, Z= 369 that had [] enchantment(s) |  
[2024-03-17 22:53:31] [world_nether] The Player <NezukoChan> has picked 1 of CARROT_STICK at X= -1258, Y= 57, Z= 501 that had [] enchantment(s) |  
[2024-03-17 22:53:33] [world_nether] The Player <NezukoChan> has picked 4 of NETHERRACK at X= -1259, Y= 58, Z= 502 that had [] enchantment(s) |  
[2024-03-17 22:53:33] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1259, Y= 58, Z= 503 that had [] enchantment(s) |  
[2024-03-17 22:53:37] [world] The Player <bagelz> has picked 55 of IRON_INGOT at X= 1042, Y= 75, Z= 2352 that had [] enchantment(s) |  
[2024-03-17 22:53:38] [world_nether] The Player <NezukoChan> has picked 6 of NETHERRACK at X= -1260, Y= 59, Z= 504 that had [] enchantment(s) |  
[2024-03-17 22:53:41] [world_nether] The Player <NezukoChan> has picked 6 of NETHERRACK at X= -1260, Y= 60, Z= 503 that had [] enchantment(s) |  
[2024-03-17 22:53:42] [world] The Player <Tester> has picked 5 of COOKED_BEEF at X= -10184, Y= 63, Z= 4105 that had [] enchantment(s) |  
[2024-03-17 22:53:43] [world] The Player <Tester> has picked 1 of DIAMOND_SWORD at X= -10184, Y= 63, Z= 4105 that had [Sharpness 5, Unbreaking 3, Knockback 2, Fire Aspect 2, Looting 3] enchantment(s) |  
[2024-03-17 22:53:43] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1259, Y= 61, Z= 503 that had [] enchantment(s) |  
[2024-03-17 22:53:44] [world] The Player <Tester> has picked 1 of DIAMOND_PICKAXE at X= -10183, Y= 63, Z= 4105 that had [Efficiency 5, Unbreaking 3, Fortune 3] enchantment(s) |  
[2024-03-17 22:53:45] [world] The Player <Tester> has picked 1 of DIAMOND_SPADE at X= -10183, Y= 63, Z= 4105 that had [Efficiency 5, Unbreaking 3] enchantment(s) | Grave Digger
[2024-03-17 22:53:46] [world_nether] The Player <NezukoChan> has picked 4 of NETHERRACK at X= -1259, Y= 63, Z= 505 that had [] enchantment(s) |  
[2024-03-17 22:53:48] [world_nether] The Player <NezukoChan> has picked 4 of NETHERRACK at X= -1259, Y= 65, Z= 506 that had [] enchantment(s) |  
[2024-03-17 22:53:48] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1260, Y= 64, Z= 505 that had [] enchantment(s) |  
[2024-03-17 22:53:49] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1259, Y= 64, Z= 505 that had [] enchantment(s) |  
[2024-03-17 22:53:51] [world_nether] The Player <NezukoChan> has picked 4 of NETHERRACK at X= -1262, Y= 66, Z= 505 that had [] enchantment(s) |  
[2024-03-17 22:54:03] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 52, Z= 505 that had [] enchantment(s) |  
[2024-03-17 22:54:33] [world] The Player <NezukoChan> has picked 1 of WOOL at X= -10188, Y= 63, Z= 4101 that had [] enchantment(s) | §8End Portal Block Placer
[2024-03-17 22:54:42] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 73, Y= 52, Z= 0 that had [] enchantment(s) |  
[2024-03-17 22:54:47] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 57, Z= -1 that had [] enchantment(s) |  
[2024-03-17 22:54:48] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 56, Z= 0 that had [] enchantment(s) |  
[2024-03-17 22:54:49] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 57, Z= -2 that had [] enchantment(s) |  
[2024-03-17 22:54:51] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 56, Z= -2 that had [] enchantment(s) |  
[2024-03-17 22:54:51] [world] The Player <Tester> has picked 1 of ENDER_PORTAL_FRAME at X= -10192, Y= 63, Z= 4097 that had [] enchantment(s) |  
[2024-03-17 22:54:52] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 57, Z= -3 that had [] enchantment(s) |  
[2024-03-17 22:54:52] [world] The Player <Tester> has picked 1 of WOOL at X= -10192, Y= 63, Z= 4099 that had [] enchantment(s) | §8End Portal Block Placer
[2024-03-17 22:54:53] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 56, Z= -3 that had [] enchantment(s) |  
[2024-03-17 22:54:54] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 57, Z= -4 that had [] enchantment(s) |  
[2024-03-17 22:54:55] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 69, Y= 56, Z= -3 that had [] enchantment(s) |  
[2024-03-17 22:54:56] [world] The Player <Tester> has picked 1 of ENDER_PORTAL_FRAME at X= -10190, Y= 63, Z= 4097 that had [] enchantment(s) |  
[2024-03-17 22:55:08] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_PEARL at X= 61, Y= 61, Z= -3 that had [] enchantment(s) |  
[2024-03-17 22:55:50] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 103, Z= 2309 that had [] enchantment(s) |  
[2024-03-17 22:56:02] [world] The Player <TurtleDuck> has picked 1 of SADDLE at X= 3992, Y= 65, Z= -1835 that had [] enchantment(s) |  
[2024-03-17 22:56:07] [world] The Player <TurtleDuck> has picked 1 of SADDLE at X= 3989, Y= 65, Z= -1833 that had [] enchantment(s) |  
[2024-03-17 22:56:22] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_PEARL at X= -73, Y= 55, Z= 20 that had [] enchantment(s) |  
[2024-03-17 22:56:40] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1034, Y= 104, Z= 2309 that had [] enchantment(s) |  
[2024-03-17 22:56:41] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1034, Y= 104, Z= 2309 that had [] enchantment(s) |  
[2024-03-17 22:57:20] [world] The Player <bagelz> has picked 1 of TORCH at X= 1033, Y= 104, Z= 2309 that had [] enchantment(s) |  
[2024-03-17 22:57:25] [world_the_end] The Player <Brycethelegend> has picked 1 of ARROW at X= -61, Y= 36, Z= 51 that had [] enchantment(s) |  
[2024-03-17 22:57:31] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_PEARL at X= -52, Y= 35, Z= 48 that had [] enchantment(s) |  
[2024-03-17 22:57:32] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1034, Y= 104, Z= 2310 that had [] enchantment(s) |  
[2024-03-17 22:57:34] [world] The Player <TurtleDuck> has picked 1 of LEASH at X= 3996, Y= 65, Z= -1832 that had [] enchantment(s) |  
[2024-03-17 22:57:40] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_PEARL at X= -47, Y= 40, Z= 44 that had [] enchantment(s) |  
[2024-03-17 22:58:05] [world] The Player <NezukoChan> has picked 1 of WATER_LILY at X= -10172, Y= 62, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 22:58:17] [world] The Player <Tester> has picked 1 of SIGN at X= -10175, Y= 63, Z= 4111 that had [] enchantment(s) |  
[2024-03-17 22:58:32] [world] The Player <TurtleDuck> has picked 3 of LEATHER at X= 4003, Y= 64, Z= -1865 that had [] enchantment(s) |  
[2024-03-17 22:58:34] [world] The Player <TurtleDuck> has picked 1 of LAVA_BUCKET at X= 4004, Y= 64, Z= -1864 that had [] enchantment(s) |  
[2024-03-17 22:58:42] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1041, Y= 104, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 22:58:45] [world] The Player <Tester> has picked 1 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:58:51] [world] The Player <Tester> has picked 1 of DOUBLE_PLANT at X= -10175, Y= 63, Z= 4112 that had [] enchantment(s) |  
[2024-03-17 22:58:53] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1040, Y= 104, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 22:59:11] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10177, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-17 22:59:11] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10177, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-17 22:59:14] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1040, Y= 103, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 22:59:14] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1041, Y= 103, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 22:59:14] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1041, Y= 103, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 22:59:19] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10177, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-17 22:59:24] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:59:24] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:59:25] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10177, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-17 22:59:25] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10177, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-17 22:59:26] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:59:27] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:59:28] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:59:29] [world] The Player <Tester> has picked 64 of DOUBLE_PLANT at X= -10176, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-17 22:59:45] [world] The Player <Brycethelegend> has picked 23 of IRON_INGOT at X= -1594, Y= 13, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:00:00] [world] The Player <Brycethelegend> has picked 15 of IRON_INGOT at X= -1594, Y= 13, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:00:18] [world] The Player <Brycethelegend> has picked 1 of IRON_LEGGINGS at X= -1594, Y= 13, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:00:20] [world] The Player <Tester> has picked 48 of WOOD_SWORD at X= -10177, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-17 23:00:22] [world] The Player <Brycethelegend> has picked 1 of IRON_HELMET at X= -1594, Y= 13, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:00:25] [world] The Player <Brycethelegend> has picked 3 of IRON_INGOT at X= -1594, Y= 13, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:00:30] [world] The Player <NezukoChan> has picked 64 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:30] [world] The Player <Brycethelegend> has picked 9 of ENDER_STONE at X= -1594, Y= 13, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:00:33] [world] The Player <NezukoChan> has picked 63 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:34] [world] The Player <NezukoChan> has picked 62 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:35] [world] The Player <Tester> has picked 47 of WOOD_SWORD at X= -10177, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-17 23:00:35] [world] The Player <NezukoChan> has picked 61 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:35] [world] The Player <NezukoChan> has picked 60 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:35] [world] The Player <NezukoChan> has picked 59 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:36] [world] The Player <NezukoChan> has picked 58 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:36] [world] The Player <NezukoChan> has picked 57 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:36] [world] The Player <NezukoChan> has picked 56 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:00:36] [world] The Player <NezukoChan> has picked 55 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:01:01] [world] The Player <Brycethelegend> has picked 23 of RAW_BEEF at X= -1594, Y= 12, Z= -209 that had [] enchantment(s) |  
[2024-03-17 23:01:01] [world] The Player <Brycethelegend> has picked 3 of RAW_BEEF at X= -1594, Y= 12, Z= -209 that had [] enchantment(s) |  
[2024-03-17 23:01:11] [world] The Player <Brycethelegend> has picked 1 of FURNACE at X= -1593, Y= 12, Z= -209 that had [] enchantment(s) |  
[2024-03-17 23:01:15] [world] The Player <Brycethelegend> has picked 8 of INK_SACK at X= -1593, Y= 12, Z= -209 that had [] enchantment(s) |  
[2024-03-17 23:01:42] [world] The Player <TurtleDuck> has picked 1 of RABBIT_HIDE at X= 3991, Y= 64, Z= -1869 that had [] enchantment(s) |  
[2024-03-17 23:01:44] [world] The Player <Brycethelegend> has picked 1 of ANVIL at X= -1593, Y= 12, Z= -210 that had [] enchantment(s) |  
[2024-03-17 23:01:46] [world] The Player <Brycethelegend> has picked 1 of FURNACE at X= -1593, Y= 12, Z= -209 that had [] enchantment(s) |  
[2024-03-17 23:01:58] [world] The Player <Brycethelegend> has picked 1 of GRAVEL at X= -1583, Y= 12, Z= -202 that had [] enchantment(s) |  
[2024-03-17 23:01:59] [world] The Player <Brycethelegend> has picked 1 of GRAVEL at X= -1584, Y= 13, Z= -203 that had [] enchantment(s) |  
[2024-03-17 23:02:01] [world] The Player <Brycethelegend> has picked 1 of GRAVEL at X= -1583, Y= 13, Z= -204 that had [] enchantment(s) |  
[2024-03-17 23:02:03] [world] The Player <Brycethelegend> has picked 1 of FLINT at X= -1583, Y= 12, Z= -204 that had [] enchantment(s) |  
[2024-03-17 23:02:03] [world] The Player <bagelz> has picked 1 of SAPLING at X= 998, Y= 76, Z= 2357 that had [] enchantment(s) |  
[2024-03-17 23:02:04] [world] The Player <bagelz> has picked 1 of LOG at X= 997, Y= 76, Z= 2357 that had [] enchantment(s) |  
[2024-03-17 23:02:06] [world] The Player <bagelz> has picked 1 of LOG at X= 996, Y= 77, Z= 2357 that had [] enchantment(s) |  
[2024-03-17 23:02:07] [world] The Player <bagelz> has picked 1 of LOG at X= 996, Y= 77, Z= 2357 that had [] enchantment(s) |  
[2024-03-17 23:02:08] [world] The Player <bagelz> has picked 1 of SAPLING at X= 997, Y= 78, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:09] [world] The Player <bagelz> has picked 1 of LOG at X= 996, Y= 76, Z= 2356 that had [] enchantment(s) |  
[2024-03-17 23:02:21] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 78, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:22] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 78, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:27] [world] The Player <Brycethelegend> has picked 1 of WORKBENCH at X= -1593, Y= 12, Z= -208 that had [] enchantment(s) |  
[2024-03-17 23:02:28] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 79, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:29] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 79, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:30] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 80, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:32] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 77, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:02:43] [world] The Player <bagelz> has picked 1 of LOG at X= 1002, Y= 77, Z= 2369 that had [] enchantment(s) |  
[2024-03-17 23:02:45] [world] The Player <bagelz> has picked 1 of LOG at X= 1002, Y= 77, Z= 2369 that had [] enchantment(s) |  
[2024-03-17 23:02:45] [world] The Player <bagelz> has picked 1 of LOG at X= 1002, Y= 77, Z= 2369 that had [] enchantment(s) |  
[2024-03-17 23:02:47] [world] The Player <bagelz> has picked 1 of LOG at X= 1001, Y= 76, Z= 2370 that had [] enchantment(s) |  
[2024-03-17 23:02:48] [world] The Player <NezukoChan> has picked 54 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:49] [world] The Player <NezukoChan> has picked 53 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:50] [world] The Player <NezukoChan> has picked 52 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:50] [world] The Player <NezukoChan> has picked 51 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:50] [world] The Player <NezukoChan> has picked 50 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:51] [world] The Player <NezukoChan> has picked 49 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:51] [world] The Player <NezukoChan> has picked 48 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:51] [world] The Player <NezukoChan> has picked 47 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:51] [world] The Player <bagelz> has picked 1 of LOG at X= 990, Y= 77, Z= 2376 that had [] enchantment(s) |  
[2024-03-17 23:02:53] [world] The Player <NezukoChan> has picked 46 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:02:53] [world] The Player <bagelz> has picked 1 of LOG at X= 990, Y= 77, Z= 2376 that had [] enchantment(s) |  
[2024-03-17 23:02:54] [world] The Player <bagelz> has picked 1 of LOG at X= 990, Y= 77, Z= 2376 that had [] enchantment(s) |  
[2024-03-17 23:02:55] [world] The Player <bagelz> has picked 1 of LOG at X= 990, Y= 78, Z= 2376 that had [] enchantment(s) |  
[2024-03-17 23:02:57] [world] The Player <bagelz> has picked 1 of LOG at X= 990, Y= 76, Z= 2377 that had [] enchantment(s) |  
[2024-03-17 23:03:07] [world] The Player <bagelz> has picked 1 of LOG at X= 991, Y= 77, Z= 2367 that had [] enchantment(s) |  
[2024-03-17 23:03:08] [world] The Player <bagelz> has picked 1 of LOG at X= 991, Y= 77, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:09] [world] The Player <bagelz> has picked 1 of LOG at X= 991, Y= 78, Z= 2367 that had [] enchantment(s) |  
[2024-03-17 23:03:10] [world] The Player <bagelz> has picked 1 of LOG at X= 991, Y= 78, Z= 2367 that had [] enchantment(s) |  
[2024-03-17 23:03:11] [world] The Player <bagelz> has picked 1 of LOG at X= 991, Y= 79, Z= 2367 that had [] enchantment(s) |  
[2024-03-17 23:03:12] [world] The Player <bagelz> has picked 1 of LOG at X= 991, Y= 76, Z= 2366 that had [] enchantment(s) |  
[2024-03-17 23:03:15] [world] The Player <bagelz> has picked 1 of LOG at X= 983, Y= 77, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:17] [world] The Player <bagelz> has picked 1 of LOG at X= 983, Y= 77, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:18] [world] The Player <bagelz> has picked 1 of LOG at X= 983, Y= 78, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:19] [world] The Player <bagelz> has picked 1 of LOG at X= 983, Y= 79, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:20] [world] The Player <bagelz> has picked 1 of LOG at X= 983, Y= 79, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:22] [world] The Player <bagelz> has picked 1 of LOG at X= 983, Y= 79, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:24] [world] The Player <bagelz> has picked 1 of LOG at X= 984, Y= 76, Z= 2368 that had [] enchantment(s) |  
[2024-03-17 23:03:50] [world] The Player <NezukoChan> has picked 1 of TORCH at X= -10176, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:03:58] [world] The Player <bagelz> has picked 3 of LOG at X= 974, Y= 77, Z= 2357 that had [] enchantment(s) |  
[2024-03-17 23:03:59] [world] The Player <bagelz> has picked 1 of LOG at X= 974, Y= 76, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:04:03] [world] The Player <bagelz> has picked 1 of LOG at X= 971, Y= 77, Z= 2354 that had [] enchantment(s) |  
[2024-03-17 23:04:05] [world] The Player <bagelz> has picked 1 of LOG at X= 972, Y= 77, Z= 2355 that had [] enchantment(s) |  
[2024-03-17 23:04:06] [world] The Player <bagelz> has picked 1 of LOG at X= 972, Y= 78, Z= 2354 that had [] enchantment(s) |  
[2024-03-17 23:04:07] [world] The Player <bagelz> has picked 1 of LOG at X= 972, Y= 79, Z= 2354 that had [] enchantment(s) |  
[2024-03-17 23:04:08] [world] The Player <bagelz> has picked 1 of LOG at X= 972, Y= 79, Z= 2354 that had [] enchantment(s) |  
[2024-03-17 23:04:09] [world] The Player <bagelz> has picked 1 of LOG at X= 972, Y= 78, Z= 2354 that had [] enchantment(s) |  
[2024-03-17 23:04:10] [world] The Player <bagelz> has picked 1 of LOG at X= 972, Y= 78, Z= 2354 that had [] enchantment(s) |  
[2024-03-17 23:04:16] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 76, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:17] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 75, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:18] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 75, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:19] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 76, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:20] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 76, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:20] [world] The Player <NezukoChan> has picked 45 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:21] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 76, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:22] [world] The Player <bagelz> has picked 1 of LOG at X= 969, Y= 76, Z= 2361 that had [] enchantment(s) |  
[2024-03-17 23:04:23] [world] The Player <NezukoChan> has picked 44 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:23] [world] The Player <NezukoChan> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:23] [world] The Player <NezukoChan> has picked 42 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:24] [world] The Player <NezukoChan> has picked 41 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:24] [world] The Player <NezukoChan> has picked 40 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:24] [world] The Player <NezukoChan> has picked 39 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:24] [world] The Player <NezukoChan> has picked 38 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:24] [world] The Player <NezukoChan> has picked 37 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:25] [world] The Player <NezukoChan> has picked 36 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:25] [world] The Player <NezukoChan> has picked 35 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:25] [world] The Player <NezukoChan> has picked 34 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:25] [world] The Player <NezukoChan> has picked 33 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:26] [world] The Player <NezukoChan> has picked 32 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:26] [world] The Player <NezukoChan> has picked 31 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:26] [world] The Player <NezukoChan> has picked 30 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:26] [world] The Player <NezukoChan> has picked 29 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:26] [world] The Player <NezukoChan> has picked 28 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:27] [world] The Player <NezukoChan> has picked 27 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:27] [world] The Player <NezukoChan> has picked 26 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:27] [world] The Player <NezukoChan> has picked 25 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:27] [world] The Player <NezukoChan> has picked 24 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:27] [world] The Player <NezukoChan> has picked 23 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:28] [world] The Player <NezukoChan> has picked 22 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:28] [world] The Player <NezukoChan> has picked 21 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:28] [world] The Player <NezukoChan> has picked 20 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:28] [world] The Player <NezukoChan> has picked 19 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:28] [world] The Player <NezukoChan> has picked 18 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:28] [world] The Player <bagelz> has picked 1 of LOG at X= 962, Y= 75, Z= 2375 that had [] enchantment(s) |  
