[2024-03-19 11:18:16] [world] The Player <Rip_Dogwater> has picked 1 of WOOL at X= -572, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-20 11:29:59] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD at X= -686, Y= 78, Z= 302 that had [] enchantment(s) |  
[2024-03-20 11:30:00] [world] The Player <Dave_TheCoolGuy> has picked 2 of WOOD_STEP at X= -687, Y= 78, Z= 302 that had [] enchantment(s) |  
[2024-03-20 11:30:01] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -688, Y= 78, Z= 301 that had [] enchantment(s) |  
[2024-03-20 11:30:02] [world] The Player <sharky> has picked 1 of EYE_OF_ENDER at X= -120, Y= 66, Z= -600 that had [] enchantment(s) |  
[2024-03-20 11:30:02] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -689, Y= 78, Z= 301 that had [] enchantment(s) |  
[2024-03-20 11:30:03] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -690, Y= 78, Z= 302 that had [] enchantment(s) |  
[2024-03-20 11:30:05] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -690, Y= 78, Z= 301 that had [] enchantment(s) |  
[2024-03-20 11:30:06] [world] The Player <Dave_TheCoolGuy> has picked 2 of WOOD_STEP at X= -692, Y= 77, Z= 303 that had [] enchantment(s) |  
[2024-03-20 11:30:08] [world] The Player <digbick> has picked 2 of WOOD_STEP at X= -690, Y= 78, Z= 302 that had [] enchantment(s) |  
[2024-03-20 11:30:11] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -689, Y= 71, Z= 308 that had [] enchantment(s) |  
[2024-03-20 11:30:16] [world] The Player <sharky> has picked 1 of EYE_OF_ENDER at X= -107, Y= 56, Z= -609 that had [] enchantment(s) |  
[2024-03-20 11:30:17] [world] The Player <digbick> has picked 24 of WOOD_STEP at X= -689, Y= 78, Z= 302 that had [] enchantment(s) |  
[2024-03-20 11:30:26] [world] The Player <digbick> has picked 4 of WOOD_STEP at X= -690, Y= 76, Z= 303 that had [] enchantment(s) |  
[2024-03-20 11:30:28] [world] The Player <digbick> has picked 1 of WOOD_STEP at X= -689, Y= 76, Z= 304 that had [] enchantment(s) |  
[2024-03-20 11:30:31] [world] The Player <digbick> has picked 1 of WOOD_STEP at X= -689, Y= 75, Z= 306 that had [] enchantment(s) |  
[2024-03-20 11:30:35] [world] The Player <Dave_TheCoolGuy> has picked 2 of WOOD_STEP at X= -688, Y= 76, Z= 304 that had [] enchantment(s) |  
[2024-03-20 11:30:37] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -688, Y= 77, Z= 305 that had [] enchantment(s) |  
[2024-03-20 11:30:39] [world] The Player <Dave_TheCoolGuy> has picked 1 of WOOD_STEP at X= -689, Y= 76, Z= 304 that had [] enchantment(s) |  
[2024-03-20 11:30:39] [world] The Player <sharky> has picked 1 of EYE_OF_ENDER at X= -75, Y= 61, Z= -627 that had [] enchantment(s) |  
[2024-03-20 11:30:44] [world] The Player <Dave_TheCoolGuy> has picked 4 of WOOD_STEP at X= -690, Y= 77, Z= 303 that had [] enchantment(s) |  
[2024-03-20 11:30:50] [world] The Player <sharky> has picked 1 of LOG at X= -83, Y= 64, Z= -630 that had [] enchantment(s) |  
[2024-03-20 11:30:51] [world] The Player <sharky> has picked 1 of LOG at X= -83, Y= 63, Z= -629 that had [] enchantment(s) |  
[2024-03-20 11:30:52] [world] The Player <sharky> has picked 1 of LOG at X= -83, Y= 64, Z= -630 that had [] enchantment(s) |  
[2024-03-20 11:30:53] [world] The Player <sharky> has picked 1 of LOG at X= -83, Y= 64, Z= -630 that had [] enchantment(s) |  
[2024-03-20 11:30:54] [world] The Player <sharky> has picked 1 of SAPLING at X= -83, Y= 65, Z= -630 that had [] enchantment(s) |  
[2024-03-20 11:30:55] [world] The Player <sharky> has picked 1 of SAPLING at X= -83, Y= 63, Z= -631 that had [] enchantment(s) |  
[2024-03-20 11:30:56] [world] The Player <digbick> has picked 1 of WOOD at X= -685, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-20 11:30:59] [world] The Player <digbick> has picked 1 of TORCH at X= -685, Y= 76, Z= 303 that had [] enchantment(s) |  
[2024-03-20 11:31:01] [world] The Player <digbick> has picked 2 of LOG at X= -685, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-20 11:31:25] [world] The Player <sharky> has picked 1 of WORKBENCH at X= -86, Y= 63, Z= -635 that had [] enchantment(s) |  
[2024-03-20 11:32:38] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 308 that had [] enchantment(s) |  
[2024-03-20 11:32:40] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 310 that had [] enchantment(s) |  
[2024-03-20 11:32:41] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 310 that had [] enchantment(s) |  
[2024-03-20 11:32:42] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:32:44] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:33:16] [world] The Player <sharky> has picked 1 of EYE_OF_ENDER at X= -74, Y= 61, Z= -593 that had [] enchantment(s) |  
[2024-03-20 11:33:41] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:33:42] [world] The Player <digbick> has picked 1 of DIRT at X= -687, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:33:44] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:33:45] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:33:49] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:33:51] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:33:52] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 310 that had [] enchantment(s) |  
[2024-03-20 11:33:55] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 308 that had [] enchantment(s) |  
[2024-03-20 11:33:58] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 309 that had [] enchantment(s) |  
[2024-03-20 11:33:59] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 309 that had [] enchantment(s) |  
[2024-03-20 11:34:03] [world] The Player <digbick> has picked 1 of WOOD at X= -685, Y= 72, Z= 310 that had [] enchantment(s) |  
[2024-03-20 11:34:07] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 309 that had [] enchantment(s) |  
[2024-03-20 11:34:08] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:34:11] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:34:13] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:34:18] [world] The Player <digbick> has picked 2 of DIRT at X= -687, Y= 71, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:34:21] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 71, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:34:23] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 71, Z= 309 that had [] enchantment(s) |  
[2024-03-20 11:34:25] [world] The Player <digbick> has picked 2 of DIRT at X= -689, Y= 71, Z= 308 that had [] enchantment(s) |  
[2024-03-20 11:34:38] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:34:39] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:34:41] [world] The Player <digbick> has picked 1 of DIRT at X= -687, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:34:42] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:34:43] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:36:28] [world] The Player <digbick> has picked 1 of LOG at X= -690, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:36:30] [world] The Player <digbick> has picked 1 of LOG at X= -686, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:38:02] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:38:03] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:05] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:06] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:38:08] [world] The Player <digbick> has picked 1 of DIRT at X= -687, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:38:08] [world] The Player <digbick> has picked 1 of SEEDS at X= -687, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:38:09] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:38:12] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:14] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:16] [world] The Player <digbick> has picked 2 of DIRT at X= -687, Y= 72, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:17] [world] The Player <digbick> has picked 1 of DIRT at X= -687, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:38:19] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:38:20] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:38:23] [world] The Player <digbick> has picked 2 of DIRT at X= -692, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:38:24] [world] The Player <digbick> has picked 1 of DIRT at X= -693, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:38:27] [world] The Player <digbick> has picked 1 of DIRT at X= -691, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:29] [world] The Player <digbick> has picked 1 of DIRT at X= -691, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:38:30] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:31] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:33] [world] The Player <digbick> has picked 1 of DIRT at X= -686, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:38:35] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:38:37] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 71, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:43:57] [world] The Player <digbick> has picked 28 of LOG at X= -688, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:44:18] [world] The Player <digbick> has picked 1 of WOOD at X= -689, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:44:31] [world] The Player <digbick> has picked 1 of WOOD at X= -688, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:44:46] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 72, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:46:06] [world] The Player <digbick> has picked 2 of WOOD at X= -690, Y= 72, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:46:07] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 72, Z= 316 that had [] enchantment(s) |  
[2024-03-20 11:46:22] [world] The Player <hexa> has picked 2 of FURNACE at X= 1798, Y= 38, Z= 288 that had [] enchantment(s) |  
[2024-03-20 11:46:29] [world] The Player <hexa> has picked 2 of FURNACE at X= 1798, Y= 39, Z= 289 that had [] enchantment(s) |  
[2024-03-20 11:46:30] [world] The Player <hexa> has picked 1 of FURNACE at X= 1798, Y= 39, Z= 291 that had [] enchantment(s) |  
[2024-03-20 11:46:32] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:46:33] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 70, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:46:39] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 72, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:46:46] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 72, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:47:05] [world] The Player <hexa> has picked 1 of LOG at X= -2550, Y= 64, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:05] [world] The Player <hexa> has picked 1 of LOG at X= -2551, Y= 64, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:06] [world] The Player <hexa> has picked 1 of LOG at X= -2550, Y= 65, Z= 563 that had [] enchantment(s) |  
[2024-03-20 11:47:07] [world] The Player <hexa> has picked 1 of LOG at X= -2550, Y= 65, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:08] [world] The Player <hexa> has picked 1 of LOG at X= -2550, Y= 65, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:09] [world] The Player <hexa> has picked 1 of LOG at X= -2550, Y= 65, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:16] [world] The Player <hexa> has picked 2 of LOG at X= -2566, Y= 63, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:18] [world] The Player <hexa> has picked 1 of LOG at X= -2566, Y= 63, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:19] [world] The Player <hexa> has picked 1 of LOG at X= -2566, Y= 64, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:19] [world] The Player <hexa> has picked 1 of LOG at X= -2567, Y= 64, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:20] [world] The Player <hexa> has picked 1 of LOG at X= -2566, Y= 64, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:21] [world] The Player <hexa> has picked 1 of LOG at X= -2566, Y= 65, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:28] [world] The Player <hexa> has picked 1 of LOG at X= -2566, Y= 66, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:47:55] [world] The Player <digbick> has picked 1 of LOG at X= -686, Y= 74, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:48:16] [world] The Player <hexa> has picked 2 of ARROW at X= -2580, Y= 64, Z= 601 that had [] enchantment(s) |  
[2024-03-20 11:48:17] [world] The Player <hexa> has picked 2 of BONE at X= -2581, Y= 64, Z= 603 that had [] enchantment(s) |  
[2024-03-20 11:48:19] [world] The Player <hexa> has picked 2 of FEATHER at X= -2579, Y= 64, Z= 605 that had [] enchantment(s) |  
[2024-03-20 11:48:19] [world] The Player <hexa> has picked 1 of RAW_CHICKEN at X= -2581, Y= 64, Z= 605 that had [] enchantment(s) |  
[2024-03-20 11:48:20] [world] The Player <hexa> has picked 1 of RAW_CHICKEN at X= -2578, Y= 64, Z= 606 that had [] enchantment(s) |  
[2024-03-20 11:49:02] [world] The Player <hexa> has picked 1 of LEASH at X= -2539, Y= 64, Z= 562 that had [] enchantment(s) |  
[2024-03-20 11:49:04] [world] The Player <digbick> has picked 1 of LOG at X= -689, Y= 74, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:50:38] [world] The Player <digbick> has picked 2 of LOG at X= -685, Y= 73, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:50:39] [world] The Player <digbick> has picked 1 of LOG at X= -686, Y= 75, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:50:42] [world] The Player <digbick> has picked 1 of LOG at X= -687, Y= 74, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:50:43] [world] The Player <digbick> has picked 1 of LOG at X= -686, Y= 74, Z= 317 that had [] enchantment(s) |  
[2024-03-20 11:50:51] [world] The Player <digbick> has picked 1 of LOG at X= -691, Y= 74, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:50:52] [world] The Player <digbick> has picked 1 of LOG at X= -691, Y= 74, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:50:54] [world] The Player <digbick> has picked 1 of LOG at X= -691, Y= 75, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:50:55] [world] The Player <hexa> has picked 1 of DARK_OAK_FENCE at X= -2537, Y= 64, Z= 561 that had [] enchantment(s) |  
[2024-03-20 11:51:03] [world] The Player <digbick> has picked 1 of LOG at X= -688, Y= 74, Z= 310 that had [] enchantment(s) |  
[2024-03-20 11:51:17] [world] The Player <digbick> has picked 1 of SPRUCE_WOOD_STAIRS at X= -689, Y= 74, Z= 310 that had [] enchantment(s) |  
[2024-03-20 11:51:24] [world] The Player <digbick> has picked 1 of SPRUCE_WOOD_STAIRS at X= -688, Y= 74, Z= 309 that had [] enchantment(s) |  
[2024-03-20 11:52:08] [world] The Player <hexa> has picked 1 of STRING at X= -2548, Y= 62, Z= 599 that had [] enchantment(s) |  
[2024-03-20 11:52:12] [world] The Player <hexa> has picked 1 of ROTTEN_FLESH at X= -2549, Y= 62, Z= 601 that had [] enchantment(s) |  
[2024-03-20 11:52:17] [world] The Player <digbick> has picked 1 of WOOD at X= -687, Y= 74, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:53:04] [world] The Player <hexa> has picked 1 of WORKBENCH at X= -2617, Y= 66, Z= 563 that had [] enchantment(s) |  
[2024-03-20 11:53:13] [world] The Player <digbick> has picked 1 of WOOD at X= -687, Y= 75, Z= 314 that had [] enchantment(s) |  
[2024-03-20 11:53:26] [world] The Player <digbick> has picked 1 of WOOD at X= -689, Y= 75, Z= 311 that had [] enchantment(s) |  
[2024-03-20 11:53:40] [world] The Player <digbick> has picked 1 of WOOD at X= -686, Y= 75, Z= 315 that had [] enchantment(s) |  
[2024-03-20 11:53:40] [world] The Player <hexa> has picked 1 of BOAT at X= -2812, Y= 62, Z= 575 that had [] enchantment(s) |  
[2024-03-20 11:53:43] [world] The Player <digbick> has picked 1 of WOOD at X= -686, Y= 75, Z= 312 that had [] enchantment(s) |  
[2024-03-20 11:54:12] [world] The Player <hexa> has picked 1 of WOOL at X= -2830, Y= 80, Z= 647 that had [] enchantment(s) |  
[2024-03-20 11:54:12] [world] The Player <hexa> has picked 1 of MUTTON at X= -2829, Y= 80, Z= 647 that had [] enchantment(s) |  
[2024-03-20 11:55:48] [world] The Player <hexa> has picked 1 of HAY_BLOCK at X= -2883, Y= 63, Z= 807 that had [] enchantment(s) |  
[2024-03-20 11:55:48] [world] The Player <hexa> has picked 2 of HAY_BLOCK at X= -2882, Y= 64, Z= 807 that had [] enchantment(s) |  
[2024-03-20 11:55:51] [world] The Player <hexa> has picked 1 of BOAT at X= -2882, Y= 62, Z= 810 that had [] enchantment(s) |  
[2024-03-20 11:55:54] [world] The Player <digbick> has picked 1 of WOOD_DOOR at X= -687, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 11:57:15] [world] The Player <digbick> has picked 1 of SAND at X= -736, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:16] [world] The Player <digbick> has picked 1 of SAND at X= -736, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:17] [world] The Player <digbick> has picked 1 of SAND at X= -734, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:18] [world] The Player <digbick> has picked 1 of SAND at X= -734, Y= 64, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:20] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:21] [world] The Player <digbick> has picked 1 of SAND at X= -732, Y= 64, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:22] [world] The Player <digbick> has picked 1 of SAND at X= -732, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:23] [world] The Player <digbick> has picked 1 of SAND at X= -732, Y= 64, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:24] [world] The Player <digbick> has picked 1 of SAND at X= -732, Y= 63, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:26] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 64, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:27] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 64, Z= 376 that had [] enchantment(s) |  
[2024-03-20 11:57:28] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 63, Z= 376 that had [] enchantment(s) |  
[2024-03-20 11:57:29] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 63, Z= 376 that had [] enchantment(s) |  
[2024-03-20 11:57:30] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 64, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:31] [world] The Player <digbick> has picked 1 of SAND at X= -733, Y= 63, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:33] [world] The Player <digbick> has picked 1 of SAND at X= -735, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 11:57:34] [world] The Player <digbick> has picked 1 of SAND at X= -735, Y= 63, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:35] [world] The Player <digbick> has picked 1 of SAND at X= -735, Y= 63, Z= 377 that had [] enchantment(s) |  
[2024-03-20 11:57:36] [world] The Player <digbick> has picked 1 of SAND at X= -736, Y= 63, Z= 378 that had [] enchantment(s) |  
[2024-03-20 12:00:43] [world] The Player <Tester> has picked 2 of COBBLESTONE at X= -2720, Y= 59, Z= 778 that had [] enchantment(s) |  
[2024-03-20 12:00:51] [world] The Player <Tester> has picked 2 of COBBLESTONE at X= -2720, Y= 59, Z= 779 that had [] enchantment(s) |  
[2024-03-20 12:00:53] [world] The Player <Tester> has picked 2 of COBBLESTONE at X= -2719, Y= 59, Z= 779 that had [] enchantment(s) |  
[2024-03-20 12:01:47] [world] The Player <Tester> has picked 1 of DIRT at X= -2716, Y= 64, Z= 772 that had [] enchantment(s) |  
[2024-03-20 12:02:52] [world] The Player <digbick> has picked 4 of WOOD at X= -690, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 12:02:54] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 12:02:59] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 70, Z= 315 that had [] enchantment(s) |  
[2024-03-20 12:03:01] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 69, Z= 315 that had [] enchantment(s) |  
[2024-03-20 12:03:01] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 69, Z= 315 that had [] enchantment(s) |  
[2024-03-20 12:03:03] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 70, Z= 314 that had [] enchantment(s) |  
[2024-03-20 12:03:06] [world] The Player <digbick> has picked 2 of DIRT at X= -690, Y= 68, Z= 314 that had [] enchantment(s) |  
[2024-03-20 12:04:56] [world] The Player <hexa> has picked 9 of DIAMOND at X= -2718, Y= 69, Z= 770 that had [] enchantment(s) |  
[2024-03-20 12:05:02] [world] The Player <digbick> has picked 1 of IRON_PICKAXE at X= -690, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:05:04] [world] The Player <Tester> has picked 1 of RABBIT_HIDE at X= -2716, Y= 68, Z= 768 that had [] enchantment(s) |  
[2024-03-20 12:05:05] [world] The Player <Tester> has picked 12 of IRON_ORE at X= -2716, Y= 68, Z= 768 that had [] enchantment(s) |  
[2024-03-20 12:05:27] [world] The Player <digbick> has picked 1 of WOOD_STAIRS at X= -690, Y= 70, Z= 316 that had [] enchantment(s) |  
[2024-03-20 12:05:33] [world] The Player <digbick> has picked 1 of WOOD_STAIRS at X= -689, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 12:05:41] [world] The Player <digbick> has picked 1 of WOOD_STAIRS at X= -690, Y= 70, Z= 315 that had [] enchantment(s) |  
[2024-03-20 12:05:42] [world] The Player <hexa> has picked 4 of EMERALD at X= -2716, Y= 68, Z= 768 that had [] enchantment(s) |  
[2024-03-20 12:06:22] [world] The Player <Tester> has picked 1 of WRITTEN_BOOK at X= -2724, Y= 69, Z= 776 that had [] enchantment(s) |  
[2024-03-20 12:06:34] [world] The Player <hexa> has picked 1 of WRITTEN_BOOK at X= -2721, Y= 69, Z= 777 that had [] enchantment(s) |  
[2024-03-20 12:06:37] [world] The Player <digbick> has picked 1 of TRAP_DOOR at X= -689, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 12:06:38] [world] The Player <hexa> has picked 1 of DIAMOND_SWORD at X= -2721, Y= 69, Z= 777 that had [Sharpness 4, Knockback 2, Looting 3] enchantment(s) |  
[2024-03-20 12:07:11] [world] The Player <digbick> has picked 1 of WOOD at X= -690, Y= 70, Z= 316 that had [] enchantment(s) |  
[2024-03-20 12:07:11] [world] The Player <digbick> has picked 1 of TRAP_DOOR at X= -689, Y= 71, Z= 316 that had [] enchantment(s) |  
[2024-03-20 12:07:37] [world] The Player <digbick> has picked 3 of SEEDS at X= -690, Y= 71, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:07:53] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 69, Z= 314 that had [] enchantment(s) |  
[2024-03-20 12:07:56] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 69, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:07:57] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 68, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:01] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 69, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:04] [world] The Player <digbick> has picked 2 of DIRT at X= -690, Y= 68, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:06] [world] The Player <digbick> has picked 1 of DIRT at X= -689, Y= 69, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:07] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 68, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:08] [world] The Player <digbick> has picked 1 of DIRT at X= -688, Y= 69, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:10] [world] The Player <digbick> has picked 2 of DIRT at X= -688, Y= 69, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:11] [world] The Player <hexa> has picked 2 of APPLE at X= -2551, Y= 64, Z= 561 that had [] enchantment(s) |  
