[2024-03-24 21:45:28] [world] The Player <GolemDaWanderer> has picked 64 of BONE at X= -10300, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-25 01:01:42] [world_the_end] The Player <NezukoChan> has picked 2 of ENDER_STONE at X= 41, Y= 58, Z= 3 that had [] enchantment(s) |  
[2024-03-25 01:02:01] [world_the_end] The Player <NezukoChan> has picked 14 of ENDER_STONE at X= 42, Y= 57, Z= 3 that had [] enchantment(s) |  
[2024-03-25 01:02:01] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 43, Y= 57, Z= 3 that had [] enchantment(s) |  
[2024-03-25 01:02:05] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_STONE at X= 44, Y= 57, Z= 3 that had [] enchantment(s) |  
[2024-03-25 01:02:06] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_STONE at X= 45, Y= 58, Z= 3 that had [] enchantment(s) |  
[2024-03-25 01:02:10] [world_the_end] The Player <NezukoChan> has picked 18 of ENDER_STONE at X= 44, Y= 56, Z= 4 that had [] enchantment(s) |  
[2024-03-25 01:02:13] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 45, Y= 54, Z= 5 that had [] enchantment(s) |  
[2024-03-25 01:03:05] [world_the_end] The Player <NezukoChan> has picked 38 of ENDER_STONE at X= 40, Y= 52, Z= 5 that had [] enchantment(s) |  
[2024-03-25 01:03:05] [world_the_end] The Player <NezukoChan> has picked 2 of ENDER_STONE at X= 41, Y= 52, Z= 4 that had [] enchantment(s) |  
[2024-03-25 01:03:07] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 39, Y= 50, Z= 4 that had [] enchantment(s) |  
[2024-03-25 01:03:10] [world_the_end] The Player <NezukoChan> has picked 15 of ENDER_STONE at X= 39, Y= 50, Z= 5 that had [] enchantment(s) |  
[2024-03-25 01:03:11] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_STONE at X= 39, Y= 50, Z= 6 that had [] enchantment(s) |  
[2024-03-25 01:03:12] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_STONE at X= 39, Y= 49, Z= 6 that had [] enchantment(s) |  
[2024-03-25 01:03:14] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 41, Y= 49, Z= 6 that had [] enchantment(s) |  
[2024-03-25 01:03:17] [world_the_end] The Player <NezukoChan> has picked 26 of ENDER_STONE at X= 46, Y= 48, Z= 7 that had [] enchantment(s) |  
[2024-03-25 01:03:19] [world_the_end] The Player <NezukoChan> has picked 12 of ENDER_STONE at X= 52, Y= 48, Z= 7 that had [] enchantment(s) |  
[2024-03-25 01:03:22] [world_the_end] The Player <NezukoChan> has picked 20 of ENDER_STONE at X= 54, Y= 47, Z= 13 that had [] enchantment(s) |  
[2024-03-25 01:03:23] [world_the_end] The Player <NezukoChan> has picked 5 of ENDER_STONE at X= 54, Y= 47, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:03:27] [world_the_end] The Player <NezukoChan> has picked 1 of POTION at X= 54, Y= 47, Z= 11 that had [] enchantment(s) |  
[2024-03-25 01:03:35] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 48, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:36] [world_the_end] The Player <Brycethelegend> has picked 9 of ENDER_STONE at X= 53, Y= 47, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:36] [world_the_end] The Player <Brycethelegend> has picked 3 of ENDER_STONE at X= 53, Y= 47, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:37] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 53, Y= 47, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:37] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 53, Y= 48, Z= 18 that had [] enchantment(s) |  
[2024-03-25 01:03:39] [world_the_end] The Player <Brycethelegend> has picked 15 of ENDER_STONE at X= 55, Y= 45, Z= 17 that had [] enchantment(s) |  
[2024-03-25 01:03:39] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 43, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:40] [world_the_end] The Player <Brycethelegend> has picked 3 of ENDER_STONE at X= 54, Y= 42, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:40] [world_the_end] The Player <Brycethelegend> has picked 3 of ENDER_STONE at X= 54, Y= 41, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:41] [world_the_end] The Player <Brycethelegend> has picked 4 of ENDER_STONE at X= 54, Y= 40, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:41] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 39, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:42] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 38, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:43] [world_the_end] The Player <NezukoChan> has picked 10 of ENDER_STONE at X= 54, Y= 28, Z= 17 that had [] enchantment(s) |  
[2024-03-25 01:03:43] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 37, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:44] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 55, Y= 28, Z= 17 that had [] enchantment(s) |  
[2024-03-25 01:03:46] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 28, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:47] [world_the_end] The Player <NezukoChan> has picked 8 of ENDER_STONE at X= 54, Y= 25, Z= 18 that had [] enchantment(s) |  
[2024-03-25 01:03:48] [world_the_end] The Player <NezukoChan> has picked 8 of ENDER_STONE at X= 54, Y= 22, Z= 18 that had [] enchantment(s) |  
[2024-03-25 01:03:48] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:03:49] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 28, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:03:49] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_STONE at X= 54, Y= 19, Z= 19 that had [] enchantment(s) |  
[2024-03-25 01:03:49] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:03:49] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_STONE at X= 54, Y= 19, Z= 20 that had [] enchantment(s) |  
[2024-03-25 01:03:50] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_STONE at X= 54, Y= 19, Z= 18 that had [] enchantment(s) |  
[2024-03-25 01:03:50] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 28, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:03:52] [world_the_end] The Player <NezukoChan> has picked 9 of ENDER_STONE at X= 54, Y= 13, Z= 19 that had [] enchantment(s) |  
[2024-03-25 01:03:53] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:54] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:55] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 30, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:56] [world_the_end] The Player <Brycethelegend> has picked 2 of ENDER_STONE at X= 54, Y= 28, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:56] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:03:57] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 16 that had [] enchantment(s) |  
[2024-03-25 01:03:58] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:03:59] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:04:24] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 28, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:24] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:25] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 30, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:26] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 15 that had [] enchantment(s) |  
[2024-03-25 01:04:26] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 29, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:29] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -8, Y= 64, Z= 64 that had [] enchantment(s) |  
[2024-03-25 01:04:35] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -8, Y= 63, Z= 62 that had [] enchantment(s) |  
[2024-03-25 01:04:36] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 34, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:37] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 34, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:37] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 34, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:38] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -8, Y= 64, Z= 63 that had [] enchantment(s) |  
[2024-03-25 01:04:39] [world_the_end] The Player <Brycethelegend> has picked 2 of ENDER_STONE at X= 54, Y= 33, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:41] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -7, Y= 64, Z= 64 that had [] enchantment(s) |  
[2024-03-25 01:04:45] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -7, Y= 63, Z= 66 that had [] enchantment(s) |  
[2024-03-25 01:04:46] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 38, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:47] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 40, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:48] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -8, Y= 63, Z= 66 that had [] enchantment(s) |  
[2024-03-25 01:04:48] [world_the_end] The Player <Brycethelegend> has picked 2 of ENDER_STONE at X= 54, Y= 38, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:49] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 40, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:56] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 43, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:57] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 45, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:04:58] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 44, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:05:06] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 49, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:05:07] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_STONE at X= 54, Y= 49, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:05:08] [world_the_end] The Player <Brycethelegend> has picked 2 of ENDER_STONE at X= 54, Y= 47, Z= 14 that had [] enchantment(s) |  
[2024-03-25 01:06:08] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -8, Y= 64, Z= 64 that had [] enchantment(s) |  
[2024-03-25 01:06:11] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -8, Y= 64, Z= 63 that had [] enchantment(s) |  
[2024-03-25 01:06:12] [world_the_end] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -11, Y= 59, Z= 67 that had [] enchantment(s) |  
[2024-03-25 01:07:50] [world] The Player <Brycethelegend> has picked 1 of RAW_CHICKEN at X= -1392, Y= 66, Z= -268 that had [] enchantment(s) |  
[2024-03-25 01:07:51] [world] The Player <Brycethelegend> has picked 1 of FEATHER at X= -1393, Y= 66, Z= -268 that had [] enchantment(s) |  
[2024-03-25 01:07:51] [world] The Player <Brycethelegend> has picked 1 of FEATHER at X= -1393, Y= 66, Z= -268 that had [] enchantment(s) |  
[2024-03-25 01:08:03] [world] The Player <Brycethelegend> has picked 2 of PORK at X= -1405, Y= 68, Z= -271 that had [] enchantment(s) |  
[2024-03-25 01:08:12] [world] The Player <Brycethelegend> has picked 1 of WOOL at X= -1393, Y= 65, Z= -263 that had [] enchantment(s) |  
[2024-03-25 01:08:15] [world] The Player <Brycethelegend> has picked 2 of MUTTON at X= -1393, Y= 65, Z= -262 that had [] enchantment(s) |  
[2024-03-25 01:08:18] [world] The Player <Brycethelegend> has picked 2 of PORK at X= -1392, Y= 65, Z= -262 that had [] enchantment(s) |  
[2024-03-25 01:08:35] [world] The Player <Brycethelegend> has picked 1 of LEATHER at X= -1347, Y= 67, Z= -269 that had [] enchantment(s) |  
[2024-03-25 01:39:58] [world_the_end] The Player <Heinrich_Himmler> has picked 12 of SLIME_BALL at X= 5, Y= 60, Z= -50 that had [] enchantment(s) |  
[2024-03-25 01:39:58] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of SLIME_BALL at X= 6, Y= 60, Z= -50 that had [] enchantment(s) |  
[2024-03-25 01:40:00] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of SLIME_BALL at X= 6, Y= 60, Z= -50 that had [] enchantment(s) |  
[2024-03-25 01:41:18] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -26, Y= 58, Z= -8 that had [] enchantment(s) |  
[2024-03-25 01:41:29] [world_the_end] The Player <Heinrich_Himmler> has picked 4 of SLIME_BALL at X= -25, Y= 58, Z= -10 that had [] enchantment(s) |  
[2024-03-25 01:42:02] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -584, Y= 67, Z= 297 that had [] enchantment(s) |  
[2024-03-25 01:42:09] [world] The Player <Heinrich_Himmler> has picked 1 of WOOL at X= -582, Y= 66, Z= 295 that had [] enchantment(s) |  
[2024-03-25 01:42:11] [world] The Player <Heinrich_Himmler> has picked 1 of WOOL at X= -581, Y= 66, Z= 294 that had [] enchantment(s) |  
[2024-03-25 01:42:15] [world] The Player <Heinrich_Himmler> has picked 1 of POWERED_RAIL at X= -578, Y= 67, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:43:36] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -565, Y= 65, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:43:38] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -564, Y= 65, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:44:05] [world] The Player <Heinrich_Himmler> has picked 1 of WOOL at X= -564, Y= 66, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:44:09] [world] The Player <Heinrich_Himmler> has picked 1 of WOOL at X= -563, Y= 66, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:44:19] [world] The Player <Heinrich_Himmler> has picked 4 of SAND at X= -565, Y= 63, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:21] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -564, Y= 64, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:49] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -565, Y= 63, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:44:50] [world] The Player <Heinrich_Himmler> has picked 2 of SAND at X= -564, Y= 62, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:44:50] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -565, Y= 62, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:44:51] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -565, Y= 62, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:53] [world] The Player <Heinrich_Himmler> has picked 1 of SAND at X= -564, Y= 62, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:55] [world] The Player <Heinrich_Himmler> has picked 5 of SANDSTONE at X= -565, Y= 60, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:55] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -565, Y= 60, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:57] [world] The Player <Heinrich_Himmler> has picked 2 of STONE at X= -564, Y= 60, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:44:57] [world] The Player <Heinrich_Himmler> has picked 2 of SANDSTONE at X= -564, Y= 60, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:05] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -564, Y= 59, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:06] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -565, Y= 58, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:06] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -565, Y= 58, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:07] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -565, Y= 58, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:07] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -564, Y= 58, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:09] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -565, Y= 58, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:10] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -565, Y= 57, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:11] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -565, Y= 57, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:13] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -565, Y= 57, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:14] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -564, Y= 56, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:15] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -564, Y= 55, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:18] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -564, Y= 55, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:18] [world] The Player <Heinrich_Himmler> has picked 1 of FLINT at X= -565, Y= 55, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:20] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -565, Y= 54, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:21] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -564, Y= 55, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:23] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -564, Y= 55, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:24] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -564, Y= 55, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:25] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 54, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:26] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -565, Y= 54, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:26] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -564, Y= 54, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:28] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -564, Y= 53, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:28] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 53, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:32] [world] The Player <Heinrich_Himmler> has picked 8 of COBBLESTONE at X= -564, Y= 51, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:32] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 51, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:33] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 49, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:34] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 50, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:34] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 49, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:35] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 49, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:36] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 49, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:36] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 48, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:38] [world] The Player <Heinrich_Himmler> has picked 4 of COBBLESTONE at X= -565, Y= 47, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:38] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 47, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:39] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -564, Y= 46, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:40] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 46, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:41] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 46, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:41] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 45, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:42] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 44, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:42] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 44, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:43] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 44, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:43] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 44, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:46] [world] The Player <Heinrich_Himmler> has picked 5 of COBBLESTONE at X= -565, Y= 43, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:47] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 43, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:47] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 42, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:51] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -564, Y= 40, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:51] [world] The Player <Heinrich_Himmler> has picked 9 of COBBLESTONE at X= -564, Y= 40, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:52] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -564, Y= 40, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:53] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -565, Y= 39, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:53] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 39, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:53] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 39, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:53] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 39, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:54] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 38, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:54] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 38, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:45:55] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 38, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:56] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 37, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:45:56] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 37, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:00] [world] The Player <Heinrich_Himmler> has picked 8 of COBBLESTONE at X= -564, Y= 35, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:01] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -565, Y= 34, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:03] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -565, Y= 33, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:03] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 33, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:03] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 33, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:06] [world] The Player <Heinrich_Himmler> has picked 8 of COBBLESTONE at X= -565, Y= 31, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:08] [world] The Player <Heinrich_Himmler> has picked 4 of COBBLESTONE at X= -565, Y= 30, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:09] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -564, Y= 30, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:11] [world] The Player <Heinrich_Himmler> has picked 6 of COBBLESTONE at X= -564, Y= 28, Z= 290 that had [] enchantment(s) |  
