[2024-03-19 11:18:57] [world] The Player <qwerty> has broke SANDSTONE at X= -502, Y= 73, Z= -497
[2024-03-19 23:34:16] [world] The Player <NezukoChan> has broke SAND at X= -10169, Y= 62, Z= 4084
[2024-03-19 23:34:18] [world] The Player <NezukoChan> has broke SAND at X= -10169, Y= 62, Z= 4085
[2024-03-19 23:34:19] [world] The Player <NezukoChan> has broke SAND at X= -10168, Y= 62, Z= 4085
[2024-03-19 23:34:19] [world] The Player <TurtleDuck> has broke STONE_BUTTON at X= -562, Y= 68, Z= 285
[2024-03-19 23:34:20] [world] The Player <NezukoChan> has broke SAND at X= -10167, Y= 62, Z= 4085
[2024-03-19 23:34:21] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -562, Y= 68, Z= 285
[2024-03-19 23:34:22] [world] The Player <TurtleDuck> has broke WOOD at X= -562, Y= 67, Z= 285
[2024-03-19 23:34:25] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -562, Y= 66, Z= 285
[2024-03-19 23:36:55] [world] The Player <TurtleDuck> has broke SPRUCE_FENCE at X= -576, Y= 56, Z= 271
[2024-03-19 23:37:05] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -572, Y= 66, Z= 290
[2024-03-19 23:37:07] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -572, Y= 66, Z= 291
[2024-03-19 23:37:09] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -572, Y= 65, Z= 292
[2024-03-19 23:37:12] [world] The Player <TurtleDuck> has broke SAND at X= -572, Y= 64, Z= 293
[2024-03-19 23:37:13] [world] The Player <TurtleDuck> has broke WOOL at X= -572, Y= 65, Z= 293
[2024-03-19 23:37:15] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -571, Y= 66, Z= 290
[2024-03-19 23:37:16] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -571, Y= 66, Z= 291
[2024-03-19 23:37:17] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -571, Y= 65, Z= 292
[2024-03-19 23:37:18] [world] The Player <TurtleDuck> has broke GRASS at X= -571, Y= 65, Z= 293
[2024-03-19 23:37:20] [world] The Player <TurtleDuck> has broke WOOD at X= -571, Y= 65, Z= 294
[2024-03-19 23:37:50] [world] The Player <NezukoChan> has broke GLASS at X= -10166, Y= 65, Z= 4118
[2024-03-19 23:38:52] [world] The Player <NezukoChan> has broke NETHER_WARTS at X= -10188, Y= 63, Z= 4105
[2024-03-19 23:39:20] [world] The Player <TurtleDuck> has broke SMOOTH_BRICK at X= -562, Y= 66, Z= 285
[2024-03-19 23:39:41] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -558, Y= 65, Z= 285
[2024-03-19 23:39:42] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -559, Y= 65, Z= 285
[2024-03-19 23:39:42] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -560, Y= 65, Z= 285
[2024-03-19 23:39:43] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -561, Y= 65, Z= 285
[2024-03-19 23:39:46] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -561, Y= 65, Z= 284
[2024-03-19 23:40:05] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -559, Y= 65, Z= 284
[2024-03-19 23:40:09] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -559, Y= 65, Z= 284
[2024-03-19 23:40:12] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -559, Y= 65, Z= 284
[2024-03-19 23:40:23] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -561, Y= 65, Z= 284
[2024-03-19 23:40:25] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -561, Y= 65, Z= 284
[2024-03-19 23:40:26] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -561, Y= 65, Z= 283
[2024-03-19 23:40:35] [world] The Player <NezukoChan> has broke NETHER_WARTS at X= -10189, Y= 63, Z= 4106
[2024-03-19 23:41:03] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -559, Y= 65, Z= 284
[2024-03-19 23:41:03] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -558, Y= 65, Z= 284
[2024-03-19 23:41:31] [world] The Player <TurtleDuck> has broke GLOWSTONE at X= -555, Y= 64, Z= 268
[2024-03-19 23:41:32] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -554, Y= 64, Z= 271
[2024-03-19 23:41:33] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -554, Y= 64, Z= 270
[2024-03-19 23:41:40] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -555, Y= 65, Z= 283
[2024-03-19 23:41:42] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -555, Y= 64, Z= 282
[2024-03-19 23:41:47] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -554, Y= 64, Z= 282
[2024-03-19 23:41:53] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -555, Y= 65, Z= 283
[2024-03-19 23:41:54] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -555, Y= 65, Z= 283
[2024-03-19 23:42:10] [world] The Player <TurtleDuck> has broke SAND at X= -556, Y= 64, Z= 283
[2024-03-19 23:42:10] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -555, Y= 65, Z= 283
[2024-03-19 23:42:13] [world] The Player <TurtleDuck> has broke SAND at X= -555, Y= 64, Z= 283
[2024-03-19 23:42:16] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -555, Y= 64, Z= 283
[2024-03-19 23:42:23] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -554, Y= 64, Z= 284
[2024-03-19 23:42:27] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -554, Y= 64, Z= 284
[2024-03-19 23:42:49] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -554, Y= 65, Z= 282
[2024-03-19 23:42:50] [world] The Player <TurtleDuck> has broke DIODE_BLOCK_OFF at X= -554, Y= 65, Z= 282
[2024-03-19 23:42:58] [world] The Player <TurtleDuck> has broke WOOL at X= -554, Y= 64, Z= 284
[2024-03-19 23:43:02] [world] The Player <TurtleDuck> has broke WOOL at X= -554, Y= 65, Z= 283
[2024-03-19 23:43:02] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -554, Y= 64, Z= 283
[2024-03-19 23:43:03] [world] The Player <TurtleDuck> has broke REDSTONE_WIRE at X= -554, Y= 65, Z= 282
[2024-03-19 23:43:14] [world] The Player <TurtleDuck> has broke NOTE_BLOCK at X= -554, Y= 64, Z= 281
[2024-03-19 23:52:24] [world] The Player <Heinrich_Himmler> has broke STONE at X= -728, Y= 6, Z= 352
[2024-03-19 23:52:25] [world] The Player <Heinrich_Himmler> has broke STONE at X= -728, Y= 5, Z= 352
[2024-03-19 23:52:26] [world] The Player <Heinrich_Himmler> has broke STONE at X= -729, Y= 5, Z= 352
[2024-03-19 23:52:26] [world] The Player <Heinrich_Himmler> has broke STONE at X= -729, Y= 6, Z= 352
[2024-03-19 23:52:27] [world] The Player <Heinrich_Himmler> has broke STONE at X= -730, Y= 6, Z= 352
[2024-03-19 23:52:28] [world] The Player <Heinrich_Himmler> has broke STONE at X= -730, Y= 5, Z= 352
[2024-03-19 23:52:28] [world] The Player <Heinrich_Himmler> has broke STONE at X= -731, Y= 6, Z= 352
[2024-03-19 23:52:29] [world] The Player <Heinrich_Himmler> has broke STONE at X= -731, Y= 5, Z= 352
[2024-03-19 23:52:30] [world] The Player <Heinrich_Himmler> has broke STONE at X= -732, Y= 6, Z= 352
[2024-03-19 23:52:30] [world] The Player <Heinrich_Himmler> has broke STONE at X= -732, Y= 5, Z= 352
[2024-03-19 23:52:32] [world] The Player <Heinrich_Himmler> has broke STONE at X= -733, Y= 6, Z= 352
[2024-03-19 23:52:33] [world] The Player <Heinrich_Himmler> has broke STONE at X= -733, Y= 5, Z= 352
[2024-03-19 23:52:33] [world] The Player <Heinrich_Himmler> has broke STONE at X= -734, Y= 5, Z= 352
[2024-03-19 23:52:34] [world] The Player <Heinrich_Himmler> has broke STONE at X= -734, Y= 6, Z= 352
[2024-03-19 23:52:34] [world] The Player <Heinrich_Himmler> has broke STONE at X= -735, Y= 6, Z= 352
[2024-03-19 23:52:35] [world] The Player <Heinrich_Himmler> has broke STONE at X= -736, Y= 6, Z= 352
[2024-03-19 23:52:36] [world] The Player <Heinrich_Himmler> has broke STONE at X= -737, Y= 6, Z= 352
[2024-03-19 23:52:36] [world] The Player <Heinrich_Himmler> has broke STONE at X= -738, Y= 6, Z= 352
[2024-03-19 23:52:37] [world] The Player <Heinrich_Himmler> has broke STONE at X= -739, Y= 6, Z= 352
[2024-03-19 23:52:39] [world] The Player <Heinrich_Himmler> has broke STONE at X= -736, Y= 5, Z= 352
[2024-03-19 23:52:41] [world] The Player <Heinrich_Himmler> has broke STONE at X= -735, Y= 5, Z= 352
[2024-03-19 23:52:42] [world] The Player <Heinrich_Himmler> has broke STONE at X= -737, Y= 5, Z= 352
[2024-03-19 23:52:42] [world] The Player <Heinrich_Himmler> has broke STONE at X= -738, Y= 5, Z= 352
[2024-03-19 23:52:43] [world] The Player <Heinrich_Himmler> has broke STONE at X= -739, Y= 5, Z= 352
[2024-03-19 23:52:50] [world] The Player <Heinrich_Himmler> has broke STONE at X= -740, Y= 5, Z= 352
[2024-03-19 23:52:51] [world] The Player <Heinrich_Himmler> has broke STONE at X= -740, Y= 6, Z= 352
[2024-03-19 23:52:52] [world] The Player <Heinrich_Himmler> has broke STONE at X= -741, Y= 5, Z= 352
[2024-03-19 23:52:52] [world] The Player <Heinrich_Himmler> has broke STONE at X= -741, Y= 6, Z= 352
[2024-03-19 23:52:53] [world] The Player <Heinrich_Himmler> has broke STONE at X= -742, Y= 6, Z= 352
[2024-03-19 23:52:54] [world] The Player <Heinrich_Himmler> has broke STONE at X= -742, Y= 5, Z= 352
[2024-03-19 23:52:54] [world] The Player <Heinrich_Himmler> has broke STONE at X= -743, Y= 5, Z= 352
[2024-03-19 23:52:55] [world] The Player <Heinrich_Himmler> has broke STONE at X= -743, Y= 6, Z= 352
[2024-03-19 23:53:00] [world] The Player <Heinrich_Himmler> has broke STONE at X= -744, Y= 6, Z= 352
[2024-03-19 23:53:01] [world] The Player <Heinrich_Himmler> has broke STONE at X= -744, Y= 5, Z= 352
[2024-03-19 23:53:02] [world] The Player <Heinrich_Himmler> has broke STONE at X= -745, Y= 5, Z= 352
[2024-03-19 23:53:03] [world] The Player <Heinrich_Himmler> has broke STONE at X= -745, Y= 6, Z= 352
[2024-03-19 23:53:32] [world] The Player <Heinrich_Himmler> has broke STONE at X= -711, Y= 6, Z= 352
[2024-03-19 23:53:32] [world] The Player <Heinrich_Himmler> has broke STONE at X= -711, Y= 5, Z= 352
[2024-03-19 23:53:33] [world] The Player <Heinrich_Himmler> has broke STONE at X= -710, Y= 5, Z= 352
[2024-03-19 23:53:34] [world] The Player <Heinrich_Himmler> has broke STONE at X= -710, Y= 6, Z= 352
[2024-03-19 23:53:34] [world] The Player <Heinrich_Himmler> has broke STONE at X= -709, Y= 6, Z= 352
[2024-03-19 23:53:35] [world] The Player <Heinrich_Himmler> has broke STONE at X= -708, Y= 6, Z= 352
[2024-03-19 23:53:35] [world] The Player <Heinrich_Himmler> has broke STONE at X= -709, Y= 5, Z= 352
[2024-03-19 23:53:36] [world] The Player <Heinrich_Himmler> has broke STONE at X= -708, Y= 5, Z= 352
[2024-03-19 23:53:37] [world] The Player <Heinrich_Himmler> has broke STONE at X= -707, Y= 6, Z= 352
[2024-03-19 23:53:37] [world] The Player <Heinrich_Himmler> has broke STONE at X= -707, Y= 5, Z= 352
[2024-03-19 23:53:38] [world] The Player <Heinrich_Himmler> has broke STONE at X= -706, Y= 6, Z= 352
[2024-03-19 23:53:39] [world] The Player <Heinrich_Himmler> has broke STONE at X= -706, Y= 5, Z= 352
[2024-03-19 23:53:39] [world] The Player <Heinrich_Himmler> has broke STONE at X= -705, Y= 5, Z= 352
[2024-03-19 23:53:40] [world] The Player <Heinrich_Himmler> has broke STONE at X= -705, Y= 6, Z= 352
[2024-03-19 23:53:41] [world] The Player <Heinrich_Himmler> has broke STONE at X= -704, Y= 6, Z= 352
[2024-03-19 23:53:41] [world] The Player <Heinrich_Himmler> has broke STONE at X= -704, Y= 5, Z= 352
[2024-03-19 23:53:42] [world] The Player <Heinrich_Himmler> has broke STONE at X= -703, Y= 6, Z= 352
[2024-03-19 23:53:43] [world] The Player <Heinrich_Himmler> has broke STONE at X= -703, Y= 5, Z= 352
[2024-03-19 23:53:43] [world] The Player <Heinrich_Himmler> has broke STONE at X= -702, Y= 6, Z= 352
[2024-03-19 23:53:44] [world] The Player <Heinrich_Himmler> has broke STONE at X= -701, Y= 6, Z= 352
[2024-03-19 23:53:45] [world] The Player <Heinrich_Himmler> has broke STONE at X= -702, Y= 5, Z= 352
[2024-03-19 23:53:45] [world] The Player <Heinrich_Himmler> has broke STONE at X= -701, Y= 5, Z= 352
[2024-03-19 23:53:46] [world] The Player <Heinrich_Himmler> has broke STONE at X= -700, Y= 6, Z= 352
[2024-03-19 23:53:46] [world] The Player <Heinrich_Himmler> has broke STONE at X= -700, Y= 5, Z= 352
[2024-03-19 23:53:47] [world] The Player <Heinrich_Himmler> has broke STONE at X= -699, Y= 6, Z= 352
[2024-03-19 23:53:48] [world] The Player <Heinrich_Himmler> has broke STONE at X= -699, Y= 5, Z= 352
[2024-03-19 23:53:48] [world] The Player <Heinrich_Himmler> has broke STONE at X= -698, Y= 6, Z= 352
[2024-03-19 23:53:49] [world] The Player <Heinrich_Himmler> has broke STONE at X= -697, Y= 6, Z= 352
[2024-03-19 23:53:50] [world] The Player <Heinrich_Himmler> has broke STONE at X= -698, Y= 5, Z= 352
[2024-03-19 23:53:50] [world] The Player <Heinrich_Himmler> has broke STONE at X= -697, Y= 5, Z= 352
[2024-03-19 23:53:51] [world] The Player <Heinrich_Himmler> has broke STONE at X= -696, Y= 5, Z= 352
[2024-03-19 23:53:51] [world] The Player <Heinrich_Himmler> has broke STONE at X= -696, Y= 6, Z= 352
[2024-03-19 23:53:52] [world] The Player <Heinrich_Himmler> has broke STONE at X= -695, Y= 6, Z= 352
[2024-03-19 23:53:53] [world] The Player <Heinrich_Himmler> has broke STONE at X= -695, Y= 5, Z= 352
[2024-03-19 23:53:53] [world] The Player <Heinrich_Himmler> has broke STONE at X= -694, Y= 6, Z= 352
[2024-03-19 23:53:54] [world] The Player <Heinrich_Himmler> has broke IRON_ORE at X= -693, Y= 6, Z= 352
[2024-03-19 23:53:55] [world] The Player <Heinrich_Himmler> has broke STONE at X= -694, Y= 5, Z= 352
[2024-03-19 23:53:56] [world] The Player <Heinrich_Himmler> has broke STONE at X= -693, Y= 5, Z= 352
[2024-03-19 23:53:56] [world] The Player <Heinrich_Himmler> has broke IRON_ORE at X= -693, Y= 6, Z= 353
[2024-03-19 23:53:57] [world] The Player <Heinrich_Himmler> has broke IRON_ORE at X= -693, Y= 5, Z= 353
[2024-03-19 23:53:58] [world] The Player <Heinrich_Himmler> has broke STONE at X= -692, Y= 5, Z= 353
[2024-03-19 23:53:59] [world] The Player <Heinrich_Himmler> has broke IRON_ORE at X= -692, Y= 6, Z= 353
[2024-03-19 23:54:00] [world] The Player <Heinrich_Himmler> has broke IRON_ORE at X= -692, Y= 6, Z= 352
[2024-03-19 23:54:00] [world] The Player <Heinrich_Himmler> has broke STONE at X= -692, Y= 5, Z= 352
[2024-03-19 23:54:01] [world] The Player <Heinrich_Himmler> has broke STONE at X= -691, Y= 5, Z= 352
[2024-03-19 23:54:02] [world] The Player <Heinrich_Himmler> has broke STONE at X= -691, Y= 6, Z= 352
[2024-03-19 23:54:02] [world] The Player <Heinrich_Himmler> has broke STONE at X= -690, Y= 6, Z= 352
[2024-03-19 23:54:03] [world] The Player <Heinrich_Himmler> has broke STONE at X= -690, Y= 5, Z= 352
[2024-03-19 23:54:04] [world] The Player <Heinrich_Himmler> has broke STONE at X= -689, Y= 6, Z= 352
[2024-03-19 23:54:05] [world] The Player <Heinrich_Himmler> has broke IRON_ORE at X= -692, Y= 7, Z= 352
[2024-03-19 23:54:07] [world] The Player <Heinrich_Himmler> has broke STONE at X= -688, Y= 6, Z= 352
[2024-03-19 23:54:08] [world] The Player <Heinrich_Himmler> has broke STONE at X= -689, Y= 5, Z= 352
[2024-03-19 23:54:08] [world] The Player <Heinrich_Himmler> has broke STONE at X= -688, Y= 5, Z= 352
[2024-03-19 23:54:09] [world] The Player <Heinrich_Himmler> has broke STONE at X= -687, Y= 5, Z= 352
[2024-03-19 23:54:09] [world] The Player <Heinrich_Himmler> has broke STONE at X= -687, Y= 6, Z= 352
[2024-03-19 23:54:11] [world] The Player <Heinrich_Himmler> has broke STONE at X= -686, Y= 6, Z= 352
[2024-03-19 23:54:12] [world] The Player <Heinrich_Himmler> has broke STONE at X= -686, Y= 5, Z= 352
[2024-03-19 23:54:13] [world] The Player <Heinrich_Himmler> has broke STONE at X= -685, Y= 6, Z= 352
[2024-03-19 23:54:13] [world] The Player <Heinrich_Himmler> has broke STONE at X= -684, Y= 6, Z= 352
[2024-03-19 23:54:14] [world] The Player <Heinrich_Himmler> has broke STONE at X= -685, Y= 5, Z= 352
[2024-03-19 23:54:15] [world] The Player <Heinrich_Himmler> has broke STONE at X= -684, Y= 5, Z= 352
[2024-03-19 23:54:15] [world] The Player <Heinrich_Himmler> has broke STONE at X= -683, Y= 5, Z= 352
[2024-03-19 23:54:16] [world] The Player <Heinrich_Himmler> has broke STONE at X= -683, Y= 6, Z= 352
[2024-03-19 23:54:20] [world] The Player <Heinrich_Himmler> has broke STONE at X= -682, Y= 6, Z= 352
[2024-03-19 23:57:24] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 334
[2024-03-19 23:57:24] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 333
[2024-03-19 23:57:25] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 334
[2024-03-19 23:57:26] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 333
[2024-03-19 23:57:26] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 332
[2024-03-19 23:57:27] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 332
[2024-03-19 23:57:28] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 331
[2024-03-19 23:57:28] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 330
[2024-03-19 23:57:29] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 331
[2024-03-19 23:57:30] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 330
[2024-03-19 23:57:30] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 329
[2024-03-19 23:57:31] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 329
[2024-03-19 23:57:32] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 328
[2024-03-19 23:57:32] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 328
[2024-03-19 23:57:33] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 327
[2024-03-19 23:57:33] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 327
[2024-03-19 23:57:34] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 326
[2024-03-19 23:57:35] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 326
[2024-03-19 23:57:35] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 325
[2024-03-19 23:57:36] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 324
[2024-03-19 23:57:37] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 324
[2024-03-19 23:57:37] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 325
[2024-03-19 23:57:38] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 323
[2024-03-19 23:57:39] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 323
[2024-03-19 23:57:39] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 322
[2024-03-19 23:57:40] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 322
[2024-03-19 23:57:40] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 321
[2024-03-19 23:57:41] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 321
[2024-03-19 23:57:42] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 320
[2024-03-19 23:57:42] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 319
[2024-03-19 23:57:43] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 319
[2024-03-19 23:57:44] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 320
[2024-03-19 23:57:44] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 318
[2024-03-19 23:57:45] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 318
[2024-03-19 23:57:46] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 317
[2024-03-19 23:57:46] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 317
[2024-03-19 23:57:47] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 316
[2024-03-19 23:57:48] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 316
[2024-03-19 23:57:49] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 315
[2024-03-19 23:57:49] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 315
[2024-03-19 23:57:50] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 314
[2024-03-19 23:57:50] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 314
[2024-03-19 23:57:51] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 313
[2024-03-19 23:57:52] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 313
[2024-03-19 23:57:52] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 312
[2024-03-19 23:57:53] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 312
[2024-03-19 23:57:54] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 311
[2024-03-19 23:57:54] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 311
[2024-03-19 23:57:55] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 310
[2024-03-19 23:57:56] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 310
[2024-03-19 23:57:56] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 5, Z= 309
[2024-03-19 23:57:57] [world] The Player <Heinrich_Himmler> has broke STONE at X= -717, Y= 6, Z= 309
[2024-03-19 23:58:24] [world_the_end] The Player <Heinrich_Himmler> has broke NETHERRACK at X= 100, Y= 50, Z= 1
[2024-03-19 23:58:24] [world_the_end] The Player <Heinrich_Himmler> has broke NETHERRACK at X= 100, Y= 51, Z= 1
[2024-03-19 23:58:26] [world_the_end] The Player <Heinrich_Himmler> has broke NETHERRACK at X= 100, Y= 52, Z= 1
[2024-03-19 23:59:33] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 0
[2024-03-19 23:59:35] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 0
[2024-03-19 23:59:36] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 0
[2024-03-19 23:59:38] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 0
[2024-03-19 23:59:39] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 0
[2024-03-19 23:59:40] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 51, Z= 0
[2024-03-19 23:59:42] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 52, Z= 0
[2024-03-19 23:59:43] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 52, Z= 0
[2024-03-19 23:59:44] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 51, Z= 0
[2024-03-19 23:59:46] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 50, Z= 0
[2024-03-19 23:59:47] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 49, Z= 0
[2024-03-19 23:59:48] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 49, Z= 0
[2024-03-19 23:59:49] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 97, Y= 49, Z= 0
[2024-03-19 23:59:51] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 97, Y= 49, Z= 0
[2024-03-19 23:59:54] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 100, Y= 49, Z= 1
[2024-03-19 23:59:55] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 49, Z= 1
[2024-03-19 23:59:57] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 50, Z= 1
[2024-03-19 23:59:58] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 50, Z= 1
[2024-03-19 23:59:59] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 97, Y= 50, Z= 1
[2024-03-20 00:00:01] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 97, Y= 50, Z= 1
[2024-03-20 00:00:02] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 49, Z= 1
[2024-03-20 00:00:03] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 49, Z= 1
[2024-03-20 00:00:04] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 97, Y= 49, Z= 1
[2024-03-20 00:00:06] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 2
[2024-03-20 00:00:08] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 2
[2024-03-20 00:00:09] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 2
[2024-03-20 00:00:11] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 2
[2024-03-20 00:00:12] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 99, Y= 50, Z= 2
[2024-03-20 00:00:13] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 50, Z= 2
[2024-03-20 00:00:14] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 50, Z= 2
