[2024-03-17 22:33:00] [world] The Player <TurtleDuck> has broke SAND at X= -528, Y= 72, Z= 267
[2024-03-17 23:39:52] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2326
[2024-03-17 23:39:53] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2327
[2024-03-17 23:39:56] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2327
[2024-03-17 23:39:57] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2327
[2024-03-17 23:39:58] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2327
[2024-03-17 23:39:59] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2326
[2024-03-17 23:40:00] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2325
[2024-03-17 23:40:01] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2324
[2024-03-17 23:40:02] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2325
[2024-03-17 23:40:03] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2324
[2024-03-17 23:40:04] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2323
[2024-03-17 23:40:05] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2322
[2024-03-17 23:40:06] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2321
[2024-03-17 23:40:07] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2321
[2024-03-17 23:40:08] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2322
[2024-03-17 23:40:09] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2323
[2024-03-17 23:40:10] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2323
[2024-03-17 23:40:11] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2323
[2024-03-17 23:40:12] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2322
[2024-03-17 23:40:13] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2324
[2024-03-17 23:40:14] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2324
[2024-03-17 23:40:14] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2324
[2024-03-17 23:40:15] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2325
[2024-03-17 23:40:16] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2326
[2024-03-17 23:40:18] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2326
[2024-03-17 23:40:20] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2325
[2024-03-17 23:40:21] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2326
[2024-03-17 23:40:24] [world] The Player <bagelz> has broke STEP at X= 1041, Y= 104, Z= 2319
[2024-03-17 23:40:26] [world] The Player <bagelz> has broke STEP at X= 1041, Y= 104, Z= 2318
[2024-03-17 23:40:35] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2310
[2024-03-17 23:40:37] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2311
[2024-03-17 23:40:38] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2312
[2024-03-17 23:40:39] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2313
[2024-03-17 23:40:40] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2314
[2024-03-17 23:40:41] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2315
[2024-03-17 23:40:42] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2317
[2024-03-17 23:40:43] [world] The Player <bagelz> has broke SNOW at X= 1034, Y= 105, Z= 2316
[2024-03-17 23:40:45] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2317
[2024-03-17 23:40:46] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2317
[2024-03-17 23:40:47] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2317
[2024-03-17 23:40:48] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2317
[2024-03-17 23:40:48] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2317
[2024-03-17 23:40:49] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2317
[2024-03-17 23:40:50] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2317
[2024-03-17 23:40:51] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2316
[2024-03-17 23:40:52] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2315
[2024-03-17 23:40:54] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2313
[2024-03-17 23:40:55] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2314
[2024-03-17 23:40:56] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2312
[2024-03-17 23:40:57] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2311
[2024-03-17 23:40:58] [world] The Player <bagelz> has broke SNOW at X= 1041, Y= 105, Z= 2310
[2024-03-17 23:40:59] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2310
[2024-03-17 23:41:00] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2310
[2024-03-17 23:41:00] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2310
[2024-03-17 23:41:01] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2311
[2024-03-17 23:41:02] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2311
[2024-03-17 23:41:03] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2312
[2024-03-17 23:41:04] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2313
[2024-03-17 23:41:05] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2313
[2024-03-17 23:41:06] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2313
[2024-03-17 23:41:07] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2314
[2024-03-17 23:41:08] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2313
[2024-03-17 23:41:09] [world] The Player <bagelz> has broke SNOW at X= 1035, Y= 105, Z= 2314
[2024-03-17 23:41:09] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2314
[2024-03-17 23:41:10] [world] The Player <bagelz> has broke SNOW at X= 1036, Y= 105, Z= 2315
[2024-03-17 23:41:11] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2315
[2024-03-17 23:41:12] [world] The Player <bagelz> has broke SNOW at X= 1037, Y= 105, Z= 2316
[2024-03-17 23:41:13] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2316
[2024-03-17 23:41:14] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2316
[2024-03-17 23:41:15] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2316
[2024-03-17 23:41:16] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2315
[2024-03-17 23:41:17] [world] The Player <bagelz> has broke SNOW at X= 1040, Y= 105, Z= 2314
[2024-03-17 23:41:18] [world] The Player <bagelz> has broke SNOW at X= 1039, Y= 105, Z= 2314
[2024-03-17 23:41:19] [world] The Player <bagelz> has broke SNOW at X= 1038, Y= 105, Z= 2314
[2024-03-17 23:41:28] [world] The Player <bagelz> has broke TORCH at X= 1041, Y= 106, Z= 2319
[2024-03-17 23:41:36] [world] The Player <bagelz> has broke TORCH at X= 1032, Y= 106, Z= 2327
[2024-03-17 23:41:45] [world] The Player <Milk_Frog> has broke PISTON_STICKY_BASE at X= -582, Y= 66, Z= 279
[2024-03-17 23:41:47] [world] The Player <bagelz> has broke TORCH at X= 1031, Y= 106, Z= 2310
[2024-03-17 23:41:51] [world] The Player <bagelz> has broke TORCH at X= 1024, Y= 105, Z= 2319
[2024-03-17 23:41:53] [world] The Player <Milk_Frog> has broke REDSTONE_BLOCK at X= -579, Y= 66, Z= 279
[2024-03-17 23:41:53] [world] The Player <Milk_Frog> has broke REDSTONE_BLOCK at X= -579, Y= 66, Z= 280
[2024-03-17 23:42:01] [world] The Player <Milk_Frog> has broke REDSTONE_WIRE at X= -575, Y= 65, Z= 276
[2024-03-17 23:42:01] [world] The Player <Milk_Frog> has broke GRASS at X= -575, Y= 64, Z= 276
[2024-03-17 23:42:12] [world] The Player <Milk_Frog> has broke REDSTONE_BLOCK at X= -579, Y= 66, Z= 279
[2024-03-17 23:42:13] [world] The Player <Milk_Frog> has broke REDSTONE_BLOCK at X= -579, Y= 66, Z= 280
[2024-03-17 23:42:47] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 101, Z= 2319
[2024-03-17 23:42:49] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 100, Z= 2318
[2024-03-17 23:42:50] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 99, Z= 2318
[2024-03-17 23:42:51] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 98, Z= 2319
[2024-03-17 23:42:53] [world] The Player <bagelz> has broke TORCH at X= 1032, Y= 96, Z= 2319
[2024-03-17 23:42:54] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 97, Z= 2319
[2024-03-17 23:42:55] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 96, Z= 2318
[2024-03-17 23:42:56] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 95, Z= 2318
[2024-03-17 23:43:01] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 94, Z= 2319
[2024-03-17 23:43:01] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 93, Z= 2319
[2024-03-17 23:43:04] [world] The Player <bagelz> has broke TORCH at X= 1033, Y= 90, Z= 2318
[2024-03-17 23:43:11] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 92, Z= 2318
[2024-03-17 23:43:11] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 91, Z= 2318
[2024-03-17 23:43:13] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 90, Z= 2319
[2024-03-17 23:43:15] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 89, Z= 2319
[2024-03-17 23:43:16] [world] The Player <bagelz> has broke TORCH at X= 1032, Y= 90, Z= 2318
[2024-03-17 23:43:17] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 88, Z= 2318
[2024-03-17 23:43:18] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 87, Z= 2318
[2024-03-17 23:43:19] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 86, Z= 2319
[2024-03-17 23:43:21] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 85, Z= 2319
[2024-03-17 23:43:22] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 84, Z= 2318
[2024-03-17 23:43:25] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 83, Z= 2318
[2024-03-17 23:43:26] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 82, Z= 2319
[2024-03-17 23:43:27] [world] The Player <bagelz> has broke TORCH at X= 1032, Y= 82, Z= 2318
[2024-03-17 23:43:29] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 81, Z= 2319
[2024-03-17 23:43:30] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 80, Z= 2318
[2024-03-17 23:43:31] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 79, Z= 2318
[2024-03-17 23:43:38] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 80, Z= 2320
[2024-03-17 23:43:39] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 79, Z= 2320
[2024-03-17 23:45:01] [world] The Player <bagelz> has broke LEAVES at X= 996, Y= 78, Z= 2344
[2024-03-17 23:45:02] [world] The Player <bagelz> has broke LEAVES at X= 995, Y= 78, Z= 2344
[2024-03-17 23:45:03] [world] The Player <bagelz> has broke LOG at X= 994, Y= 78, Z= 2344
[2024-03-17 23:45:04] [world] The Player <bagelz> has broke LOG at X= 994, Y= 79, Z= 2344
[2024-03-17 23:45:05] [world] The Player <bagelz> has broke LEAVES at X= 995, Y= 79, Z= 2344
[2024-03-17 23:45:06] [world] The Player <bagelz> has broke LOG at X= 994, Y= 80, Z= 2344
[2024-03-17 23:45:07] [world] The Player <bagelz> has broke LOG at X= 994, Y= 81, Z= 2344
[2024-03-17 23:45:07] [world] The Player <bagelz> has broke LOG at X= 994, Y= 82, Z= 2344
[2024-03-17 23:45:08] [world] The Player <bagelz> has broke LOG at X= 994, Y= 83, Z= 2344
[2024-03-17 23:45:09] [world] The Player <bagelz> has broke LOG at X= 994, Y= 84, Z= 2344
[2024-03-17 23:45:12] [world] The Player <bagelz> has broke LOG at X= 994, Y= 77, Z= 2344
[2024-03-17 23:45:27] [world] The Player <bagelz> has broke CROPS at X= 1027, Y= 74, Z= 2358
[2024-03-17 23:49:01] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-17 23:49:04] [world] The Player <bagelz> has broke GRASS at X= 1033, Y= 78, Z= 2319
[2024-03-17 23:49:06] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 78, Z= 2319
[2024-03-17 23:49:07] [world] The Player <bagelz> has broke GRASS at X= 1032, Y= 78, Z= 2318
[2024-03-17 23:49:08] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 78, Z= 2318
[2024-03-17 23:49:29] [world] The Player <bagelz> has broke LEAVES at X= 1009, Y= 80, Z= 2329
[2024-03-17 23:49:30] [world] The Player <bagelz> has broke LEAVES at X= 1008, Y= 80, Z= 2329
[2024-03-17 23:49:31] [world] The Player <bagelz> has broke LOG at X= 1007, Y= 80, Z= 2329
[2024-03-17 23:49:32] [world] The Player <bagelz> has broke LOG at X= 1007, Y= 79, Z= 2329
[2024-03-17 23:49:33] [world] The Player <bagelz> has broke LOG at X= 1007, Y= 81, Z= 2329
[2024-03-17 23:49:34] [world] The Player <bagelz> has broke LOG at X= 1007, Y= 82, Z= 2329
[2024-03-17 23:49:35] [world] The Player <bagelz> has broke LOG at X= 1007, Y= 83, Z= 2329
[2024-03-17 23:49:35] [world] The Player <bagelz> has broke LEAVES at X= 1007, Y= 84, Z= 2329
[2024-03-17 23:49:40] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 80, Z= 2317
[2024-03-17 23:49:42] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 79, Z= 2317
[2024-03-17 23:49:46] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 81, Z= 2317
[2024-03-17 23:49:47] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 82, Z= 2317
[2024-03-17 23:49:48] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 83, Z= 2317
[2024-03-17 23:49:49] [world] The Player <bagelz> has broke LEAVES at X= 1012, Y= 83, Z= 2316
[2024-03-17 23:49:50] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 84, Z= 2317
[2024-03-17 23:49:51] [world] The Player <bagelz> has broke LOG at X= 1012, Y= 85, Z= 2317
[2024-03-17 23:50:29] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10188, Y= 63, Z= 4105
[2024-03-17 23:50:34] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10190, Y= 63, Z= 4108
[2024-03-17 23:51:17] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10196, Y= 63, Z= 4097
[2024-03-17 23:51:20] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10198, Y= 63, Z= 4095
[2024-03-17 23:51:23] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10201, Y= 63, Z= 4095
[2024-03-17 23:51:24] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10201, Y= 63, Z= 4096
[2024-03-17 23:51:27] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10200, Y= 63, Z= 4100
[2024-03-17 23:51:31] [world] The Player <Tester_> has broke NETHER_WARTS at X= -10198, Y= 63, Z= 4099
[2024-03-17 23:53:12] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-17 23:53:15] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 78, Z= 2320
[2024-03-17 23:53:16] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 77, Z= 2320
[2024-03-17 23:53:20] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 76, Z= 2320
[2024-03-17 23:53:22] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 77, Z= 2319
[2024-03-17 23:53:23] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 77, Z= 2318
[2024-03-17 23:53:24] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 77, Z= 2319
[2024-03-17 23:53:25] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 77, Z= 2318
[2024-03-17 23:53:32] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 77, Z= 2320
[2024-03-17 23:53:38] [world] The Player <bagelz> has broke CHEST at X= 1032, Y= 77, Z= 2320
[2024-03-17 23:53:48] [world] The Player <bagelz> has broke CHEST at X= 1032, Y= 77, Z= 2320
[2024-03-17 23:53:49] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 76, Z= 2320
[2024-03-17 23:53:50] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 76, Z= 2319
[2024-03-17 23:53:51] [world] The Player <bagelz> has broke DIRT at X= 1032, Y= 76, Z= 2318
[2024-03-17 23:53:53] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 76, Z= 2319
[2024-03-17 23:53:54] [world] The Player <bagelz> has broke DIRT at X= 1033, Y= 76, Z= 2318
[2024-03-17 23:54:11] [world] The Player <bagelz> has broke GRASS at X= 1030, Y= 78, Z= 2319
[2024-03-17 23:54:13] [world] The Player <bagelz> has broke GRASS at X= 1030, Y= 78, Z= 2318
[2024-03-17 23:54:14] [world] The Player <bagelz> has broke DIRT at X= 1030, Y= 77, Z= 2318
[2024-03-17 23:54:15] [world] The Player <bagelz> has broke DIRT at X= 1031, Y= 77, Z= 2318
[2024-03-17 23:54:17] [world] The Player <bagelz> has broke DIRT at X= 1030, Y= 76, Z= 2318
[2024-03-17 23:54:21] [world] The Player <bagelz> has broke DIRT at X= 1031, Y= 76, Z= 2318
[2024-03-17 23:54:23] [world] The Player <bagelz> has broke GRASS at X= 1030, Y= 77, Z= 2319
[2024-03-17 23:54:24] [world] The Player <bagelz> has broke GRASS at X= 1030, Y= 78, Z= 2320
[2024-03-17 23:54:44] [world] The Player <Tester> has broke WALL_SIGN at X= -557, Y= 89, Z= 280
[2024-03-17 23:56:58] [world] The Player <TurtleDuck> has broke WOOD at X= -574, Y= 71, Z= 284
[2024-03-17 23:57:02] [world] The Player <TurtleDuck> has broke WOOD at X= -574, Y= 71, Z= 282
[2024-03-17 23:57:30] [world] The Player <TurtleDuck> has broke WOOD at X= -575, Y= 73, Z= 281
[2024-03-17 23:57:47] [world] The Player <TurtleDuck> has broke WOOD at X= -576, Y= 73, Z= 279
[2024-03-17 23:57:49] [world] The Player <TurtleDuck> has broke WOOD at X= -577, Y= 73, Z= 285
[2024-03-17 23:57:52] [world] The Player <TurtleDuck> has broke WOOD at X= -581, Y= 73, Z= 281
[2024-03-17 23:57:58] [world] The Player <TurtleDuck> has broke WOOD at X= -580, Y= 72, Z= 280
[2024-03-17 23:58:00] [world] The Player <TurtleDuck> has broke WOOD at X= -579, Y= 73, Z= 279
[2024-03-17 23:58:06] [world] The Player <TurtleDuck> has broke WOOD at X= -578, Y= 73, Z= 281
[2024-03-17 23:58:08] [world] The Player <TurtleDuck> has broke WOOD at X= -578, Y= 73, Z= 282
[2024-03-17 23:58:13] [world] The Player <TurtleDuck> has broke WOOD at X= -576, Y= 74, Z= 278
[2024-03-17 23:58:13] [world] The Player <TurtleDuck> has broke WOOD at X= -576, Y= 73, Z= 278
[2024-03-17 23:58:29] [world] The Player <TurtleDuck> has broke LOG at X= -582, Y= 73, Z= 278
[2024-03-17 23:58:31] [world] The Player <TurtleDuck> has broke LOG at X= -582, Y= 74, Z= 278
[2024-03-17 23:58:43] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 105, Z= 2308
[2024-03-17 23:58:45] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 105, Z= 2309
[2024-03-17 23:58:48] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 106, Z= 2308
[2024-03-17 23:58:49] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 106, Z= 2309
[2024-03-17 23:59:07] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 106, Z= 2308
[2024-03-17 23:59:08] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 107, Z= 2308
[2024-03-17 23:59:09] [world] The Player <bagelz> has broke COBBLESTONE at X= 1032, Y= 105, Z= 2308
[2024-03-17 23:59:46] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-18 00:00:03] [world] The Player <TurtleDuck> has broke LOG at X= -575, Y= 73, Z= 278
[2024-03-18 00:00:20] [world] The Player <TurtleDuck> has broke LOG at X= -576, Y= 76, Z= 277
[2024-03-18 00:00:34] [world] The Player <TurtleDuck> has broke LOG at X= -574, Y= 73, Z= 286
[2024-03-18 00:01:06] [world_the_end] The Player <NezukoChan> has broke GLASS at X= -168, Y= 104, Z= 39
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -648, Y= 69, Z= 240
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -648, Y= 69, Z= 239
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -649, Y= 69, Z= 240
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -649, Y= 69, Z= 239
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -650, Y= 69, Z= 240
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -650, Y= 69, Z= 239
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -651, Y= 69, Z= 239
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -651, Y= 69, Z= 240
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -652, Y= 69, Z= 239
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -652, Y= 69, Z= 240
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -653, Y= 69, Z= 239
[2024-03-18 00:01:35] [world] The Player <Tester> has broke DIRT at X= -653, Y= 69, Z= 240
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -654, Y= 69, Z= 239
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -654, Y= 69, Z= 240
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -655, Y= 69, Z= 239
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -655, Y= 69, Z= 240
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -656, Y= 69, Z= 239
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -656, Y= 69, Z= 240
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -657, Y= 69, Z= 239
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -657, Y= 69, Z= 240
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -658, Y= 69, Z= 239
[2024-03-18 00:01:36] [world] The Player <Tester> has broke DIRT at X= -658, Y= 69, Z= 240
[2024-03-18 00:01:37] [world] The Player <Tester> has broke DIRT at X= -659, Y= 69, Z= 239
[2024-03-18 00:01:37] [world] The Player <Tester> has broke DIRT at X= -657, Y= 69, Z= 242
[2024-03-18 00:01:37] [world] The Player <Tester> has broke DIRT at X= -659, Y= 69, Z= 240
[2024-03-18 00:01:39] [world] The Player <Tester> has broke DIRT at X= -662, Y= 69, Z= 241
[2024-03-18 00:01:39] [world] The Player <Tester> has broke DIRT at X= -663, Y= 69, Z= 241
[2024-03-18 00:01:39] [world] The Player <Tester> has broke DIRT at X= -664, Y= 69, Z= 241
[2024-03-18 00:01:39] [world] The Player <Tester> has broke DIRT at X= -665, Y= 69, Z= 241
[2024-03-18 00:01:39] [world] The Player <Tester> has broke DIRT at X= -666, Y= 69, Z= 241
[2024-03-18 00:01:41] [world] The Player <Tester> has broke DIRT at X= -662, Y= 70, Z= 241
[2024-03-18 00:01:41] [world] The Player <Tester> has broke GRASS at X= -663, Y= 70, Z= 241
[2024-03-18 00:01:42] [world] The Player <Tester> has broke SAND at X= -662, Y= 69, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke GRASS at X= -664, Y= 70, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke GRASS at X= -665, Y= 70, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke GRASS at X= -666, Y= 70, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke GRASS at X= -667, Y= 70, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke GRASS at X= -668, Y= 70, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke DOUBLE_PLANT at X= -669, Y= 71, Z= 241
[2024-03-18 00:01:43] [world] The Player <Tester> has broke GRASS at X= -669, Y= 70, Z= 241
[2024-03-18 00:01:44] [world] The Player <Tester> has broke GRASS at X= -670, Y= 70, Z= 241
[2024-03-18 00:01:44] [world] The Player <Tester> has broke LONG_GRASS at X= -671, Y= 71, Z= 241
[2024-03-18 00:02:02] [world] The Player <Tester> has broke CHEST at X= -689, Y= 67, Z= 226
[2024-03-18 00:06:26] [world] The Player <bagelz> has broke COBBLESTONE at X= 1033, Y= 79, Z= 2320
[2024-03-18 00:06:37] [world] The Player <Milk_Frog> has broke PISTON_BASE at X= -580, Y= 65, Z= 278
[2024-03-18 00:06:38] [world] The Player <Milk_Frog> has broke PISTON_BASE at X= -580, Y= 64, Z= 278
[2024-03-18 00:06:43] [world] The Player <Milk_Frog> has broke GRASS at X= -581, Y= 65, Z= 278
[2024-03-18 00:06:58] [world] The Player <Milk_Frog> has broke GRASS at X= -575, Y= 67, Z= 275
[2024-03-18 00:06:58] [world] The Player <Milk_Frog> has broke LEVER at X= -575, Y= 67, Z= 276
[2024-03-18 00:06:59] [world] The Player <Milk_Frog> has broke GRASS at X= -575, Y= 66, Z= 276
[2024-03-18 00:07:02] [world_the_end] The Player <Koi> has broke MOB_SPAWNER at X= -162, Y= 101, Z= 32
[2024-03-18 00:07:03] [world_the_end] The Player <Koi> has broke MOB_SPAWNER at X= -160, Y= 101, Z= 29
[2024-03-18 00:07:29] [world] The Player <Milk_Frog> has broke LEVER at X= -575, Y= 68, Z= 276
[2024-03-18 00:07:29] [world] The Player <Milk_Frog> has broke GRASS at X= -575, Y= 67, Z= 276
