[2024-03-18 01:30:14] [world] The Player <NezukoChan> has broke DIRT at X= 100004, Y= 12, Z= 60
[2024-03-18 14:35:54] [world] The Player <MonkeyTrainer> has broke SAND at X= -555, Y= 63, Z= 300
[2024-03-18 14:35:55] [world] The Player <MonkeyTrainer> has broke SAND at X= -555, Y= 63, Z= 301
[2024-03-18 14:36:02] [world] The Player <proman50> has broke WOOD at X= -688, Y= 69, Z= 232
[2024-03-18 14:36:02] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -688, Y= 71, Z= 306
[2024-03-18 14:36:04] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -689, Y= 71, Z= 306
[2024-03-18 14:36:04] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 300
[2024-03-18 14:36:05] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -689, Y= 71, Z= 303
[2024-03-18 14:36:06] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -688, Y= 71, Z= 303
[2024-03-18 14:36:06] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 301
[2024-03-18 14:36:07] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 301
[2024-03-18 14:36:07] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 302
[2024-03-18 14:36:08] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 303
[2024-03-18 14:36:09] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 302
[2024-03-18 14:36:09] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 303
[2024-03-18 14:36:09] [world] The Player <MrBlob2U> has broke COBBLESTONE at X= -613, Y= 44, Z= 184
[2024-03-18 14:36:09] [world] The Player <proman50> has broke WOOD at X= -688, Y= 68, Z= 227
[2024-03-18 14:36:11] [world] The Player <MrBlob2U> has broke STONE at X= -614, Y= 44, Z= 183
[2024-03-18 14:36:11] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 303
[2024-03-18 14:36:12] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 303
[2024-03-18 14:36:13] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 304
[2024-03-18 14:36:13] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 304
[2024-03-18 14:36:14] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 305
[2024-03-18 14:36:14] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 305
[2024-03-18 14:36:15] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 306
[2024-03-18 14:36:15] [world] The Player <proman50> has broke WOOD at X= -688, Y= 68, Z= 229
[2024-03-18 14:36:16] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 306
[2024-03-18 14:36:16] [world] The Player <MrBlob2U> has broke STONE at X= -612, Y= 44, Z= 183
[2024-03-18 14:36:22] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 304
[2024-03-18 14:36:22] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 304
[2024-03-18 14:36:22] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 72, Z= 306
[2024-03-18 14:36:23] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 305
[2024-03-18 14:36:24] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 73, Z= 306
[2024-03-18 14:36:24] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 305
[2024-03-18 14:36:24] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 306
[2024-03-18 14:36:25] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 306
[2024-03-18 14:36:25] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 307
[2024-03-18 14:36:26] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -689, Y= 73, Z= 306
[2024-03-18 14:36:26] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 307
[2024-03-18 14:36:27] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -688, Y= 73, Z= 306
[2024-03-18 14:36:27] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 307
[2024-03-18 14:36:28] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 73, Z= 306
[2024-03-18 14:36:29] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 307
[2024-03-18 14:36:29] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 72, Z= 306
[2024-03-18 14:36:30] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 308
[2024-03-18 14:36:30] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 71, Z= 306
[2024-03-18 14:36:31] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 308
[2024-03-18 14:36:32] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 73, Z= 305
[2024-03-18 14:36:33] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 308
[2024-03-18 14:36:34] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 73, Z= 304
[2024-03-18 14:36:34] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 308
[2024-03-18 14:36:35] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 309
[2024-03-18 14:36:35] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 73, Z= 303
[2024-03-18 14:36:35] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 309
[2024-03-18 14:36:36] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 72, Z= 303
[2024-03-18 14:36:37] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -687, Y= 71, Z= 303
[2024-03-18 14:36:38] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 309
[2024-03-18 14:36:39] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -688, Y= 73, Z= 303
[2024-03-18 14:36:39] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 309
[2024-03-18 14:36:40] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 309
[2024-03-18 14:36:40] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -689, Y= 73, Z= 303
[2024-03-18 14:36:41] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 310
[2024-03-18 14:36:41] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 73, Z= 303
[2024-03-18 14:36:41] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 310
[2024-03-18 14:36:42] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 311
[2024-03-18 14:36:42] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 72, Z= 303
[2024-03-18 14:36:43] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 311
[2024-03-18 14:36:43] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 71, Z= 303
[2024-03-18 14:36:43] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 311
[2024-03-18 14:36:44] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 311
[2024-03-18 14:36:45] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 72, Z= 304
[2024-03-18 14:36:46] [world] The Player <character> has broke GRASS at X= -787, Y= 68, Z= 272
[2024-03-18 14:36:46] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 310
[2024-03-18 14:36:46] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 73, Z= 304
[2024-03-18 14:36:47] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 310
[2024-03-18 14:36:47] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 311
[2024-03-18 14:36:48] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 71, Z= 304
[2024-03-18 14:36:48] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 311
[2024-03-18 14:36:49] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 312
[2024-03-18 14:36:49] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 72, Z= 305
[2024-03-18 14:36:49] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 313
[2024-03-18 14:36:51] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 73, Z= 305
[2024-03-18 14:36:51] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 60, Z= 312
[2024-03-18 14:36:52] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 71, Z= 305
[2024-03-18 14:36:53] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -690, Y= 71, Z= 306
[2024-03-18 14:36:54] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 312
[2024-03-18 14:36:55] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 312
[2024-03-18 14:36:56] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 312
[2024-03-18 14:36:56] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 312
[2024-03-18 14:36:58] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 313
[2024-03-18 14:36:59] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 313
[2024-03-18 14:37:00] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 313
[2024-03-18 14:37:00] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 313
[2024-03-18 14:37:01] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 63, Z= 314
[2024-03-18 14:37:02] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 63, Z= 314
[2024-03-18 14:37:03] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 314
[2024-03-18 14:37:04] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 314
[2024-03-18 14:37:06] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -691, Y= 71, Z= 307
[2024-03-18 14:37:08] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 315
[2024-03-18 14:37:09] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 63, Z= 315
[2024-03-18 14:37:10] [world] The Player <The_Amazing_Yao> has broke STONE at X= 516, Y= 25, Z= 2247
[2024-03-18 14:37:12] [world] The Player <The_Amazing_Yao> has broke STONE at X= 516, Y= 26, Z= 2248
[2024-03-18 14:37:13] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 315
[2024-03-18 14:37:14] [world] The Player <The_Amazing_Yao> has broke STONE at X= 516, Y= 25, Z= 2248
[2024-03-18 14:37:14] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 315
[2024-03-18 14:37:14] [world] The Player <The_Amazing_Yao> has broke STONE at X= 517, Y= 26, Z= 2248
[2024-03-18 14:37:15] [world] The Player <The_Amazing_Yao> has broke STONE at X= 517, Y= 25, Z= 2248
[2024-03-18 14:37:16] [world] The Player <proman50> has broke WORKBENCH at X= -708, Y= 64, Z= 236
[2024-03-18 14:37:20] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 313
[2024-03-18 14:37:21] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 314
[2024-03-18 14:37:22] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 314
[2024-03-18 14:37:22] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 315
[2024-03-18 14:37:23] [world] The Player <The_Amazing_Yao> has broke STONE at X= 518, Y= 26, Z= 2248
[2024-03-18 14:37:23] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 315
[2024-03-18 14:37:24] [world] The Player <The_Amazing_Yao> has broke STONE at X= 518, Y= 25, Z= 2248
[2024-03-18 14:37:25] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 26, Z= 2248
[2024-03-18 14:37:26] [world] The Player <The_Amazing_Yao> has broke STONE at X= 518, Y= 27, Z= 2248
[2024-03-18 14:37:26] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 27, Z= 2248
[2024-03-18 14:37:28] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 28, Z= 2248
[2024-03-18 14:37:28] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 28, Z= 2249
[2024-03-18 14:37:29] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 27, Z= 2249
[2024-03-18 14:37:30] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 29, Z= 2249
[2024-03-18 14:37:31] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 29, Z= 2250
[2024-03-18 14:37:32] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 28, Z= 2250
[2024-03-18 14:37:33] [world] The Player <The_Amazing_Yao> has broke STONE at X= 519, Y= 29, Z= 2251
[2024-03-18 14:37:34] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 519, Y= 30, Z= 2250
[2024-03-18 14:37:37] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 316
[2024-03-18 14:37:38] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 63, Z= 316
[2024-03-18 14:37:38] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 519, Y= 30, Z= 2251
[2024-03-18 14:37:39] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 316
[2024-03-18 14:37:39] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 316
[2024-03-18 14:37:40] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 317
[2024-03-18 14:37:40] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 519, Y= 31, Z= 2251
[2024-03-18 14:37:40] [world] The Player <Dave_TheCoolguy_> has broke WOOD at X= -686, Y= 71, Z= 305
[2024-03-18 14:37:41] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 63, Z= 317
[2024-03-18 14:37:41] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 317
[2024-03-18 14:37:41] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 519, Y= 31, Z= 2250
[2024-03-18 14:37:42] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 317
[2024-03-18 14:37:42] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 318
[2024-03-18 14:37:42] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 520, Y= 31, Z= 2251
[2024-03-18 14:37:44] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 520, Y= 30, Z= 2251
[2024-03-18 14:37:44] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10186, Y= 65, Z= 4120
[2024-03-18 14:37:45] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 520, Y= 31, Z= 2250
[2024-03-18 14:37:45] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10186, Y= 64, Z= 4120
[2024-03-18 14:37:45] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 63, Z= 318
[2024-03-18 14:37:46] [world] The Player <The_Amazing_Yao> has broke IRON_ORE at X= 520, Y= 30, Z= 2250
[2024-03-18 14:37:46] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 62, Z= 318
[2024-03-18 14:37:47] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 318
[2024-03-18 14:37:48] [world] The Player <Rip_Dogwater> has broke DIRT at X= -10188, Y= 65, Z= 4123
[2024-03-18 14:37:48] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -685, Y= 71, Z= 307
[2024-03-18 14:37:49] [world] The Player <Rip_Dogwater> has broke DIRT at X= -10188, Y= 64, Z= 4123
[2024-03-18 14:37:49] [world] The Player <The_Amazing_Yao> has broke STONE at X= 520, Y= 29, Z= 2251
[2024-03-18 14:37:49] [world] The Player <The_Amazing_Yao> has broke STONE at X= 520, Y= 29, Z= 2250
[2024-03-18 14:37:50] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -685, Y= 71, Z= 308
[2024-03-18 14:37:50] [world] The Player <Rip_Dogwater> has broke DIRT at X= -10188, Y= 65, Z= 4124
[2024-03-18 14:37:50] [world] The Player <The_Amazing_Yao> has broke STONE at X= 521, Y= 30, Z= 2250
[2024-03-18 14:37:51] [world] The Player <Rip_Dogwater> has broke DIRT at X= -10188, Y= 64, Z= 4124
[2024-03-18 14:37:51] [world] The Player <The_Amazing_Yao> has broke STONE at X= 521, Y= 31, Z= 2250
[2024-03-18 14:37:51] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -686, Y= 71, Z= 308
[2024-03-18 14:37:52] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10187, Y= 65, Z= 4124
[2024-03-18 14:37:52] [world] The Player <The_Amazing_Yao> has broke STONE at X= 521, Y= 32, Z= 2250
[2024-03-18 14:37:52] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 58, Z= 314
[2024-03-18 14:37:52] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10187, Y= 64, Z= 4124
[2024-03-18 14:37:53] [world] The Player <The_Amazing_Yao> has broke STONE at X= 522, Y= 32, Z= 2250
[2024-03-18 14:37:53] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 58, Z= 315
[2024-03-18 14:37:53] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10187, Y= 64, Z= 4125
[2024-03-18 14:37:53] [world] The Player <The_Amazing_Yao> has broke STONE at X= 522, Y= 31, Z= 2250
[2024-03-18 14:37:54] [world] The Player <The_Amazing_Yao> has broke STONE at X= 522, Y= 33, Z= 2250
[2024-03-18 14:37:54] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 316
[2024-03-18 14:37:54] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -689, Y= 71, Z= 308
[2024-03-18 14:37:55] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 316
[2024-03-18 14:37:55] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 33, Z= 2250
[2024-03-18 14:37:55] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10186, Y= 65, Z= 4124
[2024-03-18 14:37:55] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 60, Z= 317
[2024-03-18 14:37:56] [world] The Player <Tester> has broke LAPIS_ORE at X= -437, Y= 12, Z= 1419
[2024-03-18 14:37:56] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 32, Z= 2250
[2024-03-18 14:37:56] [world] The Player <Tester> has broke STONE at X= -438, Y= 12, Z= 1419
[2024-03-18 14:37:56] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 317
[2024-03-18 14:37:56] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -691, Y= 71, Z= 308
[2024-03-18 14:37:56] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 33, Z= 2251
[2024-03-18 14:37:57] [world] The Player <Tester> has broke LAPIS_ORE at X= -437, Y= 12, Z= 1418
[2024-03-18 14:37:57] [world] The Player <Rip_Dogwater> has broke COBBLESTONE at X= -10186, Y= 65, Z= 4125
[2024-03-18 14:37:57] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 34, Z= 2250
[2024-03-18 14:37:58] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -690, Y= 71, Z= 308
[2024-03-18 14:37:58] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 34, Z= 2251
[2024-03-18 14:37:59] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 34, Z= 2252
[2024-03-18 14:37:59] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 318
[2024-03-18 14:37:59] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -692, Y= 71, Z= 308
[2024-03-18 14:38:00] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 35, Z= 2251
[2024-03-18 14:38:00] [world] The Player <MonkeyTrainer> has broke STONE at X= -556, Y= 59, Z= 318
[2024-03-18 14:38:00] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 35, Z= 2252
[2024-03-18 14:38:00] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 59, Z= 319
[2024-03-18 14:38:00] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -692, Y= 71, Z= 307
[2024-03-18 14:38:01] [world] The Player <MonkeyTrainer> has broke SANDSTONE at X= -556, Y= 60, Z= 319
[2024-03-18 14:38:01] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 36, Z= 2252
[2024-03-18 14:38:02] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -692, Y= 71, Z= 306
[2024-03-18 14:38:02] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 36, Z= 2253
[2024-03-18 14:38:02] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 319
[2024-03-18 14:38:03] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 35, Z= 2253
[2024-03-18 14:38:03] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -692, Y= 71, Z= 304
[2024-03-18 14:38:03] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 37, Z= 2253
[2024-03-18 14:38:04] [world] The Player <Dave_TheCoolguy_> has broke LONG_GRASS at X= -692, Y= 72, Z= 303
[2024-03-18 14:38:04] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 37, Z= 2254
[2024-03-18 14:38:05] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -692, Y= 71, Z= 303
[2024-03-18 14:38:05] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 36, Z= 2254
[2024-03-18 14:38:06] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -692, Y= 71, Z= 302
[2024-03-18 14:38:06] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 61, Z= 319
[2024-03-18 14:38:06] [world] The Player <Dave_TheCoolguy_> has broke LONG_GRASS at X= -690, Y= 71, Z= 300
[2024-03-18 14:38:07] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 60, Z= 319
[2024-03-18 14:38:07] [world] The Player <The_Amazing_Yao> has broke STONE at X= 523, Y= 38, Z= 2254
[2024-03-18 14:38:07] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 59, Z= 319
[2024-03-18 14:38:07] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -690, Y= 71, Z= 301
[2024-03-18 14:38:07] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 37, Z= 2254
[2024-03-18 14:38:08] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 38, Z= 2254
[2024-03-18 14:38:08] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -688, Y= 71, Z= 301
[2024-03-18 14:38:10] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -687, Y= 71, Z= 301
[2024-03-18 14:38:11] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 39, Z= 2254
[2024-03-18 14:38:11] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -686, Y= 71, Z= 301
[2024-03-18 14:38:11] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 39, Z= 2255
[2024-03-18 14:38:12] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -685, Y= 71, Z= 301
[2024-03-18 14:38:12] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 38, Z= 2255
[2024-03-18 14:38:13] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 47, Z= 188
[2024-03-18 14:38:13] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 46, Z= 188
[2024-03-18 14:38:13] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 40, Z= 2255
[2024-03-18 14:38:13] [world] The Player <Dave_TheCoolguy_> has broke GRASS at X= -685, Y= 71, Z= 302
[2024-03-18 14:38:14] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 47, Z= 189
[2024-03-18 14:38:14] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 40, Z= 2256
[2024-03-18 14:38:14] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 46, Z= 189
[2024-03-18 14:38:15] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 39, Z= 2256
[2024-03-18 14:38:15] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 47, Z= 190
[2024-03-18 14:38:15] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 46, Z= 190
[2024-03-18 14:38:16] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 319
[2024-03-18 14:38:16] [world] The Player <proman50> has broke SAND at X= -593, Y= 65, Z= 185
[2024-03-18 14:38:17] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 41, Z= 2256
[2024-03-18 14:38:17] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 320
[2024-03-18 14:38:17] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 321
[2024-03-18 14:38:17] [world] The Player <proman50> has broke SAND at X= -593, Y= 64, Z= 185
[2024-03-18 14:38:17] [world] The Player <The_Amazing_Yao> has broke STONE at X= 524, Y= 40, Z= 2257
[2024-03-18 14:38:17] [world] The Player <WienerDogFace> has broke TORCH at X= -436, Y= 12, Z= 1417
[2024-03-18 14:38:18] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 322
[2024-03-18 14:38:18] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 323
[2024-03-18 14:38:18] [world] The Player <The_Amazing_Yao> has broke STONE at X= 525, Y= 40, Z= 2256
[2024-03-18 14:38:18] [world] The Player <proman50> has broke SAND at X= -593, Y= 63, Z= 185
[2024-03-18 14:38:19] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 324
[2024-03-18 14:38:19] [world] The Player <MonkeyTrainer> has broke SAND at X= -556, Y= 64, Z= 325
