[2024-03-25 20:25:16] [world] The Player <GolemDaWanderer> has broke WOOD at X= -10152, Y= 62, Z= 4113
[2024-03-26 13:33:59] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 290
[2024-03-26 13:33:59] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 290
[2024-03-26 13:34:00] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 291
[2024-03-26 13:34:02] [world] The Player <hexa> has broke STONE at X= -472, Y= 12, Z= 291
[2024-03-26 13:34:03] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 291
[2024-03-26 13:34:04] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 292
[2024-03-26 13:34:35] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -473, Y= 12, Z= 307
[2024-03-26 13:34:36] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -473, Y= 12, Z= 308
[2024-03-26 13:34:36] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 309
[2024-03-26 13:34:36] [world] The Player <hexa> has broke STONE at X= -475, Y= 12, Z= 308
[2024-03-26 13:34:37] [world] The Player <hexa> has broke STONE at X= -475, Y= 11, Z= 308
[2024-03-26 13:34:38] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -474, Y= 12, Z= 308
[2024-03-26 13:34:38] [world] The Player <NezukoChan> has broke ENDER_CHEST at X= -551, Y= 65, Z= 315
[2024-03-26 13:34:39] [world] The Player <hexa> has broke STONE at X= -474, Y= 13, Z= 307
[2024-03-26 13:34:40] [world] The Player <NezukoChan> has broke ENDER_CHEST at X= -550, Y= 65, Z= 315
[2024-03-26 13:34:40] [world] The Player <hexa> has broke STONE at X= -474, Y= 13, Z= 308
[2024-03-26 13:34:41] [world] The Player <hexa> has broke STONE at X= -474, Y= 13, Z= 309
[2024-03-26 13:34:41] [world] The Player <hexa> has broke STONE at X= -474, Y= 12, Z= 309
[2024-03-26 13:34:41] [world] The Player <hexa> has broke STONE at X= -474, Y= 12, Z= 310
[2024-03-26 13:34:42] [world] The Player <hexa> has broke STONE at X= -474, Y= 13, Z= 310
[2024-03-26 13:34:42] [world] The Player <hexa> has broke STONE at X= -474, Y= 13, Z= 311
[2024-03-26 13:34:43] [world] The Player <hexa> has broke STONE at X= -474, Y= 12, Z= 311
[2024-03-26 13:34:43] [world] The Player <hexa> has broke STONE at X= -473, Y= 13, Z= 310
[2024-03-26 13:34:44] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 310
[2024-03-26 13:34:44] [world] The Player <hexa> has broke STONE at X= -473, Y= 13, Z= 311
[2024-03-26 13:34:45] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 311
[2024-03-26 13:34:45] [world] The Player <hexa> has broke STONE at X= -472, Y= 13, Z= 311
[2024-03-26 13:34:46] [world] The Player <hexa> has broke STONE at X= -472, Y= 12, Z= 311
[2024-03-26 13:34:46] [world] The Player <hexa> has broke STONE at X= -472, Y= 11, Z= 311
[2024-03-26 13:34:48] [world] The Player <hexa> has broke STONE at X= -471, Y= 12, Z= 311
[2024-03-26 13:34:48] [world] The Player <hexa> has broke STONE at X= -471, Y= 11, Z= 311
[2024-03-26 13:34:48] [world] The Player <hexa> has broke STONE at X= -470, Y= 12, Z= 311
[2024-03-26 13:34:49] [world] The Player <hexa> has broke STONE at X= -469, Y= 12, Z= 311
[2024-03-26 13:34:49] [world] The Player <hexa> has broke STONE at X= -470, Y= 11, Z= 311
[2024-03-26 13:34:50] [world] The Player <hexa> has broke STONE at X= -469, Y= 11, Z= 311
[2024-03-26 13:34:50] [world] The Player <hexa> has broke STONE at X= -468, Y= 12, Z= 311
[2024-03-26 13:34:50] [world] The Player <hexa> has broke STONE at X= -468, Y= 11, Z= 311
[2024-03-26 13:34:51] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 311
[2024-03-26 13:34:52] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 312
[2024-03-26 13:34:52] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 311
[2024-03-26 13:34:52] [world] The Player <hexa> has broke STONE at X= -467, Y= 11, Z= 311
[2024-03-26 13:34:53] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 311
[2024-03-26 13:34:54] [world] The Player <hexa> has broke STONE at X= -465, Y= 11, Z= 311
[2024-03-26 13:35:03] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -465, Y= 12, Z= 312
[2024-03-26 13:35:04] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 312
[2024-03-26 13:35:04] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 312
[2024-03-26 13:35:05] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 313
[2024-03-26 13:35:05] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 314
[2024-03-26 13:35:06] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 313
[2024-03-26 13:35:06] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 314
[2024-03-26 13:35:06] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 315
[2024-03-26 13:35:07] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 315
[2024-03-26 13:35:07] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 316
[2024-03-26 13:35:08] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 317
[2024-03-26 13:35:08] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 316
[2024-03-26 13:35:08] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 317
[2024-03-26 13:35:09] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 318
[2024-03-26 13:35:09] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 318
[2024-03-26 13:35:10] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 319
[2024-03-26 13:35:10] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 319
[2024-03-26 13:35:10] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 320
[2024-03-26 13:35:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 320
[2024-03-26 13:35:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 321
[2024-03-26 13:35:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 321
[2024-03-26 13:35:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 322
[2024-03-26 13:35:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 322
[2024-03-26 13:35:15] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 323
[2024-03-26 13:35:16] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 323
[2024-03-26 13:35:16] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 324
[2024-03-26 13:35:16] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 324
[2024-03-26 13:35:17] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 325
[2024-03-26 13:35:17] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 325
[2024-03-26 13:35:18] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 326
[2024-03-26 13:35:18] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 326
[2024-03-26 13:35:18] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 327
[2024-03-26 13:35:19] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 327
[2024-03-26 13:35:19] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 328
[2024-03-26 13:35:20] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 328
[2024-03-26 13:35:20] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 329
[2024-03-26 13:35:20] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 329
[2024-03-26 13:35:21] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 330
[2024-03-26 13:35:21] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 330
[2024-03-26 13:35:22] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 331
[2024-03-26 13:35:22] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 331
[2024-03-26 13:35:22] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 332
[2024-03-26 13:35:23] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 332
[2024-03-26 13:35:23] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 333
[2024-03-26 13:35:24] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 333
[2024-03-26 13:35:24] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 334
[2024-03-26 13:35:24] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 334
[2024-03-26 13:35:25] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 335
[2024-03-26 13:35:25] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 335
[2024-03-26 13:35:26] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -466, Y= 12, Z= 336
[2024-03-26 13:35:26] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 336
[2024-03-26 13:35:26] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 337
[2024-03-26 13:35:27] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 337
[2024-03-26 13:35:27] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 338
[2024-03-26 13:35:29] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 338
[2024-03-26 13:35:30] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 339
[2024-03-26 13:35:30] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 339
[2024-03-26 13:35:31] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 340
[2024-03-26 13:35:31] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 340
[2024-03-26 13:35:31] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 341
[2024-03-26 13:35:32] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 341
[2024-03-26 13:35:32] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 342
[2024-03-26 13:35:33] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 342
[2024-03-26 13:35:33] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 343
[2024-03-26 13:35:33] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 343
[2024-03-26 13:35:34] [world] The Player <hexa> has broke COAL_ORE at X= -466, Y= 12, Z= 344
[2024-03-26 13:35:34] [world] The Player <hexa> has broke COAL_ORE at X= -466, Y= 11, Z= 344
[2024-03-26 13:35:35] [world] The Player <hexa> has broke COAL_ORE at X= -466, Y= 12, Z= 345
[2024-03-26 13:35:35] [world] The Player <hexa> has broke COAL_ORE at X= -466, Y= 11, Z= 345
[2024-03-26 13:35:36] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 346
[2024-03-26 13:35:36] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 346
[2024-03-26 13:35:36] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 347
[2024-03-26 13:35:38] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 343
[2024-03-26 13:35:38] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -467, Y= 12, Z= 346
[2024-03-26 13:35:39] [world] The Player <hexa> has broke COAL_ORE at X= -467, Y= 12, Z= 345
[2024-03-26 13:35:39] [world] The Player <hexa> has broke COAL_ORE at X= -468, Y= 12, Z= 345
[2024-03-26 13:35:40] [world] The Player <hexa> has broke COAL_ORE at X= -467, Y= 11, Z= 345
[2024-03-26 13:35:40] [world] The Player <hexa> has broke COAL_ORE at X= -467, Y= 11, Z= 344
[2024-03-26 13:35:41] [world] The Player <hexa> has broke COAL_ORE at X= -468, Y= 12, Z= 346
[2024-03-26 13:35:41] [world] The Player <hexa> has broke STONE at X= -469, Y= 12, Z= 346
[2024-03-26 13:35:41] [world] The Player <hexa> has broke COAL_ORE at X= -468, Y= 11, Z= 345
[2024-03-26 13:35:47] [world] The Player <hexa> has broke COAL_ORE at X= -467, Y= 12, Z= 344
[2024-03-26 13:35:47] [world] The Player <hexa> has broke COAL_ORE at X= -468, Y= 12, Z= 344
[2024-03-26 13:35:48] [world] The Player <hexa> has broke COAL_ORE at X= -468, Y= 11, Z= 344
[2024-03-26 13:35:55] [world] The Player <hexa> has broke STONE at X= -468, Y= 12, Z= 347
[2024-03-26 13:35:55] [world] The Player <hexa> has broke COAL_ORE at X= -468, Y= 11, Z= 346
[2024-03-26 13:35:56] [world] The Player <hexa> has broke STONE at X= -469, Y= 11, Z= 346
[2024-03-26 13:35:56] [world] The Player <hexa> has broke COAL_ORE at X= -469, Y= 12, Z= 345
[2024-03-26 13:35:57] [world] The Player <hexa> has broke COAL_ORE at X= -469, Y= 11, Z= 345
[2024-03-26 13:36:02] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 348
[2024-03-26 13:36:02] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 347
[2024-03-26 13:36:02] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 348
[2024-03-26 13:36:03] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 349
[2024-03-26 13:36:03] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 350
[2024-03-26 13:36:04] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 350
[2024-03-26 13:36:04] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 351
[2024-03-26 13:36:04] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 351
[2024-03-26 13:36:05] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 352
[2024-03-26 13:36:05] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 349
[2024-03-26 13:36:10] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 352
[2024-03-26 13:36:10] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -466, Y= 12, Z= 353
[2024-03-26 13:36:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 354
[2024-03-26 13:36:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 353
[2024-03-26 13:36:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 354
[2024-03-26 13:36:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 355
[2024-03-26 13:36:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 355
[2024-03-26 13:36:13] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 356
[2024-03-26 13:36:13] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 356
[2024-03-26 13:36:13] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 357
[2024-03-26 13:36:14] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 357
[2024-03-26 13:36:14] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 358
[2024-03-26 13:36:15] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 358
[2024-03-26 13:36:23] [world] The Player <hexa> has broke GRAVEL at X= -466, Y= 11, Z= 359
[2024-03-26 13:36:26] [world] The Player <hexa> has broke TORCH at X= -466, Y= 11, Z= 359
[2024-03-26 13:36:28] [world] The Player <hexa> has broke GRAVEL at X= -466, Y= 11, Z= 360
[2024-03-26 13:36:30] [world] The Player <hexa> has broke TORCH at X= -466, Y= 11, Z= 359
[2024-03-26 13:36:31] [world] The Player <hexa> has broke TORCH at X= -466, Y= 11, Z= 360
[2024-03-26 13:36:33] [world] The Player <hexa> has broke GRAVEL at X= -466, Y= 11, Z= 361
[2024-03-26 13:36:34] [world] The Player <hexa> has broke TORCH at X= -466, Y= 11, Z= 361
[2024-03-26 13:36:37] [world] The Player <hexa> has broke GRAVEL at X= -466, Y= 11, Z= 362
[2024-03-26 13:36:40] [world] The Player <hexa> has broke GRAVEL at X= -466, Y= 11, Z= 362
[2024-03-26 13:36:43] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 363
[2024-03-26 13:36:44] [world] The Player <hexa> has broke GRAVEL at X= -466, Y= 11, Z= 363
[2024-03-26 13:36:45] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 364
[2024-03-26 13:36:45] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 364
[2024-03-26 13:36:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 365
[2024-03-26 13:36:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 365
[2024-03-26 13:36:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 366
[2024-03-26 13:36:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 366
[2024-03-26 13:36:50] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 367
[2024-03-26 13:36:51] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 367
[2024-03-26 13:36:51] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 368
[2024-03-26 13:36:52] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 369
[2024-03-26 13:36:52] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 369
[2024-03-26 13:36:52] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 370
[2024-03-26 13:36:53] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 371
[2024-03-26 13:36:53] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 368
[2024-03-26 13:36:54] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 370
[2024-03-26 13:36:54] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 371
[2024-03-26 13:36:55] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 372
[2024-03-26 13:36:55] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 372
[2024-03-26 13:36:55] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 373
[2024-03-26 13:36:56] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 373
[2024-03-26 13:36:56] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 374
[2024-03-26 13:36:57] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 375
[2024-03-26 13:36:57] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 376
[2024-03-26 13:36:57] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 374
[2024-03-26 13:36:58] [world] The Player <hexa> has broke STONE at X= -465, Y= 12, Z= 375
[2024-03-26 13:36:58] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 375
[2024-03-26 13:36:59] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 376
[2024-03-26 13:36:59] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 377
[2024-03-26 13:36:59] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 378
[2024-03-26 13:37:00] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 377
[2024-03-26 13:37:02] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 378
[2024-03-26 13:37:02] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 379
[2024-03-26 13:37:02] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 379
[2024-03-26 13:37:03] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 380
[2024-03-26 13:37:03] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 380
[2024-03-26 13:37:06] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 381
[2024-03-26 13:37:07] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 381
[2024-03-26 13:37:07] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 382
[2024-03-26 13:37:08] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 383
[2024-03-26 13:37:08] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 383
[2024-03-26 13:37:08] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 382
[2024-03-26 13:37:09] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 384
[2024-03-26 13:37:09] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 384
[2024-03-26 13:37:09] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 385
[2024-03-26 13:37:10] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 386
[2024-03-26 13:37:10] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 385
[2024-03-26 13:37:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 386
[2024-03-26 13:37:11] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 387
[2024-03-26 13:37:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 387
[2024-03-26 13:37:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 388
[2024-03-26 13:37:12] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 388
[2024-03-26 13:37:13] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 389
[2024-03-26 13:37:13] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 390
[2024-03-26 13:37:14] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 389
[2024-03-26 13:37:14] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 390
[2024-03-26 13:37:14] [world] The Player <hexa> has broke DIAMOND_ORE at X= -466, Y= 12, Z= 391
[2024-03-26 13:37:24] [world] The Player <hexa> has broke STONE at X= -466, Y= 13, Z= 390
[2024-03-26 13:37:28] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 391
[2024-03-26 13:37:29] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 392
[2024-03-26 13:37:30] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 392
[2024-03-26 13:37:30] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 393
[2024-03-26 13:37:31] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 393
[2024-03-26 13:37:33] [world] The Player <hexa> has broke STONE at X= -466, Y= 13, Z= 393
[2024-03-26 13:37:34] [world] The Player <hexa> has broke STONE at X= -466, Y= 14, Z= 393
[2024-03-26 13:37:36] [world] The Player <hexa> has broke STONE at X= -465, Y= 12, Z= 393
[2024-03-26 13:37:37] [world] The Player <hexa> has broke STONE at X= -465, Y= 13, Z= 393
[2024-03-26 13:37:37] [world] The Player <hexa> has broke STONE at X= -465, Y= 14, Z= 393
[2024-03-26 13:37:39] [world] The Player <hexa> has broke STONE at X= -465, Y= 14, Z= 392
[2024-03-26 13:37:40] [world] The Player <hexa> has broke STONE at X= -466, Y= 14, Z= 392
[2024-03-26 13:37:42] [world] The Player <hexa> has broke STONE at X= -464, Y= 13, Z= 393
[2024-03-26 13:37:42] [world] The Player <hexa> has broke STONE at X= -464, Y= 12, Z= 393
[2024-03-26 13:37:43] [world] The Player <hexa> has broke STONE at X= -464, Y= 13, Z= 392
[2024-03-26 13:37:44] [world] The Player <hexa> has broke STONE at X= -464, Y= 12, Z= 392
[2024-03-26 13:37:45] [world] The Player <hexa> has broke STONE at X= -465, Y= 12, Z= 392
[2024-03-26 13:37:46] [world] The Player <hexa> has broke STONE at X= -464, Y= 13, Z= 391
[2024-03-26 13:37:47] [world] The Player <hexa> has broke STONE at X= -464, Y= 12, Z= 391
[2024-03-26 13:37:48] [world] The Player <hexa> has broke STONE at X= -465, Y= 12, Z= 391
[2024-03-26 13:37:49] [world] The Player <hexa> has broke GLOWING_REDSTONE_ORE at X= -464, Y= 13, Z= 390
[2024-03-26 13:37:50] [world] The Player <hexa> has broke STONE at X= -464, Y= 12, Z= 390
[2024-03-26 13:37:51] [world] The Player <hexa> has broke STONE at X= -465, Y= 12, Z= 390
[2024-03-26 13:37:52] [world] The Player <hexa> has broke STONE at X= -465, Y= 13, Z= 390
[2024-03-26 13:37:53] [world] The Player <hexa> has broke STONE at X= -464, Y= 14, Z= 390
[2024-03-26 13:37:54] [world] The Player <hexa> has broke STONE at X= -465, Y= 14, Z= 390
[2024-03-26 13:37:54] [world] The Player <hexa> has broke STONE at X= -464, Y= 14, Z= 391
[2024-03-26 13:37:55] [world] The Player <hexa> has broke STONE at X= -465, Y= 14, Z= 391
[2024-03-26 13:37:56] [world] The Player <hexa> has broke STONE at X= -464, Y= 14, Z= 392
[2024-03-26 13:37:57] [world] The Player <hexa> has broke STONE at X= -464, Y= 14, Z= 393
[2024-03-26 13:38:00] [world] The Player <hexa> has broke STONE at X= -466, Y= 14, Z= 390
[2024-03-26 13:38:01] [world] The Player <hexa> has broke STONE at X= -466, Y= 14, Z= 391
[2024-03-26 13:38:01] [world] The Player <hexa> has broke STONE at X= -467, Y= 13, Z= 390
[2024-03-26 13:38:02] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 390
[2024-03-26 13:38:04] [world] The Player <hexa> has broke STONE at X= -467, Y= 13, Z= 391
[2024-03-26 13:38:05] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 391
[2024-03-26 13:38:05] [world] The Player <hexa> has broke STONE at X= -467, Y= 13, Z= 392
[2024-03-26 13:38:06] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 392
[2024-03-26 13:38:06] [world] The Player <hexa> has broke STONE at X= -467, Y= 13, Z= 393
[2024-03-26 13:38:07] [world] The Player <hexa> has broke STONE at X= -467, Y= 12, Z= 393
[2024-03-26 13:38:09] [world] The Player <hexa> has broke STONE at X= -467, Y= 14, Z= 393
[2024-03-26 13:38:10] [world] The Player <hexa> has broke STONE at X= -467, Y= 14, Z= 392
[2024-03-26 13:38:11] [world] The Player <hexa> has broke STONE at X= -467, Y= 14, Z= 391
[2024-03-26 13:38:11] [world] The Player <hexa> has broke STONE at X= -467, Y= 14, Z= 390
[2024-03-26 13:38:22] [world] The Player <hexa> has broke DIAMOND_ORE at X= -466, Y= 13, Z= 392
[2024-03-26 13:38:24] [world] The Player <hexa> has broke DIAMOND_ORE at X= -466, Y= 13, Z= 391
[2024-03-26 13:38:25] [world] The Player <hexa> has broke DIAMOND_ORE at X= -465, Y= 13, Z= 391
[2024-03-26 13:38:27] [world] The Player <hexa> has broke DIAMOND_ORE at X= -465, Y= 13, Z= 392
[2024-03-26 13:38:32] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 394
[2024-03-26 13:38:32] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 394
[2024-03-26 13:38:33] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 395
[2024-03-26 13:38:33] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 395
[2024-03-26 13:38:34] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 396
[2024-03-26 13:38:34] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 396
[2024-03-26 13:38:34] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 397
[2024-03-26 13:38:35] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 398
