[2024-03-28 02:19:16] [world_the_end] The Player <Heinrich_Himmler> has emptied WATER BUCKET at X= 44, Y= 3, Z= 141
[2024-03-28 04:13:55] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -123
[2024-03-28 04:13:56] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -124
[2024-03-28 04:13:56] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -124
[2024-03-28 04:13:56] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -125
[2024-03-28 04:13:56] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -126
[2024-03-28 04:13:56] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -127
[2024-03-28 04:13:57] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -128
[2024-03-28 04:13:57] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -129
[2024-03-28 04:13:57] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -130
[2024-03-28 04:13:57] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -131
[2024-03-28 04:13:57] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -132
[2024-03-28 04:13:58] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 289, Y= 2, Z= -133
[2024-03-28 04:13:58] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -133
[2024-03-28 04:13:59] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -132
[2024-03-28 04:13:59] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -132
[2024-03-28 04:13:59] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -131
[2024-03-28 04:13:59] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -131
[2024-03-28 04:13:59] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -130
[2024-03-28 04:14:00] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -129
[2024-03-28 04:14:00] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -128
[2024-03-28 04:14:00] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -127
[2024-03-28 04:14:00] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -126
[2024-03-28 04:14:00] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -125
[2024-03-28 04:14:01] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -124
[2024-03-28 04:14:01] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -123
[2024-03-28 04:14:01] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -122
[2024-03-28 04:14:01] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -121
[2024-03-28 04:14:01] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -120
[2024-03-28 04:14:02] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -119
[2024-03-28 04:14:02] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -118
[2024-03-28 04:14:02] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -117
[2024-03-28 04:14:02] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -116
[2024-03-28 04:14:02] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -116
[2024-03-28 04:14:03] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 288, Y= 2, Z= -115
[2024-03-28 04:14:04] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -114
[2024-03-28 04:14:04] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -115
[2024-03-28 04:14:04] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -116
[2024-03-28 04:14:04] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -117
[2024-03-28 04:14:04] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -117
[2024-03-28 04:14:05] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -118
[2024-03-28 04:14:05] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -119
[2024-03-28 04:14:05] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -120
[2024-03-28 04:14:05] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -121
[2024-03-28 04:14:05] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -122
[2024-03-28 04:14:06] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -123
[2024-03-28 04:14:06] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -124
[2024-03-28 04:14:06] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -125
[2024-03-28 04:14:06] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -126
[2024-03-28 04:14:06] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -127
[2024-03-28 04:14:07] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -128
[2024-03-28 04:14:07] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -129
[2024-03-28 04:14:07] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -130
[2024-03-28 04:14:07] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -130
[2024-03-28 04:14:07] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -131
[2024-03-28 04:14:08] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -132
[2024-03-28 04:14:08] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -133
[2024-03-28 04:14:09] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -134
[2024-03-28 04:14:09] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -133
[2024-03-28 04:14:09] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -132
[2024-03-28 04:14:09] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -132
[2024-03-28 04:14:10] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -131
[2024-03-28 04:14:10] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -130
[2024-03-28 04:14:10] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -129
[2024-03-28 04:14:10] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -128
[2024-03-28 04:14:10] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -126
[2024-03-28 04:14:11] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -125
[2024-03-28 04:14:11] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -124
[2024-03-28 04:14:11] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -123
[2024-03-28 04:14:11] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -122
[2024-03-28 04:14:11] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -121
[2024-03-28 04:14:12] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -120
[2024-03-28 04:14:12] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -119
[2024-03-28 04:14:12] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -118
[2024-03-28 04:14:12] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -117
[2024-03-28 04:14:12] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -116
[2024-03-28 04:14:13] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -115
[2024-03-28 04:14:13] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -114
[2024-03-28 04:14:13] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -113
[2024-03-28 04:14:13] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -113
[2024-03-28 04:14:14] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -110
[2024-03-28 04:14:15] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -110
[2024-03-28 04:14:15] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -111
[2024-03-28 04:14:15] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -112
[2024-03-28 04:14:15] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -112
[2024-03-28 04:14:15] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -113
[2024-03-28 04:14:16] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -113
[2024-03-28 04:14:16] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -113
[2024-03-28 04:14:16] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -114
[2024-03-28 04:14:16] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -115
[2024-03-28 04:14:16] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -115
[2024-03-28 04:14:17] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:17] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -116
[2024-03-28 04:14:17] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -117
[2024-03-28 04:14:17] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -118
[2024-03-28 04:14:17] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -119
[2024-03-28 04:14:18] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -119
[2024-03-28 04:14:18] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -120
[2024-03-28 04:14:18] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -121
[2024-03-28 04:14:18] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -122
[2024-03-28 04:14:18] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -123
[2024-03-28 04:14:19] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -124
[2024-03-28 04:14:19] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -125
[2024-03-28 04:14:19] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -126
[2024-03-28 04:14:19] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -127
[2024-03-28 04:14:19] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -128
[2024-03-28 04:14:20] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -129
[2024-03-28 04:14:20] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -130
[2024-03-28 04:14:20] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -131
[2024-03-28 04:14:20] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -132
[2024-03-28 04:14:20] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -133
[2024-03-28 04:14:21] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:21] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:21] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:21] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:22] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:22] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:22] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -133
[2024-03-28 04:14:23] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -132
[2024-03-28 04:14:23] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -131
[2024-03-28 04:14:23] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -130
[2024-03-28 04:14:23] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -130
[2024-03-28 04:14:23] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -129
[2024-03-28 04:14:24] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -128
[2024-03-28 04:14:24] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -127
[2024-03-28 04:14:24] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -126
[2024-03-28 04:14:24] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -124
[2024-03-28 04:14:24] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -123
[2024-03-28 04:14:25] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -122
[2024-03-28 04:14:25] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -121
[2024-03-28 04:14:25] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -120
[2024-03-28 04:14:25] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -120
[2024-03-28 04:14:25] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -119
[2024-03-28 04:14:26] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -117
[2024-03-28 04:14:26] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -116
[2024-03-28 04:14:26] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -115
[2024-03-28 04:14:26] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -113
[2024-03-28 04:14:26] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -112
[2024-03-28 04:14:27] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -111
[2024-03-28 04:14:27] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -110
[2024-03-28 04:14:27] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -110
[2024-03-28 04:14:27] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -111
[2024-03-28 04:14:27] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -111
[2024-03-28 04:14:28] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -112
[2024-03-28 04:14:28] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -113
[2024-03-28 04:14:28] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -114
[2024-03-28 04:14:28] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -115
[2024-03-28 04:14:28] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -115
[2024-03-28 04:14:29] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -116
[2024-03-28 04:14:29] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -117
[2024-03-28 04:14:29] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -118
[2024-03-28 04:14:29] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -119
[2024-03-28 04:14:29] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -120
[2024-03-28 04:14:30] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -121
[2024-03-28 04:14:30] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -122
[2024-03-28 04:14:30] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -123
[2024-03-28 04:14:30] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -124
[2024-03-28 04:14:30] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -125
[2024-03-28 04:14:31] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -126
[2024-03-28 04:14:31] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -127
[2024-03-28 04:14:31] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -127
[2024-03-28 04:14:31] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -128
[2024-03-28 04:14:31] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -128
[2024-03-28 04:14:32] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -128
[2024-03-28 04:14:32] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -128
[2024-03-28 04:14:32] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -127
[2024-03-28 04:14:32] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -126
[2024-03-28 04:14:32] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -125
[2024-03-28 04:14:33] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -125
[2024-03-28 04:14:33] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -124
[2024-03-28 04:14:33] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -125
[2024-03-28 04:14:33] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -125
[2024-03-28 04:14:33] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -126
[2024-03-28 04:14:34] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -127
[2024-03-28 04:14:34] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -127
[2024-03-28 04:14:34] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 287, Y= 2, Z= -127
[2024-03-28 04:14:34] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -127
[2024-03-28 04:14:34] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 286, Y= 2, Z= -127
[2024-03-28 04:14:35] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -127
[2024-03-28 04:14:37] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -134
[2024-03-28 04:14:37] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:37] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -134
[2024-03-28 04:14:37] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -133
[2024-03-28 04:14:38] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 285, Y= 2, Z= -133
[2024-03-28 04:14:38] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -134
[2024-03-28 04:14:39] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -134
[2024-03-28 04:14:39] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -133
[2024-03-28 04:14:39] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -132
[2024-03-28 04:14:39] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -131
[2024-03-28 04:14:39] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -131
[2024-03-28 04:14:40] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -130
[2024-03-28 04:14:40] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -129
[2024-03-28 04:14:40] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -129
[2024-03-28 04:14:40] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -128
[2024-03-28 04:14:40] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -128
[2024-03-28 04:14:41] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -129
[2024-03-28 04:14:41] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -128
[2024-03-28 04:14:41] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -127
[2024-03-28 04:14:41] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -127
[2024-03-28 04:14:42] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -126
[2024-03-28 04:14:42] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -125
[2024-03-28 04:14:42] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -124
[2024-03-28 04:14:42] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -124
[2024-03-28 04:14:42] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -123
[2024-03-28 04:14:42] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -123
[2024-03-28 04:14:43] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -126
[2024-03-28 04:14:43] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -126
[2024-03-28 04:14:44] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -126
[2024-03-28 04:14:44] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -125
[2024-03-28 04:14:44] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -124
[2024-03-28 04:14:44] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -123
[2024-03-28 04:14:44] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -122
[2024-03-28 04:14:45] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -121
[2024-03-28 04:14:45] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -120
[2024-03-28 04:14:45] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -120
[2024-03-28 04:14:45] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -119
[2024-03-28 04:14:45] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -119
[2024-03-28 04:14:46] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -118
[2024-03-28 04:14:46] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -117
[2024-03-28 04:14:46] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -117
[2024-03-28 04:14:52] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:52] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:52] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:52] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:53] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:53] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:53] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:53] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
[2024-03-28 04:14:53] [world_the_end] The Player <Feathery> has emptied LAVA BUCKET at X= 284, Y= 2, Z= -116
